text,keywords
is boarding ek  as usual no upgrade from ek colombo,[]
missed some good oppertunities,['happy']
it must be because i slash their characters  sigh gonna go sleep and dream happy things about kutner,"['interested', 'happy']"
babies a bit sick  poor honey having a relaxing day otherwise in israel enjoying all the fam,['friendly']
best birthday ever untill the house sold,[]
nothings worse than planning on going to the mall with no money  damn unheavens dunks,[]
does not want coworkers various lurgies,[]
i am indeed the one with my rlc interview in good stuff thought id finally found something noone else had,['happy']
linkedin is being really mongy for me tonight in fact it has just sat spinning doing nothing a few times recently,['happy']
working too  need a break too,[]
what a mistake buying that dress i dont even want to go to grad anymore,['interested']
is back in byron bay  fresh missing all my melbourne friends,[]
ur as bad as,['sadness']
oh dear that means i wont be driven away to do something more productive,"['friendly', 'pos_hp']"
bugger the spray paint just showed up i spose that means no riding and doing work for me now sad day,"['happy', 'interested', 'sadness']"
got up an hou ago now lerning again really boring stuff,[]
story of my lifestop looking and icaisfrank comes again  what is this i read about a vet visit  memoriesphotos may help,['interested']
it is apparently the chinese government put pressure on the sa one not to let him in whole peace conference was canceled,[]
nothin like throwin up on your customers front door,[]
xox laterr hunn arghh hope i dont miss any tweets lolgunna be at my nans later no  bye x x x,['confident']
we cant go to robina all the shops will be closed because its good friday,"['interested', 'happy']"
ive got return tickets booked for this weekend  if the exchange rate wasnt so bad id go but dont mind missing it really,"['sadness', 'interested']"
laying in bed and contemplating the meaning of life with a half empty glass that is leaking on the bottom,['friendly']
somethings wrong i keep getting some error graphic instead of the music player when i go to a musicians myspace page now,['interested']
not goodmunchkinster is not feeling well,['happy']
im starting to have an headache too am  school amp im so sleepy  got work  do this am,"['interested', 'interested']"
morning pat  another one in sunny  spain  except its not sunny here today cloudy and raining,[]
the mighty tap are doing a onedate world tour but i will have a newborn,[]
ah my webcam is messed up and wont turn on,['happy']
the book is awesome there are some other great works in there too couldnt afford to buy it today tho,['sadness']
yeah thats what i was thinking would love to get your feedback on my creative will dm you when dentist has finished,['friendly']
big capacious wooden kitchen island x metric  thought i was buying it but were not  photos ampc on request if youre interested,"['sadness', 'interested']"
i just grew another chin,['happy']
im in a confused state whether to implement a tab interface in the application currently im working in,[]
my sisters kitty eva had three babykittens yesterday but something is wrong with her and needs to go to the vet,['interested']
most people dont realise how much theyd miss it if they couldnt do it any more,['friendly']
germ damn it its so true  i need help,[]
needs a ride to work  im not liking the pospect of the  bus,['interested']
drinking milkbeing on youtubelonely emiliiee,[]
its sad cause that was the last gsm company owned by egyptians also orascom was inforced to sell its share to fc,['sadness']
read a word he didnt know and felt his brain preparing to go for the way controller before remembering that real books dont have them,"['interested', 'friendly', 'interested']"
its bad that we cant buy it here,['sadness']
these days i dont feel like twittering  dont know why,['friendly']
man i want some nike air yeezys but as i dont live in states have no chance in hell  ahh well spend the  on  pairs of sbs instead,['happy']
frankfurt three times but i dont understand it,[]
three days since my last tweet and no concern i could have been dead peeps the reality is i forgot my password,"['interested', 'uninterested']"
a person whos genuinely interested in english filipino programming and teaching should make that paper oh wait thats me,"['interested', 'interested']"
im probably worse than you lol so sorry these photos are seriously long overdue  last time i buy a sony cam rubbish,['sadness']
but i thought i did  not my fault that you dont pay attention to my genitals,[]
wish i could have participated this time,[]
oh i received an answer for a ticket that is  month old this is really really  fast  cob ticket,[]
i just found out i was unsuccessful in applying for the hampshire probation job  fb,"['happy', 'interested']"
s will you be videoing or streaming or podcasting tweeting or anything else cant make it unfortunately,['interested']
has got work again today,['interested']
well not far from the station by the looks of it just head there  im actually jealous would love to be in belgium right now,"['happy', 'happy', 'friendly', 'happy']"
insomnia kickin in  i hate this,['unfriendly']
no im not we are gunna go this hols though i really want to see him,"['interested', 'pos_hp']"
dropped one of the earbuds of my sennheiser in my tea  i really hope its gonna work again,"['confident', 'interested']"
ugh coffee please being at work at  is not good for my brain it is now officialy melting,"['interested', 'happy']"
its terrible isnt it dont expect many earthquakes in euruope certainly not bad ones,"['sadness', 'confident', 'sadness']"
you should listen to some music by this dude called andy hull and afew other blokes i even hear theyre playing ldn tomorrow,[]
no snoosnoo for you,[]
the computers might be operational but there still isnt much to do,['pos_hp']
i think the wifi on my iphone is broken it will quotconnectquot but when i actually have to use it thats another story,['interested']
oh pants im hanging out with the old folks back  in england defo b up when i get back tho,[]
watching death racefound out sandra cantu is dead,['uninterested']
pizza night and i feel too sick,[]
is playing basketball today lol i wanna go to the pub,['interested']
twas the antibiotics for root canal  will take polaramine tonight for hives other symptoms have gone now thank goodness,"['interested', 'happy']"
is not impressed with the rain i wanted to go market shopping  bleh,['interested']
i wish i could link things as good as you,['happy']
been  weeks  a lady at our church is watching her,[]
ah pox say it isnt so,[]
its raining outside looks like snow but its raining,[]
cry,[]
cyrus im still awake too lol cant sleep  glad your up tho,"['pos_hp', 'happy']"
been  weeks  a lady at our church is watching her,[]
ive advertised on our blog through career sites and used agencies not sure how else i can go about it,"['confident', 'interested']"
last week  theyve got the bike minus a saddle,[]
thats great about your license wish youd got the rest of it back,[]
pissed coz a friend is to busy to see meday,"['friendly', 'pos_hp']"
coffee  is turning into starbucks feral childrenwise,[]
yeah i am infact the spray paint is for the mutt i got real delayed with some problems so not finished either yet,[]
at my mama jis place everybody keeps giving me new options to study or work now i get more confused with each passing day,"['interested', 'interested']"
those got cancelled  now everybody else is rattling my brains amp makin me cuss something terrible,['sadness']
tiredd  nothing to do today,[]
thanks  sorry,['sadness']
mew  today is a prescribed opiate day me thinks  grr,[]
damn i missed out why didnt you invite me,[]
will likely be unable to attend  crying all the way home,[]
except i missed last weeks slee and now its gone from iplayer,[]
where did top cat go,['interested']
has got a cold coming  how shite,[]
nz lol better let aboy know if hes doing the deploy before his  bedtime hope you are feeling better being sick sux,"['friendly', 'confident']"
not able to sleep,[]
that was it folks springs gone and winter is snowing outside,[]
pissed coz a friend is too busy to see meday,"['friendly', 'pos_hp']"
i know the feeling man just lay low for a while some people are just like that,"['friendly', 'happy', 'happy']"
weather cloudy again everyday same time rainy,[]
is revising,[]
i am news to me and sorry to hear about the job,"['sadness', 'interested']"
red jaguars blue barracudas green monkeys orange iguanas purple parrots and silver snakes remember legends of the hiddent temple,[]
haha well what makes you think you dont use big words too sadistic p what did i say any way and no i dont sorry babe,"['happy', 'interested', 'sadness', 'sadness']"
id hug you too  poor frumph,[]
andre riue on neighbourswhat has the world come tointernets down  lol,[]
looks like rain today bet it buckets down as soon as i step outside front door always the way  downhill all the way from today,[]
okie dokie do you wanna ask ash and tegan and yasmin i asked nicole but she said she cant,[]
coughing up a lung  again ive had this on and off since xmas,[]
ive got a poorly tongue after i burnt it on my chilli last night  had a lovely day yday to thanks guys,[]
im up guys  lloll,[]
snapemaven owwie  the dictation software wont pick up whispering eh i know meleney has it but dunno how good sound pickup is,"['friendly', 'happy', 'happy']"
fine i wont make it up to you  check your dm,"['interested', 'pos_hp']"
quite sick going to doctor now,[]
bad day,['sadness']
taking the rents to the excited about being up this earlyhave to go to work at,"['happy', 'interested', 'interested']"
just poked herself in the eye the mascara  but i love mascara its a god sent,"['happy', 'friendly']"
shame whats wrong,[]
ive just got my streetcar essay back from jerry and its still no good ah man this is gonna be a bad day,"['happy', 'pos_hp', 'happy', 'sadness']"
tonights episode of house was sad  i cant believe he left the show i cant stay awake anymore im mad tired had a long day sleep time,"['sadness', 'confident', 'happy']"
its  and ive been sitting around barely watching im not there i really wanted to see that movie but i keep getting distracted,['pos_hp']
last day at home today  catching the train at am tomorrow has been a nice break but now i need some breakfast a shower and a shave,['happy']
has a poorly cat at home i want to be their to hold her fur back and pass her tissues,[]
see yes i often take the risk of running down the dlr steps but today i just missed that last step and twisted my ankle,"['pos_hp', 'interested', 'happy']"
why does it take so long to go through one lecture which only took  mins to give and its sunny outside someone is mocking me,"['interested', 'interested']"
another assignment to be done an dinner with dad tomoz,[]
will check it out just want a couple to read while away new one at liquid silver just some good readsread some rubbish lately,"['pos_hp', 'happy', 'interested', 'happy', 'happy']"
working  but looking ward  thailand and this weeks bank holiday weekend,['confident']
ew cookies and cola dont mix well togethermy tummy hurts now,['happy']
so damn annoying when that happens isnt it  hope she doesnt copy your work,"['unfriendly', 'confident', 'interested']"
eminem we made you is gawbagerosci imma cop asher roths album instead fuck em on his quotass like that quot flow,['friendly']
ben awake for awile sick,[]
yesh its a bank holiday but everyone else is working trains traffic everything screwed as usual,['confident']
bleh i strongly dislike working at am everyday,[]
headache still a little sleepy i miss ma babyy soo damn much right noww  wakee upp,"['interested', 'pos_hp', 'happy']"
flight of the conchords album has vanished from spotify  what gives com,[]
aw im sorry,['sadness']
spring is finally here cherry blossoms galore such a shame they are so temporary,[]
head got bashed by a door today,[]
yuk end of year accounts i need to make a start of mine too,['interested']
this is amazing but i can only get  words per minute,['sadness']
i slept so much when i was a little girl i just started to not sleep as well when i turned,"['happy', 'happy']"
why do friends feast while you are on fast,[]
bored of sims for today  still thinking of a name for me and lukes youtube account to post our awesome new vid on  ideas people,"['pos_hp', 'sadness']"
i want to be trendy,[]
tierd  whats pt swagger mean i love the sound of it,"['friendly', 'happy']"
feels like i have neglected twilight im sorry  lol,['sadness']
oh yes extremely fun when whoever you talk to actually doesnt want to talk to you im so lonely,[]
added the dns system compatibility is okay and am looking forward to the possibilities now open but i need to rework the intro sequence,['uninterested']
no cold water tap in our bathroom  i miss my cold water,[]
another shoe throwing incident journalist jarnail singh threw a shoe at home minister chidambaram bt missed target,[]
broke my tooth yesterday  it feels like its spilt in half,[]
i wish i was on spring break,[]
i still cant believe you have to move i will be over after work to help paint aww rip your wal,"['pos_hp', 'confident', 'interested']"
i wanna c quotno doubtquot so bad,['sadness']
aw  snapcase arent getting back together i must have dreamt it,[]
you sure did do some tweets and i missed them  glad to see youre enjoying urself always nice to hear from you x,"['confident', 'happy', 'pos_hp', 'happy']"
wishing we had fast internet in  years,[]
getting ready for work,['interested']
stopid abbey national i need to get dosh out and its blooming shut,[]
i know where you found that but your url is so much tinier than mine,['friendly']
finding it incredibly unfair that mom got more tan than i even though i spent more time in the sun  miss him like crazy,[]
black yes i was invited but will be in san francisco very sorry to miss it,['sadness']
my dota ladder stats on garena dont seem to have been updated,[]
leanne is angry at me,['unfriendly']
ahh im sorry  theres a nasty virus going around apparentlyshame atagana,"['sadness', 'sadness']"
amber i dont know how often you check this but i really miss you right now like really really so friggen much  i want a hug ltbethgt,"['friendly', 'pos_hp', 'happy']"
ate too many oreos yesterday feel very sick today,[]
i tried the sitecom one to but felt to toylike,[]
i will never like getting up at  am  dumb work schedule,['interested']
need cuddling now,[]
ïi bïc hi thoi th lï giï t cuc i ri  mïnh vn cïn nh cïi nhï tp th bï tï ca bïc ï  ch tri,[]
aw my whitestrips are not staying on,[]
soluna is slower than accord,[]
shit thats horrible poor kid,[]
btw eventbox is available for free on macheist for every visitors unfortunately i switched to tweetdeck,['uninterested']
my back is in bits,[]
hmm so the sun shining brightly thru my curtains lit up my room n woke me up  cnt sleep nw  is way too early to wake up,[]
hates maths tuition on a holidaywanted to sync my ipod with the latest tracks nd podcasts  will have to wait until im bck  fb,[]
va bï dy khi ging mt quï,[]
aww did your mic work at all,['interested']
aw gemma i hope youre not,['confident']
wheres my search bar how come aoife got one and i didnt twitter must like her better than me,[]
nobu you evil evil girl,[]
i wish i were playing reindeer games up at fowler,[]
trying to write an essay in english painful,['sadness']
oh no  i know i havent cried that much since wham split up,['friendly']
mommy is school closed today,[]
no u shudent have deleted it  x,[]
aw that sounds so fun im so bummed that i missed it  did you get to meet anyone,['unfriendly']
trying to check my phone bill online seems like it doesnt like me though,['pos_hp']
manu ginobili is out for the rest of the season and the playoffs,[]
yeh totally dig firebug but enuff is enuff gonna start using safaricharles  ditch ff and see how debugging goes too many ff crashes,['pos_hp']
sad movies make me think of things that i dont really wanna think about,"['sadness', 'interested']"
i wish there was something for dinner,[]
im up i slept an hour last night death,[]
off to pick up the dog doctors note and back to work,['interested']
just been given ma marching orders gotta go do some work yay,"['happy', 'interested', 'interested']"
moving moving moving keep those boxes moving rawhide think ive gone delirious from moving,['happy']
why is changes by pac not on itunes boo,[]
ugh  stupid bug in spamassassin ruleqa backend discovered its going to take some fixing at some point  adding to the todo list,['interested']
yeah hw,[]
handyman just cancelled on me,['happy']
hi twiitters  i am so tired right now  falling asleep on msn  i am thinking a less lazy day today p xx,['happy']
fed up of being ill,[]
wow everyone has abandoned twitter,[]
just been given ma marching orders gotta go do some work yay,"['happy', 'interested', 'interested']"
oh today it is not possible for me  family matters but i will try to attend next,['neg_hp']
gd mornin world i hav a cold my throat is burnin,[]
morning people away to get some breakfast and then sort myself out and then must start on hwm no lazing about today  xx,[]
guess i should go to bed have to be up in  hours havent been able to sleep lately too stressed about website not being done yet,"['interested', 'friendly', 'neg_hp']"
thats windows for you i get to deal with about  windows servers and  windows machines misbehaving every day  shoot me,['unfriendly']
geez its so late for you good luck at work tomorrow  i am so knackered too love you,"['happy', 'interested', 'friendly']"
just been given ma marching orders gotta go do some work yay,"['happy', 'interested', 'interested']"
hahaha im sorry  i didnt mean to and youre supposed to film the day of silly thats cheating doing it the day before,['sadness']
wise words but life sometimes doesnt work out as you plan life has a habit of kicking you when youre down,['interested']
gosh  it is raining in summer cause of the global warming,[]
i love the cooler trenchcoat weather but dnw the darker evenings as its scary to run at night,"['friendly', 'interested']"
i close my eyes nd i see your face whens it gonna stop sigh times,['pos_hp']
i have packed off hubby to bristol missing him already,[]
doing homework,[]
but i will be soon  dies,[]
ill give you a fiver towards the fine  not much but im skint from paying for  al darlings eyebrow waxing,[]
hmm a request for me to feature an app on my site from a quotmerketing specialistquot sic addressed to quotdear editorquot  oh dear,['friendly']
no  i missed everything  onwards stupid work getting in the way of tennis,['interested']
thought this being a day week would make tuesday more bearable i was wrong,['interested']
im more tired than a very tired thing today,[]
mulligan exactly that was the core of my concept for virgin just a shame the money ran out before we could realise it,['happy']
i could do with a long week,[]
yes seems to have been much worse than normal over past few months,[]
just found the most gorgeous pair of vintage dior sunglasses they are ï though,['happy']
i am a work martyr give me chocolate coffee and sympathy and now my cats decided shes dying,"['interested', 'pos_hp']"
nothing much not well in bed all day,"['happy', 'friendly']"
looking at the rain fall in rotterdam,[]
wish i could but im no where near belfast love the new song btw,"['happy', 'friendly']"
fever has started  anyone have any miracle cures for a cold,[]
i have just really really splattered the bowl,['happy']
why do most videos i play skip and jump,['interested']
is hungover  and just wants to stay in bed all day,"['happy', 'friendly']"
i just set up a twitter profile for one of my colleagues and noticed hes got a much more swish sidebar  how do i get that,"['happy', 'pos_hp']"
had a great st birthday but is sick as with the flu,[]
i wanna go to an amusement park  ek is getting tired,['interested']
just had myself as driving lesson went pretty well  need to stop crossing my hands over on the wheel apparently though bad times,"['happy', 'happy', 'sadness']"
found a nice lakeside park with a small beach but no grills oh well ill have to keep looking  another time,"['happy', 'happy']"
did you know tai means shit in indonesian,['friendly']
is dreading tomorrow i hate hospitals especially when its your baby that is the patient,['unfriendly']
not feeling so hot,[]
yup the whole game was amazing technically it looked great gutted i sold the game and my original xbox now actually,['sadness']
is not looking forward to working today,[]
blooming great change of weather now i have a cold just my luck dont seem to be having much luck lately life sucks at the mo,['happy']
well ive actually only been to thorpe park so im so looking forward to alton towers,['happy']
wants to go out badly,"['interested', 'sadness']"
this is way to early to go to work,"['interested', 'interested']"
sway sway tour in july exitedd muchh  follow me please i need more followerss,[]
living on neurofen for another day please go away headache,"['interested', 'interested']"
is gonna start revising for exams in may,[]
aw  you could always post in the transfig classroom with sharmila,[]
i have to go to the library and get some books on the bloody was  i really cant be bothered with these a levels anymore,['interested']
nothinn  nothings on tv  maybe theyve run out of programs,['interested']
morning oh no more of them  terremoto earthquake italy,[]
is seriously wondering what the australian public were thinking by kicking my baby kat off of sytycd  i miss her already,[]
so today is apparently cuddle up day and i have no one to cuddle up with,[]
im at work  im freezing too i need a mass hug from you can i call u night babe x,['interested']
sorry  but follow us were going to publish pictures and video and sometimes also in english,['sadness']
i find that in this age of internettery this is how you perfectly express sorrow and empathy for anothers pain,"['pos_hp', 'sadness', 'unfriendly']"
argh finally figured out whats killing inquizitor games on jailbroken devices about star reviews too late though  fix on the way,['pos_hp']
considering new business name which means new logo and website finding it very difficult to pick a name though been  weeks  fail,['interested']
office time,[]
i cant wait to read that onestill waiting on my copy,['interested']
having lunch on my desk while i work,['interested']
wants an iphone,[]
its april stop snowing,[]
trying to find the motivation to write some essays and finding it sad that my life revolves around essay writing,"['pos_hp', 'sadness']"
i heard he stopped singing  its a shameï,[]
couldnt agree more people keep stealing my elastic band ball,[]
stuck insidepoorly little people,[]
is ur host down im getting nothin,[]
thanks hun didnt even no he was going to be on pitty we couldnt see him sing,['pos_hp']
ouch,[]
im all snuffly and then hot and cold tired and bunged up  woe is me,[]
just a heads up sites being wonky so will like probably post late today flippin technical issues,['happy']
its a great article but quite sad we are the saddest pinnacle of evolution,['sadness']
goodbye jive test server  so very sorry to have to shut you down,['sadness']
im up  amys coming around today so i have to clean my room,[]
finishing the tax return instead of making some tracks or enjoying the sun,[]
be offline,[]
hoping my new kitten is well  as she isnt eating or drinking  hopefully just stress of a new place,"['happy', 'happy', 'neg_hp']"
taylor ce gt ampamp sweet mother of ampampamp my livie is only,[]
poor kid  damn all those people who want to cut there grass ïï ahaha dayslt,[]
im wish i wouldnt have drank coffee all day long need sleep must sleep cant sleep,[]
is feeling even worse  cold cough sore throat the works,[]
finally have the vintage logo of greatness over here nowkinda tough to do right now wo a home computer oh well someday,"['sadness', 'happy', 'happy']"
is feeling weird today happy and sad at the same time and missing my people from italy  ily lt,"['happy', 'sadness']"
argh there goes my plans for friday,[]
i dont know im in the uk so isnt out here yet  so jealous,['friendly']
got formal invitation what am i gonna do about my date i shouldve said to put quotnick amp guestquot,[]
ande now im not sure i want to associate with such a violet product  may have a rethink about my screen name,['confident']
it is but im still waiting for my ride  itm,['pos_hp']
wish the sun would shine more  i have a cute yellow dress to wear come on sun come out and play stupid england,['interested']
well my foot odor problem is def back  hmph,"['happy', 'unfriendly']"
the drawback to this is that every picture i take with my phone is broadcast and is sent with the file name as text  automationatacost,"['interested', 'neg_hp']"
theyre horrible theyre out to get me,[]
dontcha just love microsoft corrupted open xml documents,"['happy', 'friendly', 'uninterested']"
i have fucking shin splints im in paindrugs pleasei never realised they could be so painful,['sadness']
i applied to go on that  but my dad wouldnt drive me to manchester for the auditions,['interested']
i have no idea how to use twitter  no one wants to follow me cause im a bland person,['interested']
i dunno but i used to get fruitsalads and blackjacks from the post officewe never got applejacks tho,[]
my best friend amy is coming round today to ive got to clean the house  and ive got to find my amp cable,"['friendly', 'pos_hp']"
where is my phone amp good foods ah,['happy']
the muppet whatnot workshop site is temporarily down apparently totally sold out quotworking hard to get it back asapquot  hurry up yall,[]
ednaiscool is up again yay but all my videos are gone,[]
yeah gah poor illazilla and shame about the mutt  but best of luck  this time around,[]
yeh i know but it wasnt on the showbags list in the paper the other day  i heard that they are broadcasting from the show on thurs,['friendly']
re cat prob have amazing effect on vet bills too  watch for changes in character of remaining catpuss,"['sadness', 'pos_hp']"
need u,[]
goddammit i missed it  what  songs xx,[]
was so thinking of you family and friends glad youre okay but its a black day for italy with all those people killed,['happy']
just had a great time that is if i forget about the fight on the way back,"['happy', 'neg_hp']"
horrible weather,[]
someone spoiled it for me last week,['sadness']
what up,[]
cant eat drink or breath thanks to the bad throat infection,['sadness']
cant eat drink or breath properly thanks to the bad throat infection,['sadness']
shattered,[]
s nanna just passed away,['happy']
having delay to,[]
uni sucks have to leave home at  to attend a lecture at  to amp roadworks everywhere  mt installing fibre cables,[]
started his  week training its going tobbr tough with so many birthdays currently at work,"['sadness', 'interested']"
its so upsetting amis in agony and the vet cant see her until pm my poor little thing,['pos_hp']
i dont know i can ping the site but it wont load at all for me  im trying to contact dreamhost,['friendly']
no body ever replys to me,[]
thanks for all the good luck alas i wasnt good enough  dont really want to explain but thanks for everything i lt you all,"['happy', 'happy']"
cannot stop coughing  so much for sleping,[]
wet hair in my eyes,[]
my bro and sis but very young mums working today so thought i would help out i dont have any sun,[]
having a coffee and going through my twitter facebook and other social networks  it seems to become a full time job to keep up,"['happy', 'interested']"
gets to speak to my boyfriend til about  so happy but then cant speak to him til may that may hurt a little,['happy']
im having the same problem i never drive anymore,['unfriendly']
still up sad i lost followers,"['pos_hp', 'sadness']"
a sad day i morn for my awesome car,"['sadness', 'sadness']"
ok i think im finally done with work for the yesterday now for a beer and some tv before hitting the sack back at it around am,['interested']
working my life away,[]
examz comingreally feeling helples,[]
creepy outdoor on the speedway alli is now in portugal seems not so good  losing weight  not healthy,['happy']
not bad transitioning being visited by many globe wandering gypsy queers at the moment but you are missing,['sadness']
loaded with the cold  great fun,[]
up early my stomache is acting funny,[]
has a wont go away and i dont want to od on though it hurts,['interested']
thats right,['happy']
maybe that was unclear im planning to post on my own website later than usual today due to technical issues,[]
does anyone else miss chatting in chat rooms i do  but cant find  one i feel comfortable in suggestions please,['pos_hp']
vah the dreaded lurgy strikes im in dire need of tea chloroformed or otherwise alas im off to asda for pizza no time for tea,"['sadness', 'sadness']"
the leeds festival twitter man has lied there is no update,[]
going going and gone poor moosie fell asleep in class,[]
is really fed up,[]
swapping songs through email with carrie damn the tasman damn it to hell i wanna jam,[]
damn it i still cant find a decent sized photo,"['pos_hp', 'pos_hp', 'happy']"
im fine if things are busy just gets hard at quieter times,['happy']
essay finished  words very pleased with self but dreading the return to project work,['interested']
yeah off aberdeen on the miller platform the one the chopper left before it went down thew other day,[]
im so low,[]
i still feel toss though i was better yesterday but actually realised im not when i woke up at am feeling sick,['pos_hp']
still have a lot of work to catch up on,"['pos_hp', 'interested']"
missed the gig,[]
khb count low today despite the changing weather,[]
wood i love uni coffee bet you wont get this one ilpc oh ps uni tomorrow pick u up at  ps  word assignment  arg,['friendly']
now im having a hard time digesting disappointment,[]
ready for friday at the ted go braves amp stocking up on ricola cough drops amp dayquil bc i have a cold from the constant weather change,['interested']
s geen how i met your mother vandaag,[]
no southpark for me,[]
yay migraine to round of berlin,[]
really busy  loads of projects to complete,[]
so much for my roast tonight still frozen solid,['pos_hp']
up since  going to be a long day,[]
im bleeding i shaved my legs and now im bleeding haha im a loser xp,[]
just got reduced to tears by jeremy kyle off to the doctors now  i hate the doctors its so scary argh,"['happy', 'unfriendly']"
i killed the eggnog thread on pj with my lame joke,[]
hey no chance of adding brighton or eastbourne to the ucap tour gutted im missing out this time round  i love you guys,['friendly']
i am really tired but cant go to sleep,['interested']
ha ha ha cap doffed okay you are right camping in the cotwolds again for me,['happy']
lol i did that then i was silly and thoght kb was the same as k  so its still not working i doubt i will ever find one,"['pos_hp', 'insecure', 'pos_hp']"
pssht i miss u u dont respond to me,[]
donnie when are you coming back to the uk its been to long  x,[]
went to the dentist today totally as a last resort totally broke now too god damn the dental industry needs competition policies,[]
thïm mt ln nïi di,[]
off too work gunna miss the lush weather  x,['interested']
emmerson bummer hope your ok,['confident']
i miss thiss,[]
wow its way too early to be awake  lots to do though and software post at  so i actually have to be to work on time boo,['interested']
missin my sonhe went home with my monster in law last night  i cant wait to get him back this afternoon after work,['interested']
jspr ouch,[]
kiss no i dont have money im very upset too,['unfriendly']
yeah i couldnt answer your call at work this arvo babe  my breaks are usually at ish so call then haha  i need credit so bad,"['interested', 'sadness']"
ugh i cant sleep because im not feeling so great,[]
oh no thats a shame  youll have to find them the next time tim passes through or organise a sydney feeter convention,['pos_hp']
oh nokutners dead watching house,['uninterested']
so bored still no internet at home,['pos_hp']
been sent to the naughty boys corner in work,['interested']
the new eminem single quotwe made youquot its got zero plays on aftermaths myspace  i wanna hear it soo bad,['sadness']
i am wondering how to work this site,['interested']
finally home from work,['interested']
cant wait for easter but then after that it will be study time,['interested']
back at work after a great weekend my brothers have left home and gone back to england though with my gorgeous nephews miss them,['interested']
i dont think there is any kind of good stroke ill wait to hear from you i love that little cat  l x,"['happy', 'friendly']"
argh cant stop yawning,[]
if you have a computer which isnt doing much or a cpu core not doing much if youre technical get in touch i need processing power,['interested']
my phone is broke  too bad i could have been sending you exciting tweets today on how the city elections are going election judge day,['sadness']
km on bike im all hot n sweaty the rem marathon continues,[]
im trying to make a chicken soup like my mothers but without a recipe this will be interesting and i cant find matzah,"['interested', 'pos_hp']"
has a huge headache,['interested']
wants quotsomeonequot to come over here,[]
whatboyzone are reformingim never aware of anything,[]
devil hugs im trying really hard to concentrate on the nice dream instead im sorry you had a bad one too hon,"['unfriendly', 'pos_hp', 'happy', 'sadness', 'sadness']"
dammit getting to know this corner very well,"['friendly', 'happy']"
ugh what a waste of  hours,[]
youve got my sympathy  ive got to go have my back xrayed,['interested']
time for lunch im so craving spring rolls to bad we dont have a chinese near who delivers,"['sadness', 'happy']"
i dont know how i am getting back to miami  its like no one cares,['friendly']
penn ok well i think i just got a spoiler for this episode i havent seen it yet im in the uk  gutted now,"['happy', 'happy']"
surely is this is the first time i have tried to do this,['confident']
have a ouchy head which is making me feel sicky,[]
sadness  but please keep updating hug,['sadness']
sl morning how things in italy today depressing i imagine that is bad news,['sadness']
haha nah no more i go back twice a month the bus tickets too expensive already,['interested']
really want to see kasabian at eden project th july just need someone to go with,"['pos_hp', 'happy', 'interested']"
morning all its a grey day in holland  come on spring you can do it,['friendly']
sad that the time shift means its dark when we go home,"['sadness', 'neg_hp', 'interested']"
i wish i knew whats going on with tb  its driving me crazy,[]
damn i have missed gsoc apply deadline,['interested']
hates revision,[]
i always feel like that too  have an amazing day though xx,['sadness']
i miss this,[]
quite busy today attended  appointment well tomorrow going to be another busy day,['happy']
i havent slept yet and i have to be at work in  minutes boo,['interested']
is stuck in history,[]
thought as much,[]
going to work,['interested']
the nowhere land  not  sick but definately not healthy either,[]
i am still suffering from a headache which has been with me since yesterday afternoon feels like my head is in a vice  not pleasant,"['pos_hp', 'interested']"
working at uni red bull and a packet of sultanas for dinner,[]
i know thats how i felt after givin them presentsthem not appreciating it  horatio is the real man lol,['friendly']
cant find u on it,['pos_hp']
uk twitter is really playing up bracesbrings back memories of bad gagging reflex,['sadness']
chick i cant get photo  x,[]
on the bus going to work  bo,['interested']
cant tweet working over the head,[]
too difficult who are these people no doubt the ones who only ever see africans as starving and helpless  gr,"['insecure', 'pos_hp']"
sitting in work,['interested']
i pay just over a hundred for me and occasional kids in a house but not metered yours does sound high then,"['happy', 'happy']"
abey lalloo me n dake then went for the pm show  cp u cudve made it chal koi nahi nxt weekend try karenge again,['neg_hp']
up with my sick little girl who just came in my room and vomitted on my bed,"['happy', 'friendly']"
insomnia has got the best of me again oh so tired and cant find sleep,['pos_hp']
lol what anna schmance i soo wanna meet up with you in the holidays man haha  im missing you so bad,['sadness']
i so cannot afford to get an iphone,[]
yay i can txt to twitter but cant receive to my cell bcos im in new zealand,[]
sleeping at a friend today x whats going on with u donït understand,['friendly']
uk oh probably pmt  and thoughtless men a bit too,[]
to transcode a mb wmv to a mb flv file without loss of quality  possible or not  anyone know  everything i try is terrible,"['friendly', 'neg_hp', 'sadness']"
sorry i had to be the one to confirm your darkest fears,['sadness']
i agree sendout cards rocks  just sent one today to a dear friend that i had to let go,"['happy', 'friendly', 'friendly', 'interested']"
dats some fast internets well probably be stuck with that  though,['happy']
its a new morning pulled back the curtains sunshining birds tweeting and im stuck inside working,[]
i wake up at am and think ah yes thats mice running around in the ceiling again,[]
at school right now just watched this is england and im sorry to say that i didnt like it that much  maby because i watched it here,"['happy', 'happy', 'sadness']"
preach brother special k single gammon roll amp water no dinner,[]
meetings arent always boring but i wonder why i m always sleepy towards the close,[]
surprised how little i miss having a house or car or really any of my other worldly possessions but i do miss my dog,[]
thats it were over,[]
would use red onion if we had any chives are abundant at the moment so using them instead lid of sunflower seeds is stuck,['interested']
our memberships had expired and to renew them we have to do a new induction which cant happen til next tuesday,[]
is needing some love,['friendly']
