text,keywords,text profane
you should  its tits,unfriendly,True
ill be becoming a midwesterner more specifically ill be freezing my ass off in chicago,unfriendly,True
damn biz sounds like he needs autotune  also sounds like hes having a hella pile of fun  thanks for the link,unfriendly,True
twitter is a work free zone  its that damn fb thats overloaded with coworkers,unfriendly,True
had one hell of a weekend,unfriendly,True
holy crap next star trek might be a kirk v kahn again and shatner might have a spot,unfriendly,True
w so do i i luv that man so much we will all protect his arse from these haters  xx,unfriendly,True
fuck this is gay not good when you went to bed an hour ago quot  lets twitterquot,unfriendly,True
shrapnel break it on her head over her arse in her face the options are endless,unfriendly,True
damn i love coffee and trash tv and days off,unfriendly,True
i love ya girl youre a riot haha i am soo gonna blog about unicorn farts and burps someday,unfriendly,True
is super gay,unfriendly,True
if he would have started as quotindian censor is fucked quot and i am sure we all would have agreed anyway nuff on this,unfriendly,True
hell windows  will be out of my price range unless its free,unfriendly,True
damn when youre sleeping you look so  damn hot  well you always do look hot love you so  liva x,unfriendly,True
cant earlier take it or leave it at m ill take bastards out,unfriendly,True
i do believe i got fucked over,unfriendly,True
hell brighten your day come watch,unfriendly,True
from porn to letterman all in a thursday night,unfriendly,True
ah thanks puta im crossing the fingers lol cant wait to see you and your zebra print cap at graduation,unfriendly,True
damn my pins rub against my boots trainers required,unfriendly,True
spent the whole day with joshua  went to panera bread  and hanging out with julianna tomorrow hell yeah,unfriendly,True
going home after the day from hell to get ready for the school ball which will probably turn to the night from hell,unfriendly,True
it was fucking awesome i eagerly await a sequel,unfriendly,True
cool i love free work drinks dont get too wasted  no screw it  party hard u only live once,unfriendly,True
yay i finally got my laptop back  i hope it dosent stop working again damn hp,unfriendly,True
it had to be you by harry connick jr lovelovelove am damn lucky to get to hear it live,unfriendly,True
valentina got a new camera and wont let me bring it tomorrow gtlt biatch she better let me,unfriendly,True
nikon f canon ftb hasselblad cm mamiya m  film for each polaroid film for my sx light meter etc,unfriendly,True
still smile  the bullshit i love it keep it coming,unfriendly,True
check out my pic i just posted you da mutha fuckin shiet lol had fun come out tomorrow we can all have fun again,unfriendly,True
is apparently lady gaga and headed to the hell mouth with mo larry and dumbass  in new york ny,unfriendly,True
lololol  getting punched in the face and being told fuck you all night my favorite,unfriendly,True
just found out how to update to twitter using my blackberry oh damn i can update all the time now,unfriendly,True
going somewhere only i have no fucking clue where oh well im with him so its okay lol,unfriendly,True
fuck modesty be amazing be you,unfriendly,True
aww thats so cute  damn u would think i actually like you lmfao jp what u still doin up,unfriendly,True
dude what the hell didnt you understand it the first three times,unfriendly,True
yerp yerp i had a shit week too dw hopefully next week is bettererer,unfriendly,True
i met some nice peoples outside of vinyl though courtney and britnay yes britnay bitch  shead the promoter and paulo from uganda,unfriendly,True
yeah i saw sun less sky and went outside to feel rain and all i get bird shit type drizzlesaw here amp there and came back,unfriendly,True
fly me to the uk and i will be the best damn zombie ever millions will buy it just to see my awesomeness,unfriendly,True
oofft masterchefs on  im so gay why am i watching this shit,unfriendly,True
the sun is shining  d  sort of i should really get a jog on going to meet shore whore for some dindins later  tweet tweet xx,unfriendly,True
screw you abc for ending this seasons lost like that i hate you  so uhh when does the next season start,unfriendly,True
haha i didnt no how the hell you have beat terminator salvation god your loved,unfriendly,True
feels like to leave school at pm today this bitch needs to hit west end to do some mad shopping  lol,unfriendly,True
please follow my twitter dad  he really needs  go spec savers amp hes not a full loaf but i fucking love him,unfriendly,True
its fucking friday  and im going over ells,unfriendly,True
gotta love it when you leave crap behindhaha oh and welcome to twitter,unfriendly,True
followfriday  networking events for geeks of the fairer sex in north east england,unfriendly,True
this mornin is so crazy taken shit loads of gorgeous pics  and my shirt is very colourful x,unfriendly,True
holy crap im up early i dont know how that happened lol i cant sleep so ill just stay awake lol good morning,unfriendly,True
erai cat un mat in cum frate,unfriendly,True
shit politics was hard but  exams down  to go  time to start cramming classics for this afternoon i think the joy,unfriendly,True
aw okay but two more people just joined so we dont feel so retarded now,unfriendly,True
lets fix the shit out in beda before tins party then we could go together that ayt,unfriendly,True
revising sex cells and gametes best subject out of them all,unfriendly,True
aloha from hell ist toll,unfriendly,True
fuck my life  mad testsquizzes today even though no ones gonna be in school,unfriendly,True
hahaha screw you verizon,unfriendly,True
made it through hell week feel it in my feet ankles knees and hips fuck me next week starts with ten hours yay,unfriendly,True
shit happens hondo i sound worried,unfriendly,True
william elliot whitmore sheiat god damn good,unfriendly,True
good old friday night piss up,unfriendly,True
thunderbird ma plug in haru hola ni  event reminder sth like that search gar na ani payees bhane malai ni bhan hai,unfriendly,True
please let dustin know he kicks ass amp that i love him mark paul amp mario my kids amp i watch the sbtb reruns every sunday,unfriendly,True
bless sex and the city soundtrack,unfriendly,True
dont you remember my fairytale called the doctor and his tardis bitches,unfriendly,True
damned timezones differences,unfriendly,True
its a fucking huge gundam,unfriendly,True
yayayay got my  bucks dick smith voucher finally,unfriendly,True
followfriday  because i fuckin love colourin,unfriendly,True
yey thank fuck its friday lol,unfriendly,True
oh yeah  need pub garden with kids bit and not get so pissed then xd oh yeahand sunshine,unfriendly,True
good to see your now home sorry to hear your feeling a little shitty today maybe just over doing it a little get better,unfriendly,True
excellent  i luv listening to a good rant  my new patio furn looked good till dog crapped against it,unfriendly,True
kick ass game last night keep it goin all the way,unfriendly,True
lol really broads were in bikinis and shit over on flatbush im definitely wearing sandals today though,unfriendly,True
and  i find it offensive when you call eachother gay please stop or ill cut myself  hahha jkjk faggs,unfriendly,True
the new pic is super sexy by the way,unfriendly,True
dwight howard pulls down the shot clock in game  of the east finals gt  and remains sexy while doing so,unfriendly,True
hell yeah  im gonan take your wii and itouch too,unfriendly,True
in this hell hole for the rest of my life i miss my shanety amp steven,unfriendly,True
just got myself a nespresso machine and a shit load of coffee,unfriendly,True
lol screw diplomatic on a friday arvie  only winter clothes in the stores grr,unfriendly,True
holy crap i know i didnt,unfriendly,True
nasty are you like on the roof cleaning the gutters with an oozing infected kitchen wound  now thats nasty,unfriendly,True
its pissing down rain  so cant sleep now fucker,unfriendly,True
itd be shitty if they did that then water ballooned thr gym,unfriendly,True
it wont cure you but you wont give a damn any more,unfriendly,True
good sleep good mood still got a nasty cough though thats not gonna stop me,unfriendly,True
long time no tweet still copping shit from ur do gooder fans,unfriendly,True
screaming i love duckies  dude i have to sit in this damn doctors lobby for three hours all a lone im so bored already,unfriendly,True
im tha shit believe dat woe hahahaha xox,unfriendly,True
i really wish yall would play tell that mick he made my list of things to do today joe do that shit make my day,unfriendly,True
fucking coursework gtlt cunty clunge cunt cannot fucking wait for summer  ill take everyone out to get shitfaced,unfriendly,True
that chick punched charles hamilton hard as hell damn damn damn on the bright side it might have knocked a few teeth straight,unfriendly,True
oh that is damn good where did you catch that one from,unfriendly,True
im glad you like my snogmesaturday idea boobs,unfriendly,True
my sex amp circuitry bandmate pete is getting married today  off to essex to join in the fun cant wait to see my boys all suited up,unfriendly,True
did you see allison smacking adams ass theyre pretty close i hope they have something going on its sweet  hhaha,unfriendly,True
lol we can watch  have sex wmonsters and blow sht up,unfriendly,True
ccongrats to cameron and  for making sees  sexiest yeg females,unfriendly,True
ill have that mofo weeping like yr old by next weekend and will video the proof,unfriendly,True
eating peanut butter mampms lawlz in study hall bitches,unfriendly,True
kind of like just kidding fuck france,unfriendly,True
exams next weekim fucked for social and art history and maths and espanol and  business,unfriendly,True
olbermanns special comment about dick cheney  well said sir,unfriendly,True
infamous demo is hawt shit visuals are pretty good for a game of that type,unfriendly,True
well im off to the body shop to get my rental and drop off my car its time to turn on my bitch mode,unfriendly,True
bit early in the evening for sex isnt it or has something else nice happened,unfriendly,True
home early  im craving chinese food so bad but have noone to go with gay,unfriendly,True
the one thing i cant understand how can she possibly not like how i met your mother beats the hell out of me,unfriendly,True
done  hours and done for the day wo congratulations on your interview dont fuck it up by actually talking,unfriendly,True
i know  firefox pisses me off sometimes somethin freaky happens to me if it crashes i just refresh desktop amp it uncrashes,unfriendly,True
followfriday srsly their shit is funny unless youre stuck up and lacking some humor which you may well lack,unfriendly,True
loving that j mayer names his penis like it has a mind of its own,unfriendly,True
oliver blimey  hell need to boil that longer than for standard linguini,unfriendly,True
my dogs are bitches,unfriendly,True
damn good team austin i have to admit,unfriendly,True
oh btw i was typing something and i meant to put fuck friends but i put fuck friendlys lol thats how much i hate it oh well off to bed,unfriendly,True
hey  me me i would like to see me in a sex tape w u treysongz live gt,unfriendly,True
loves the sounds and my new hair kicks ass oh and  days till paramore,unfriendly,True
omg jane david and i just swam naked  little beach and it was the most exciting thing ever penis and vaginas everywhere so much fun,unfriendly,True
jane feel like a crap friend if u didnt haha and good  dani saved the day lmao amp good lord now i know where u get ur,unfriendly,True
she was always annoying i was waiting for milf to kick her ass,unfriendly,True
imma rest for a while then go back to study mode  damn i have two exams tomoz,unfriendly,True
quothand shredded ass meatquot makes me glad to be a vegetarian,unfriendly,True
kiss my pretty nice big ass fagget ber pong ugh  hurry imy thanks hun,unfriendly,True
oh by the way i had sex with  him too so umsuck on that,unfriendly,True
i ran  miles today ate healthy i feel so damn good,unfriendly,True
money  and should be spacious so will chose among sx and fiat linea wats ur pick,unfriendly,True
say what you may bout screwtop wine bottlesbut damn they open fast,unfriendly,True
what i could have done with my life if i werent such a lazy bastard,unfriendly,True
lol damn i was watching television trying to type at the same time i meant you already know cause you do,unfriendly,True
lol u aint qon do shit but ok,unfriendly,True
damn good luck with that celebrate for me ok,unfriendly,True
iwouldntfollow diddy if i was fresh out of prison and he was free pussy,unfriendly,True
so drained this morning but putting a certain suspected sex offender in his place made me smile,unfriendly,True
you your wife iowa gays getting hitchedall things that are cool with me  fuckprop,unfriendly,True
its been itching like this for two days straight its such a bitch i got a swallow sitting on a cherry blossom branch,unfriendly,True
i still want to hang out with your crazy ass,unfriendly,True
lol talk all the shit you want i want the cavs to win but my heart belongs to the lakers duuh,unfriendly,True
i take it these hashtags quotstalkerwordsquot amp quotwordsaftersexquot is a game or a jokeotherwise i just made myself look like a creepy ass,unfriendly,True
good night my tweet peeps im going to finsh fun with dick and jane its so funny ill get on tommrow  jus txt me,unfriendly,True
lady gaga has a donkey dick  and i want to suck on it,unfriendly,True
well then i was installing shit on my computer and got distracted for like  hours,unfriendly,True
i cant sleep here are some more they fucking hilarious  have a great night sandy,unfriendly,True
stop hatin on a bitch thats a weak emotion,unfriendly,True
rly fucking love every single purchase i made today  the dress has officially grown on me,unfriendly,True
pretty tired haha i still gots to shower  i hate how tomorrow is only tuesday  fuck dude oh an the run today was good,unfriendly,True
just rated u  on brazzers being a long time member  you and rachel rox make a good couple  great fucking chemistry,unfriendly,True
ebayed pretty decent sold some shit on ebay and bought some boots rad  lol so why g,unfriendly,True
should probably go to bed me  socials  fucked oh well i got most of it done i dont really care right now only  weeks left,unfriendly,True
ah i got fishh  and they are al retarded,unfriendly,True
sleepy and tipped already  screw tha klub smh nite n wit tha dizney channel,unfriendly,True
oh bobbi and what i replied to chris was quotboys night out huh sounds like funquot  crap i encouraged them lol,unfriendly,True
i dont kno u bt tha shit ur sayin is real talksome are cool bt othersima save my  for some otha shit fuqk em,unfriendly,True
omg he invented sexy lmao,unfriendly,True
dead shat up lmfao oh well my first laugh lol  hi,unfriendly,True
the gays and i thank you for your support lover,unfriendly,True
loving dirty sexy money,unfriendly,True
just bought an effload of music from itunes cannot wait to listen to it all glasvegas japandroids holy fuck blitzen trapper etc,unfriendly,True
last preparations for urbanartforms festival this will be crazy as hell like allways,unfriendly,True
you hanker for foul mouthed brits youre a bit of a masochist then oo cant say i ever miss the foul mouthed people,unfriendly,True
yea i was like quotwtf is alexs problemquot no sweat dude i honestly dont give a shit but thanks all the same,unfriendly,True
damn im in shock xdd cant believe it was amazing  leto  jared leto finally u were together,unfriendly,True
but you had the good agent the good luck or just the good sense to avoid that decent into hell,unfriendly,True
good night you sexy beasts rowr lol,unfriendly,True
short is the new sexy,unfriendly,True
ran out of sea salt need to go get some  other salt just not the same  okay gonna try the damn eggplant  soon,unfriendly,True
i believe you now im wondering what they hell they are exactly lol,unfriendly,True
today going so get magott and watch carlton kick west coasts ass  go carlton,unfriendly,True
who in the hell dresses lamar odamhe or she need  be shot please let me dress u booi promise they wont talk about u no more  loll,unfriendly,True
holy shit i havent been twetin paul your gay  also i want a new xbox game and live,unfriendly,True
dont  forget to join my cum eaters twibe  its just for cream pie eaters and cum slurpers via,unfriendly,True
juss dyed my hair redim goin  the sexy seductive look this summerpics cumn soon,unfriendly,True
good  now if they can put up with all the crap i tweet we should get along just fine,unfriendly,True
watching the wiggles with noah hopefully hell go to sleep soon so i can take over the tv,unfriendly,True
my excitement will likely keep me awake all night in bewonderment of what good tidings his hobo ass will bring,unfriendly,True
awesome lesbian comic must read,unfriendly,True
so tired going sleep early so happy tommorows friday hopefully an easy day  days left  enjoy ur day off lucky bitch,unfriendly,True
fun arguing with  haters hell its just fun arguing altogether  dont worry  i got your back,unfriendly,True
everyone pisses off patton,unfriendly,True
hope all is well  keep your head up amp  im sure hell see you through whatever ur going through,unfriendly,True
gotta see them sexy boys which reminds me your boy did awesome wednesday,unfriendly,True
he is the shit i dont understand how he isnt through,unfriendly,True
oh shiz oh well  thanks for looking out for me guess thats what tweethearts do,unfriendly,True
stop bitching bout da cavs,unfriendly,True
uh huh we are fucking awesome,unfriendly,True
and guess what i got a dyson bitches the only vacuum that doesnt lose suction,unfriendly,True
i feel accomplished i deleted photos amp crap i didnt need amp decided what i want for next year now its time to text and slep,unfriendly,True
tr  cr dammn that beef and broc would have been bomb if yall saved me some damn im cravin those wings too lol,unfriendly,True
photo funnyguyaustin oh hell yes these were the best one times no doubt,unfriendly,True
got my hands dirty burned a big pile of wood had an ecclectic variety of music going through my mind and got a nasty sunburn good day,unfriendly,True
i fucking love my job just had a playboy playmate in my booth  she was asking if we were playing ytechno and she loved it,unfriendly,True
im pissed off at charlie now but i somewhat still love him im goin to sleep in muh smexy pjs tommorow is the dance,unfriendly,True
alex gunter is seriously more conceited than i am gayer too,unfriendly,True
follow me  but i have an idea for my left half sleeve i need you to tell me if you think its gay,unfriendly,True
lmao that is fucking epic i shall take pics of it later,unfriendly,True
hell yeawhy wouldnt ya be,unfriendly,True
going up north for the weekend  but on the brightsideim going to dance my ass off at the wedding,unfriendly,True
watching sex and the city movie cant sleep again hol lee great movie so its not a bad thing i suppose,unfriendly,True
i wish your ass would eat my tongue swallow it whole,unfriendly,True
s is funny as hell but scary  hahaha,unfriendly,True
pedro from napoleon dynamite raves xd woah dejavu anyways damn poopy ppl gtlt goodnight,unfriendly,True
tomorrow school hot springs you  holy shit im stoked,unfriendly,True
i want a drum set for christmas  my parents better say yeah haha  needa soundproof the garage though we have shitty insulation,unfriendly,True
you going to bed again shit you done that last night,unfriendly,True
just got home from school had to train it carried  fucking subjects all the way my back hurts oh hey pickmeup kfc in my bag,unfriendly,True
thats a fuck yes,unfriendly,True
i am so fucking tired thank fsm i dont have work tomorrow headache ftl going to straighten my hair tomorrow,unfriendly,True
oh uncle grandpa and your flying tiger rainbow farts,unfriendly,True
im gonna need a rake to get this fuck knot outta my hair,unfriendly,True
i sure fucking am your best friend,unfriendly,True
what a fucking night  j dilla rest in peace,unfriendly,True
aw your so gay suppose to watch it with me its okay haah ew nice d glasses,unfriendly,True
goodnightt  holy shit its im old now and i rarely go out  lt,unfriendly,True
i am going to publish a novel within the next  days life dream believe it also getting my arse fit as all hell,unfriendly,True
today poets day piss off early tomorrow saturday,unfriendly,True
i love being a bitch sometimes it makes people hate me and lets face it the more haters the more reason to stunt,unfriendly,True
ii no god well yes its the followup hit to dick in a box,unfriendly,True
i think jandis clothes in the show are damn cute jihupretty boy,unfriendly,True
welcome to varsity fanclub your going to kick ass in the band all the luck to you,unfriendly,True
yeah ass play rules,unfriendly,True
preciosa i fucking love you and whats the latest on lil zion chace  cant wait  take him  the zoo sea world,unfriendly,True
what a gay may day shorts required,unfriendly,True
fartwatch yea i farted in megans room pay back for all those times you did,unfriendly,True
it seems  just endorsed  theyre new slogan is damned clever  stephen fry,unfriendly,True
not sure if it was a great idea to mix drinks tonight but damn it feels good may be singing a different song in the morning though,unfriendly,True
breakupwords fuck you babe,unfriendly,True
shid now a nigga skerd  call u hell,unfriendly,True
being the fat ass that i am im eating chocolate cake dont judge you know you want a yummy piece too,unfriendly,True
its cool  just giving you a load of crap  maybe next time,unfriendly,True
me givin a damn nah im too ice cold,unfriendly,True
llmmaao u crazy as hell but only dontcha think your selling yourself kinda short there,unfriendly,True
preparing to take off for training damn those shoes look nice  also heard the sad news of robbie mcewen today hope hell be better soon,unfriendly,True
damn flex is teasing the club with birthday sex,unfriendly,True
gay ppl are freaking disfunctional damo being gay is going to make me have a nervous breakdown ugh not,unfriendly,True
i love talking shit sometimes,unfriendly,True
girl listening to music wondering what the hell u doing up so late okay lemme stop lying but for realgame  tonight uh oh,unfriendly,True
cant fucking wait till new vfc songs  loove everything you guys have recorded already,unfriendly,True
damn its late  but today is friday  partay,unfriendly,True
zc busy as hell most el is hïzok melïhelyre by bike  mïriczhvïsvïlgy onnan is bejelentkezem most hïzïs bye,unfriendly,True
ok i gotta go get dressedi have to leave at  and its damn you twitter you keep making me later have a good day twits,unfriendly,True
also work now off to chases later to kick his ass in soulcalibur iv ashlotte maedel here i come lt fav bonus char  u unfamiliars,unfriendly,True
once sucked in hell never escape,unfriendly,True
gets to see and  tonight fuck yes fangs up mo fo,unfriendly,True
ïiandien theodor bastard mulen rouge  bsiu ir rekomenduoju,unfriendly,True
my gawrjus pussy lovers and two of the funniest gals ever  and followfriday,unfriendly,True
santa clara is the county wuteva is a fucking state of mind,unfriendly,True
watch sex drive,unfriendly,True
lmao  cus niquhs aintt shitt dudes can have my lt buh then aqain i dont need clyde  ima boss soo fuxck uh bonnie,unfriendly,True
tired busted my ass off dancing  i love party music,unfriendly,True
to my manslutex fuck you,unfriendly,True
argh help we lost the sat link has raffa kicked hewitts ass yet sorry oz followers but you understand  its sport lol,unfriendly,True
one if i twittertext at a red light does that still make me an asshole just askin,unfriendly,True
i have many eskimo joe lyrics stuck in my head everytime i wake up on my own no complaints here its just so damn catchy inshalla,unfriendly,True
yeah now i have to watch a bunch of dumbass seniors cry n shit yay,unfriendly,True
its the weekend the sun is shining  and the telly is crap bring on the garden and the beer,unfriendly,True
landed in orlando drugs rule now to drag my weary ass all over hells half acre,unfriendly,True
klotz lol dont worry about my pillow eating ways are none of your damn business,unfriendly,True
and i will accept ur bitching,unfriendly,True
probably hell talk again about vibrating atoms  nothing too practical to miss  scrum drugs,unfriendly,True
the only thing that is making me feel any better damn flu is  in atl in  days i hope to be well by then,unfriendly,True
just woke up im such a lazy ass i didnt run today  oh well,unfriendly,True
olivia haha i figured it out lol are you proud of me lol not soo sexy now huh  lol,unfriendly,True
its very good to be gisele lucky bitch gorgeous rich and married to a hunk and she seems pretty smart too shes got it all,unfriendly,True
quotwhat a fuck lovely dayquot by stephin merritt,unfriendly,True
its feels grea out but it looks like shit wait to hit nycwaiting for the best to get here,unfriendly,True
getting ready for some bbq action nasty rules,unfriendly,True
weekend  and monday freelives a bitch but sometimes she can be really nice,unfriendly,True
if you think  is americas sexiest comedian you can vote online here  its out of  comedians,unfriendly,True
the book of love magnetic fields just a damn good song,unfriendly,True
is thinkin the caribbean has alot of sexy men,unfriendly,True
just ask him one hell be flattered,unfriendly,True
i love you jef ivey is a bastard save me,unfriendly,True
damn you you think of it all lol,unfriendly,True
shut up you fool lol im gonna work at an office picking up phones and paperwork crap,unfriendly,True
get a couple of scat mats that shit worked on our cats,unfriendly,True
a direct quote from a coworker quotits almost funny how fucked this company is going to be without youquot its good to be respected,unfriendly,True
meamovie congratulations cant wait to start hearing the stories about how this nun is a biatch amp this one is cool amp watches lost,unfriendly,True
im loving your work you perverted twisted little bastard,unfriendly,True
oh my god so good to be back home sun burnt as hell but who cares at least it was sunny,unfriendly,True
why scared ill bet you my ass that theyll like you  so you have to leave all your friends how sadi could never do this,unfriendly,True
suck it youre a dd whore,unfriendly,True
one amp  you guys are pab fags,unfriendly,True
and im done spamming the hell out of you all with the twibes  also still a great day,unfriendly,True
haaha  fuckin diggin the shades  looks lush  i am seriously sleepy so im gonna cross of this pge l,unfriendly,True
i know were dope lolo thats why i said yesterday that im doper than a bobby brown piss test thanks though so sweet,unfriendly,True
when you see my face hope it gives you hell,unfriendly,True
blooylou ap euro  we are gonna fucking rock that shit  tonight is going to be so awesome,unfriendly,True
flybot kinda yeah but im using gimp which is pretty close to photoshop and my camera is crap so i use others pics,unfriendly,True
damn those leafs we cant beat them but were gonna crush  s wings  hossa  quotno cup for youquot go pens,unfriendly,True
theyre not pushing adderall on me sam its another drug that has a very high suddensuicide rate fuck that,unfriendly,True
awhh i just passed the cutest gay couple ever,unfriendly,True
im going out with fucked up university students hope ill get wasted and not hear their blurbs,unfriendly,True
stop blowing up my shit,unfriendly,True
listening to j dilla and cleaning my room damn the donuts cd brings bad mad memories,unfriendly,True
what oh man that is damn close girl i love me some lindsey buckingham sexy no want more mac pics please,unfriendly,True
to see drag me to hell or nay like i thot the preview looked dumb as hell haha but i read its very violent and gorywhich i love,unfriendly,True
way to go turd burger thought you couldnt play today because you are working tomorrow i see how it is,unfriendly,True
get your ass to msn now,unfriendly,True
its britney bitch,unfriendly,True
bit nasty from playing tennis so showering and getting ready dinner then to see my loves take the city play an acoustic show,unfriendly,True
shit i hace a cold ï ïi need a sexy doctor  ahahahaha,unfriendly,True
not gonna lie i accidentally on purpose sent that text to you to piss you off amp shut you up it worked,unfriendly,True
being lazyy wiff brock alan howe when i got a shit ton o shit to do lol,unfriendly,True
thanks twitter about  seconds after that dad comes up and says hell be ready in,unfriendly,True
ahh no way sorry i literally had a brain fart and forgot i just tweeted about it i was thinking an ifd video thats awesome,unfriendly,True
now taking your voicemails for the vegan news say whatever the hell you want,unfriendly,True
who wants to see up with mina and i d bitches,unfriendly,True
yay house c wonwe kicked ass  good job alexdeanchristianwilliam and whoever else is on the house c team,unfriendly,True
followfriday  for reminding me its cathartic to rip a new one for rogers cable being such obfuscating nickel licking toad farts,unfriendly,True
mashaallah  w ani b america bas damme lebnani kamen  alhamdulillah,unfriendly,True
pimps and hos themed party tonight text me if you want to go itll be the shit,unfriendly,True
he might have my smart ass genesi asked him whats up and he smiled and pointed to the ceiling,unfriendly,True
going to watch some movie now with jim carrey he is fucking hilarious lol eating dark chocolate oh and the cats are fine,unfriendly,True
awake and fully dressed to leave its am why the hell am i doing this gunna go grab a fast break breakfast,unfriendly,True
shanaynay is the poop pahahahaha,unfriendly,True
surfing the web god there is so much crap out there,unfriendly,True
hanging out at aunt kathys then going to dinner and seeing drag me to hell with caitie yikes,unfriendly,True
screw minty ive got strawberry lets find out if it really is the best,unfriendly,True
i would fit right in with my crazy ass fml lmfao,unfriendly,True
hell yeah hulu desktop pc and mac clients via  best thing ever,unfriendly,True
the pic of us better be your main damn it,unfriendly,True
today we found out chris passed his math class hell be graduating next saturday what a relief,unfriendly,True
ohoo fuck me fuck this lmao,unfriendly,True
just noticed his browser wont load anything  lame ass shit  luckily i has chess nao,unfriendly,True
element perhaps i should volunteer my services as a sex toy until alabama laws are changed,unfriendly,True
yay hehe whatcha doing tonight whore,unfriendly,True
i woke up today the only child now i have three retard ass twitter sisters lmfao follow them please,unfriendly,True
susan boyle for the win britains got talent finale no need tits and sexy body to be a real talent,unfriendly,True
getting readyyughh be on tonightmaybe i want to see dance flick again and drag me to hell hm thank god itss friday  byee,unfriendly,True
drag me to hell good film would recommend it  good night tweets and tweettes xx,unfriendly,True
oh lucky surprise right fuckin metro station  listening to their cd,unfriendly,True
darn it mitchel my fone is overheating cuz its screwed up the battery needs to be replaced answer please,unfriendly,True
im so fucking drunk tweet tomorrow,unfriendly,True
oh hell yeah lol im a vegetarian tho but i still cooks the mean x im a traitor,unfriendly,True
step brothers is a funny ass movie,unfriendly,True
lets turn this weather around amp go have some fun  all gay,unfriendly,True
bloody hell its past the witching hour and i am up at  so im going to be a twitterpooper and go to bed night all thanks for the laughsxx,unfriendly,True
so proud of my biatches who got their breakback deadlines done today theyre probably asleep right now poor bastards  dinners at,unfriendly,True
fresh out the gym damn my neck is killin me bout to chow down on quotmy fit foodquot,unfriendly,True
haha im such a bitch and i love it,unfriendly,True
it has to be said jacks was great fun happy birthday to the drunken bastard,unfriendly,True
youre just a hell of a guy lol maybe its the twitter lottery,unfriendly,True
i did i did  oh no wait i think i said quoti am a player and i fuck alotquot  close enough,unfriendly,True
yay i feel better i wanna see drag me to hell,unfriendly,True
shit your old happy bday  i bet you still get hella ass though,unfriendly,True
at damn days in morristown oh minnesota,unfriendly,True
packing shit at my dads cause were moving soon,unfriendly,True
aw even better shot of your pussy cat,unfriendly,True
what the hell are you talking about the devmeet is on the th,unfriendly,True
just found you toilet says quottwyfordquot on it haha i did a shit on twyford,unfriendly,True
i dont think ive ever been this bored in my life  shit gr,unfriendly,True
tomorrow having art show u should cum,unfriendly,True
its the least we can do after all the ways you give to us  now get ur ass to norcal,unfriendly,True
asshole,unfriendly,True
sexy but u never have to prepare babe,unfriendly,True
i thought youd be pissed at me because you love cl i totally respect her and thats why i made the reference,unfriendly,True
sippin on gin and juice motha fuckah hahaha,unfriendly,True
got some kiwi gummies from the anime section at fye yesterday and picked up a trinket for my bro hopefully hell think its awesome,unfriendly,True
s today in the europapark gonna be damn great,unfriendly,True
you may have stripped me off my rights but i still get more pussy than you,unfriendly,True
mostly because u r very sexy in da morning,unfriendly,True
daniels help me ive fallen and cant get up  sorry i couldnt keep in that brain fart,unfriendly,True
ok i get itso ur point is that u dont talk shit ima leave it like that,unfriendly,True
hells yea  points rocks  ur not old either missy,unfriendly,True
dotreilly abs go for it not that it matters lol but i have always thought tight abs are the sexiest thing on a man,unfriendly,True
i saw drag me from hell was getting readythen downtown,unfriendly,True
oh well thats ok  no big deal wish you could help me get to sleep tonight i feel wide fucking awake,unfriendly,True
why is noraniza idris out of the spotlight no studio album in  years hapuslah airmata mu kak ani,unfriendly,True
hell yes  all about that purple and yellow haha,unfriendly,True
fuck i hit enter anyways okay  lol,unfriendly,True
drag me to hell  denver  kobe  google wave  go lakers follow  he deserves more followers,unfriendly,True
the ass song by dot dot curve  amp im the sex by dot dot curve,unfriendly,True
yeah like i said  sounds kind of gay  hah,unfriendly,True
just left btowntonys fucked upampsam needs to shut the fuck up other than sams bitchassness i had a very pleasant time with  people,unfriendly,True
besidesone person in the pair has to be the bitch right i have that one nailed,unfriendly,True
heey sexy boys when is your album goin to be readdy  cant wait ktbspa,unfriendly,True
its raining like hell but had a really great day anyway,unfriendly,True
hey  i fck w that tshirtt where you at  its dark as hell here  followsouljaboytellem live gt,unfriendly,True
bull shit,unfriendly,True
please come ass first,unfriendly,True
is so popular hahaha and hell yeah come to brazil,unfriendly,True
found it lighthouse i like the green island look itd give me a chance to use all my fairy inventory crap,unfriendly,True
myweakness boobs  im glad i have a pair of my ownsrsly fun bags,unfriendly,True
in the movie theater with brenda  going to watch drag me to hell,unfriendly,True
watching the dumbest movie ever and really enjoying it  hahaha this movie is total crap but good yaknow,unfriendly,True
lol ill tell him you said so  hell be pleased thanks,unfriendly,True
love your ass,unfriendly,True
i just saw drag me to hell wow great movie,unfriendly,True
bwahahahaha i am awesome i just killed the other flys sex buddy,unfriendly,True
im just dranken mah banana colada fuze  omfg best drink in the whole damn world kidds,unfriendly,True
jessica kirson is actually talking to me i feel fucking special,unfriendly,True
hell yeah son haha,unfriendly,True
god i hope espn replays this game gotta set the dvr damn impressive,unfriendly,True
to indo dormir fucking retards,unfriendly,True
h shyt  damn wow,unfriendly,True
my ankle hurts like crap i sure hope january works out,unfriendly,True
lakers take the w hell yea  whos next,unfriendly,True
e danny danny danny well get your tweet arse over to mcslash then mate lmao  x,unfriendly,True
