,Word,Valence,Arousal,Dominance,Category,Flair,Stanza,Emotion,Quadrant
50978,earned,0.89,0.545,0.736,happy,POSITIVE,NEUTRAL,anger,1.0
50979,easiest,0.888,0.551,0.7440000000000001,happy,POSITIVE,POSITIVE,,1.0
50980,edited,0.888,0.551,0.742,happy,POSITIVE,NEUTRAL,,1.0
50981,forestall,0.54,0.55,0.606,happy,POSITIVE,NEUTRAL,,1.0
50982,efforts,0.883,0.545,0.746,happy,POSITIVE,NEUTRAL,anger,1.0
50983,ella,0.884,0.551,0.7390000000000001,happy,POSITIVE,NEUTRAL,,1.0
50984,eventually,0.889,0.547,0.746,happy,POSITIVE,NEUTRAL,anger,1.0
50985,fort,0.78,0.6729999999999999,0.86,happy,POSITIVE,NEUTRAL,trust,1.0
50986,forthcoming,0.66,0.509,0.6,happy,POSITIVE,NEUTRAL,shame,1.0
50987,forthwith,0.688,0.606,0.65,happy,POSITIVE,NEUTRAL,,1.0
50988,fortification,0.652,0.769,0.8170000000000001,happy,POSITIVE,NEUTRAL,,1.0
50989,fortress,0.816,0.5,0.933,happy,POSITIVE,NEUTRAL,fear,1.0
50990,forwarding,0.583,0.537,0.51,happy,POSITIVE,NEUTRAL,,1.0
50991,favs,0.887,0.544,0.737,happy,POSITIVE,NEUTRAL,,1.0
50992,fisheye,0.883,0.542,0.743,happy,POSITIVE,NEUTRAL,,1.0
50993,foxy,0.552,0.642,0.679,happy,POSITIVE,NEUTRAL,,1.0
50994,fraternity,0.892,0.536,0.679,happy,POSITIVE,NEUTRAL,shame,1.0
50995,friendships,0.889,0.546,0.746,happy,POSITIVE,NEUTRAL,,1.0
50996,ganna,0.884,0.5489999999999999,0.737,happy,POSITIVE,NEUTRAL,,1.0
50997,garansi,0.8909999999999999,0.544,0.742,happy,POSITIVE,NEUTRAL,,1.0
50998,freehold,0.635,0.63,0.882,happy,POSITIVE,NEUTRAL,,1.0
50999,freelance,0.833,0.5770000000000001,0.736,happy,POSITIVE,NEUTRAL,,1.0
51000,freestyle,0.765,0.652,0.52,happy,POSITIVE,NEUTRAL,,1.0
51001,freeway,0.531,0.644,0.648,happy,POSITIVE,NEUTRAL,fear,1.0
51002,frenzy,0.61,0.965,0.682,happy,POSITIVE,NEUTRAL,negative,1.0
51003,frequency,0.561,0.557,0.537,happy,POSITIVE,NEUTRAL,,1.0
51004,freshman,0.677,0.57,0.441,happy,POSITIVE,NEUTRAL,anger,1.0
51005,hemat,0.89,0.547,0.7440000000000001,happy,POSITIVE,NEUTRAL,,1.0
51006,frisbee,0.706,0.5429999999999999,0.364,happy,POSITIVE,NEUTRAL,,1.0
51007,homie,0.887,0.546,0.742,happy,POSITIVE,NEUTRAL,,1.0
51008,fruition,0.7759999999999999,0.5670000000000001,0.664,happy,POSITIVE,NEUTRAL,,1.0
51009,fry,0.52,0.61,0.324,happy,POSITIVE,NEUTRAL,,1.0
51010,indonesia,0.889,0.544,0.743,happy,POSITIVE,NEUTRAL,,1.0
51011,fullback,0.5,0.594,0.519,happy,POSITIVE,NEUTRAL,,1.0
51012,functional,0.75,0.5,0.72,happy,POSITIVE,NEUTRAL,,1.0
51013,fundraiser,0.61,0.5770000000000001,0.667,happy,POSITIVE,NEUTRAL,,1.0
51014,fundraising,0.76,0.62,0.544,happy,POSITIVE,NEUTRAL,,1.0
51015,jellylens,0.884,0.547,0.7440000000000001,happy,POSITIVE,NEUTRAL,,1.0
51016,jeremiah,0.889,0.5479999999999999,0.746,happy,POSITIVE,NEUTRAL,,1.0
51017,jodie,0.889,0.5429999999999999,0.738,happy,POSITIVE,NEUTRAL,,1.0
51018,funky,0.531,0.755,0.389,happy,POSITIVE,NEUTRAL,,1.0
51019,judgement,0.889,0.547,0.736,happy,POSITIVE,NEUTRAL,fear,1.0
51020,kita,0.892,0.551,0.74,happy,POSITIVE,NEUTRAL,,1.0
51021,koo,0.892,0.5489999999999999,0.746,happy,POSITIVE,NEUTRAL,,1.0
51022,gainful,0.73,0.589,0.6729999999999999,happy,POSITIVE,NEUTRAL,,1.0
51023,galactic,0.6559999999999999,0.67,0.7759999999999999,happy,POSITIVE,NEUTRAL,,1.0
51024,galaxy,0.75,0.5710000000000001,0.75,happy,POSITIVE,NEUTRAL,,1.0
51025,galloping,0.643,0.735,0.645,happy,POSITIVE,NEUTRAL,,1.0
51026,gamble,0.568,0.7979999999999999,0.361,happy,POSITIVE,NEUTRAL,guilt,1.0
51027,game,0.735,0.7879999999999999,0.493,happy,POSITIVE,NEUTRAL,anger,1.0
51028,gameday,0.7290000000000001,0.593,0.544,happy,POSITIVE,NEUTRAL,,1.0
51029,gametime,0.735,0.5710000000000001,0.442,happy,POSITIVE,NEUTRAL,,1.0
51030,gaming,0.8959999999999999,0.633,0.491,happy,POSITIVE,NEUTRAL,,1.0
51031,matters,0.889,0.545,0.746,happy,POSITIVE,NEUTRAL,shame,1.0
51032,merci,0.885,0.547,0.743,happy,POSITIVE,NEUTRAL,,1.0
51033,minat,0.89,0.5429999999999999,0.746,happy,POSITIVE,NEUTRAL,,1.0
51034,gastronomy,0.812,0.519,0.581,happy,POSITIVE,NEUTRAL,,1.0
51035,monde,0.89,0.5429999999999999,0.742,happy,POSITIVE,NEUTRAL,,1.0
51036,gathering,0.8540000000000001,0.657,0.667,happy,POSITIVE,NEUTRAL,disgust,1.0
51037,gatorade,0.7190000000000001,0.529,0.519,happy,POSITIVE,NEUTRAL,,1.0
51038,naman,0.889,0.5489999999999999,0.74,happy,POSITIVE,NEUTRAL,,1.0
51039,gaze,0.633,0.588,0.586,happy,POSITIVE,NEUTRAL,,1.0
51040,nerds,0.892,0.5429999999999999,0.741,happy,POSITIVE,NEUTRAL,,1.0
51041,gear,0.51,0.5770000000000001,0.509,happy,POSITIVE,NEUTRAL,sadness,1.0
51042,geisha,0.521,0.679,0.442,happy,POSITIVE,NEUTRAL,,1.0
51043,generative,0.7240000000000001,0.5489999999999999,0.708,happy,POSITIVE,NEUTRAL,,1.0
51044,generator,0.7040000000000001,0.568,0.8640000000000001,happy,POSITIVE,NEUTRAL,,1.0
51045,genie,0.76,0.6,0.908,happy,POSITIVE,NEUTRAL,,1.0
51046,partners,0.883,0.544,0.746,happy,POSITIVE,NEUTRAL,anger,1.0
51047,paths,0.889,0.55,0.737,happy,POSITIVE,NEUTRAL,,1.0
51048,personalities,0.888,0.544,0.738,happy,POSITIVE,NEUTRAL,,1.0
51049,gestation,0.561,0.5379999999999999,0.7020000000000001,happy,POSITIVE,NEUTRAL,,1.0
51050,get,0.74,0.594,0.667,happy,POSITIVE,NEUTRAL,fear,1.0
51051,petit,0.888,0.5489999999999999,0.741,happy,POSITIVE,NEUTRAL,,1.0
51052,getup,0.541,0.5820000000000001,0.455,happy,POSITIVE,NEUTRAL,,1.0
51053,gig,0.816,0.755,0.594,happy,POSITIVE,NEUTRAL,,1.0
51054,gigantic,0.75,0.7759999999999999,0.921,happy,POSITIVE,NEUTRAL,disgust,1.0
51055,pocketbac,0.883,0.547,0.742,happy,POSITIVE,NEUTRAL,,1.0
51056,girlie,0.604,0.54,0.409,happy,POSITIVE,NEUTRAL,,1.0
51057,giveaway,0.865,0.618,0.4370000000000001,happy,POSITIVE,NEUTRAL,,1.0
51058,gladiator,0.5,0.833,0.866,happy,POSITIVE,NEUTRAL,fear,1.0
51059,glamorous,0.918,0.63,0.7909999999999999,happy,POSITIVE,POSITIVE,,1.0
51060,glamour,0.823,0.606,0.623,happy,POSITIVE,NEUTRAL,,1.0
51061,promises,0.8859999999999999,0.5489999999999999,0.746,happy,POSITIVE,NEUTRAL,anger,1.0
51062,gleam,0.7809999999999999,0.52,0.741,happy,POSITIVE,NEUTRAL,,1.0
51063,gleaming,0.8270000000000001,0.635,0.627,happy,POSITIVE,NEUTRAL,,1.0
51064,gleeful,0.906,0.8059999999999999,0.679,happy,POSITIVE,NEUTRAL,,1.0
51065,glider,0.618,0.5479999999999999,0.59,happy,POSITIVE,NEUTRAL,,1.0
51066,pulsa,0.893,0.5429999999999999,0.743,happy,POSITIVE,NEUTRAL,,1.0
51067,glint,0.677,0.5379999999999999,0.541,happy,POSITIVE,NEUTRAL,,1.0
51068,global,0.583,0.52,0.713,happy,POSITIVE,NEUTRAL,,1.0
51069,glorified,0.865,0.57,0.8859999999999999,happy,POSITIVE,NEUTRAL,,1.0
51070,regardless,0.885,0.551,0.736,happy,POSITIVE,NEUTRAL,anger,1.0
51071,relancer,0.885,0.552,0.74,happy,POSITIVE,NEUTRAL,,1.0
51072,relationships,0.889,0.545,0.736,happy,POSITIVE,NEUTRAL,sadness,1.0
51073,religions,0.884,0.544,0.745,happy,POSITIVE,NEUTRAL,,1.0
51074,goddess,0.865,0.56,0.888,happy,POSITIVE,NEUTRAL,disgust,1.0
51075,reseller,0.883,0.552,0.737,happy,POSITIVE,NEUTRAL,,1.0
51076,godlike,0.8540000000000001,0.648,0.87,happy,POSITIVE,POSITIVE,,1.0
51077,godson,0.68,0.515,0.429,happy,POSITIVE,NEUTRAL,,1.0
51078,respon,0.8909999999999999,0.547,0.7440000000000001,happy,POSITIVE,NEUTRAL,,1.0
51079,ribet,0.889,0.546,0.736,happy,POSITIVE,NEUTRAL,,1.0
51080,secrets,0.888,0.55,0.7440000000000001,happy,POSITIVE,NEUTRAL,anger,1.0
51081,goofball,0.561,0.55,0.382,happy,POSITIVE,NEUTRAL,,1.0
51082,shorty,0.8859999999999999,0.546,0.738,happy,POSITIVE,NEUTRAL,,1.0
51083,governing,0.635,0.7,0.9,happy,POSITIVE,NEUTRAL,,1.0
51084,governmental,0.521,0.541,0.906,happy,POSITIVE,NEUTRAL,,1.0
51085,governor,0.5,0.6829999999999999,0.934,happy,POSITIVE,NEUTRAL,trust,1.0
51086,socially,0.887,0.5429999999999999,0.738,happy,POSITIVE,NEUTRAL,guilt,1.0
51087,gradschool,0.616,0.602,0.528,happy,POSITIVE,NEUTRAL,,1.0
51088,stages,0.888,0.544,0.742,happy,POSITIVE,NEUTRAL,,1.0
51089,stephanie,0.892,0.5429999999999999,0.741,happy,POSITIVE,NEUTRAL,,1.0
51090,grandiose,0.9,0.682,0.8640000000000001,happy,POSITIVE,NEUTRAL,,1.0
51091,grandstand,0.5,0.679,0.708,happy,POSITIVE,NEUTRAL,,1.0
51092,grantor,0.542,0.5,0.7170000000000001,happy,POSITIVE,NEUTRAL,,1.0
51093,supports,0.889,0.545,0.742,happy,POSITIVE,NEUTRAL,,1.0
51094,sur,0.8859999999999999,0.5429999999999999,0.743,happy,POSITIVE,NEUTRAL,,1.0
51095,grasp,0.56,0.623,0.57,happy,POSITIVE,NEUTRAL,,1.0
51096,talaga,0.888,0.544,0.737,happy,POSITIVE,NEUTRAL,,1.0
51097,tas,0.89,0.551,0.7440000000000001,happy,POSITIVE,NEUTRAL,,1.0
51098,gratification,0.867,0.643,0.755,happy,POSITIVE,NEUTRAL,,1.0
51099,gratified,0.7809999999999999,0.519,0.7020000000000001,happy,POSITIVE,POSITIVE,,1.0
51100,tema,0.893,0.547,0.737,happy,POSITIVE,NEUTRAL,,1.0
51101,gratis,0.7959999999999999,0.51,0.417,happy,POSITIVE,NEUTRAL,,1.0
51102,terbang,0.89,0.552,0.7440000000000001,happy,POSITIVE,NEUTRAL,,1.0
51103,gratuitous,0.735,0.65,0.452,happy,POSITIVE,NEUTRAL,disgust,1.0
51104,gratuity,0.865,0.5,0.462,happy,POSITIVE,NEUTRAL,,1.0
51105,thang,0.887,0.551,0.74,happy,POSITIVE,NEUTRAL,,1.0
51106,gravitation,0.698,0.5920000000000001,0.6,happy,POSITIVE,NEUTRAL,,1.0
51107,gravitational,0.528,0.51,0.691,happy,POSITIVE,NEUTRAL,,1.0
51108,gravity,0.51,0.635,0.5379999999999999,happy,POSITIVE,NEUTRAL,,1.0
51109,tiket,0.89,0.547,0.738,happy,POSITIVE,NEUTRAL,,1.0
51110,ting,0.888,0.5479999999999999,0.737,happy,POSITIVE,NEUTRAL,,1.0
51111,great anticipation,0.7859999999999999,0.735,0.655,happy,POSITIVE,POSITIVE,,1.0
51112,tradesmen,0.8909999999999999,0.5429999999999999,0.7390000000000001,happy,POSITIVE,NEUTRAL,,1.0
51113,great surprise,0.939,0.941,0.688,happy,POSITIVE,POSITIVE,,1.0
51114,great trust,0.939,0.528,0.853,happy,POSITIVE,POSITIVE,,1.0
51115,greatest,0.847,0.627,0.922,happy,POSITIVE,POSITIVE,anger,1.0
51116,greatly positive,0.967,0.5379999999999999,0.877,happy,POSITIVE,POSITIVE,,1.0
51117,trusted,0.889,0.547,0.7440000000000001,happy,POSITIVE,POSITIVE,disgust,1.0
51118,trusts,0.889,0.547,0.74,happy,POSITIVE,NEUTRAL,sadness,1.0
51119,greet,0.885,0.539,0.618,happy,POSITIVE,NEUTRAL,shame,1.0
51120,grilled,0.7020000000000001,0.5,0.373,happy,POSITIVE,NEUTRAL,,1.0
51121,grip,0.52,0.5489999999999999,0.602,happy,POSITIVE,NEUTRAL,disgust,1.0
51122,utk,0.892,0.546,0.74,happy,POSITIVE,NEUTRAL,,1.0
51123,grocery,0.687,0.54,0.446,happy,POSITIVE,NEUTRAL,disgust,1.0
51124,vetted,0.892,0.544,0.741,happy,POSITIVE,NEUTRAL,,1.0
51125,groom,0.698,0.5,0.605,happy,POSITIVE,NEUTRAL,,1.0
51126,groovy,0.615,0.5379999999999999,0.464,happy,POSITIVE,NEUTRAL,,1.0
51127,grounded,0.531,0.601,0.509,happy,POSITIVE,NEUTRAL,fear,1.0
51128,grounds,0.667,0.5,0.598,happy,POSITIVE,NEUTRAL,anger,1.0
51129,wadsworth,0.883,0.5479999999999999,0.743,happy,POSITIVE,NEUTRAL,,1.0
51130,groupie,0.521,0.583,0.393,happy,POSITIVE,NEUTRAL,,1.0
51131,grouping,0.745,0.58,0.698,happy,POSITIVE,NEUTRAL,,1.0
51132,wigan,0.8859999999999999,0.5479999999999999,0.7390000000000001,happy,POSITIVE,NEUTRAL,,1.0
51133,wonderstruck,0.8909999999999999,0.552,0.742,happy,POSITIVE,NEUTRAL,,1.0
51134,youll,0.887,0.5429999999999999,0.74,happy,POSITIVE,NEUTRAL,,1.0
51135,guard,0.5920000000000001,0.51,0.725,happy,POSITIVE,NEUTRAL,fear,1.0
51136,guardian,0.6559999999999999,0.6859999999999999,0.789,happy,POSITIVE,NEUTRAL,disgust,1.0
51137,guiding,0.667,0.52,0.7140000000000001,happy,POSITIVE,NEUTRAL,,1.0
51138,guitarist,0.8270000000000001,0.74,0.5489999999999999,happy,POSITIVE,NEUTRAL,,1.0
51139,gulp,0.551,0.66,0.409,happy,POSITIVE,NEUTRAL,fear,1.0
51140,gusto,0.6920000000000001,0.7290000000000001,0.62,happy,POSITIVE,NEUTRAL,,1.0
51141,gusty,0.687,0.631,0.455,happy,POSITIVE,NEUTRAL,,1.0
51142,guts,0.5920000000000001,0.649,0.5820000000000001,happy,POSITIVE,NEUTRAL,disgust,1.0
51143,gutsy,0.635,0.573,0.536,happy,POSITIVE,POSITIVE,,1.0
51144,gym,0.635,0.69,0.613,happy,POSITIVE,NEUTRAL,anger,1.0
51145,gymnasium,0.667,0.561,0.474,happy,POSITIVE,NEUTRAL,,1.0
51146,gymnastic,0.81,0.706,0.604,happy,POSITIVE,NEUTRAL,guilt,1.0
51147,gymnastics,0.745,0.677,0.508,happy,POSITIVE,NEUTRAL,sadness,1.0
51148,gynecologist,0.552,0.5660000000000001,0.682,happy,POSITIVE,NEUTRAL,shame,1.0
51149,hairdresser,0.708,0.509,0.407,happy,POSITIVE,NEUTRAL,anger,1.0
51150,hallowed,0.74,0.5,0.728,happy,POSITIVE,NEUTRAL,,1.0
51151,handle,0.698,0.5710000000000001,0.5579999999999999,happy,POSITIVE,NEUTRAL,guilt,1.0
51152,handshake,0.816,0.654,0.4920000000000001,happy,POSITIVE,NEUTRAL,,1.0
51153,handsome,0.89,0.6,0.682,happy,POSITIVE,NEUTRAL,,1.0
51154,happen,0.677,0.67,0.551,happy,POSITIVE,NEUTRAL,fear,1.0
51155,happening,0.6459999999999999,0.529,0.555,happy,POSITIVE,NEUTRAL,fear,1.0
51156,hardball,0.542,0.667,0.452,happy,POSITIVE,NEUTRAL,,1.0
51157,hardworking,0.7190000000000001,0.583,0.792,happy,POSITIVE,POSITIVE,,1.0
51158,harem,0.521,0.578,0.5820000000000001,happy,POSITIVE,NEUTRAL,,1.0
51159,harness,0.57,0.5489999999999999,0.508,happy,POSITIVE,NEUTRAL,,1.0
51160,haul,0.551,0.564,0.453,happy,POSITIVE,NEUTRAL,,1.0
51161,haulage,0.561,0.51,0.65,happy,POSITIVE,NEUTRAL,,1.0
51162,hawk,0.583,0.53,0.631,happy,POSITIVE,NEUTRAL,fear,1.0
51163,hawking,0.521,0.509,0.491,happy,POSITIVE,NEUTRAL,,1.0
51164,hayride,0.561,0.521,0.464,happy,POSITIVE,NEUTRAL,,1.0
51165,headland,0.574,0.551,0.43,happy,POSITIVE,NEUTRAL,,1.0
51166,headmaster,0.604,0.564,0.865,happy,POSITIVE,NEUTRAL,anger,1.0
51167,heartbeat,0.75,0.698,0.585,happy,POSITIVE,NEUTRAL,,1.0
51168,heartland,0.812,0.51,0.675,happy,POSITIVE,NEUTRAL,,1.0
51169,heat,0.534,0.612,0.433,happy,POSITIVE,NEUTRAL,fear,1.0
51170,heave,0.716,0.588,0.664,happy,POSITIVE,NEUTRAL,,1.0
51171,hefty,0.55,0.654,0.745,happy,POSITIVE,NEUTRAL,,1.0
51172,height,0.677,0.608,0.648,happy,POSITIVE,NEUTRAL,anger,1.0
51173,heighten,0.755,0.622,0.765,happy,POSITIVE,NEUTRAL,fear,1.0
51174,heightened,0.5920000000000001,0.529,0.7879999999999999,happy,POSITIVE,NEUTRAL,,1.0
51175,heir,0.84,0.654,0.764,happy,POSITIVE,NEUTRAL,,1.0
51176,heiress,0.8270000000000001,0.5710000000000001,0.6759999999999999,happy,POSITIVE,NEUTRAL,,1.0
51177,heirs,0.7959999999999999,0.519,0.698,happy,POSITIVE,NEUTRAL,,1.0
51178,helicopter,0.7140000000000001,0.8059999999999999,0.617,happy,POSITIVE,NEUTRAL,,1.0
51179,helipad,0.78,0.637,0.573,happy,POSITIVE,NEUTRAL,,1.0
51180,heliport,0.594,0.604,0.527,happy,POSITIVE,NEUTRAL,,1.0
51181,henhouse,0.5,0.5770000000000001,0.414,happy,POSITIVE,NEUTRAL,,1.0
51182,heraldry,0.55,0.52,0.607,happy,POSITIVE,NEUTRAL,,1.0
51183,herd,0.5920000000000001,0.5,0.474,happy,POSITIVE,NEUTRAL,fear,1.0
51184,hereditary,0.531,0.6,0.737,happy,POSITIVE,NEUTRAL,,1.0
51185,heritage,0.8420000000000001,0.512,0.815,happy,POSITIVE,NEUTRAL,trust,1.0
51186,heterosexual,0.561,0.612,0.557,happy,POSITIVE,NEUTRAL,,1.0
51187,hierarchical,0.521,0.62,0.939,happy,POSITIVE,NEUTRAL,,1.0
51188,hierarchy,0.583,0.722,0.902,happy,POSITIVE,NEUTRAL,,1.0
51189,high,0.684,0.51,0.614,happy,POSITIVE,POSITIVE,fear,1.0
51190,high heels,0.6459999999999999,0.528,0.429,happy,POSITIVE,NEUTRAL,,1.0
51191,highball,0.6559999999999999,0.52,0.481,happy,POSITIVE,NEUTRAL,,1.0
51192,higher,0.866,0.528,0.713,happy,POSITIVE,POSITIVE,anger,1.0
51193,highness,0.74,0.67,0.931,happy,POSITIVE,NEUTRAL,,1.0
51194,hight,0.667,0.637,0.645,happy,POSITIVE,NEUTRAL,,1.0
51195,highway,0.64,0.583,0.425,happy,POSITIVE,NEUTRAL,,1.0
51196,hiker,0.6940000000000001,0.802,0.644,happy,POSITIVE,NEUTRAL,,1.0
51197,hilltop,0.688,0.643,0.787,happy,POSITIVE,NEUTRAL,,1.0
51198,hinterland,0.53,0.52,0.457,happy,POSITIVE,NEUTRAL,,1.0
51199,hip hop,0.74,0.7140000000000001,0.484,happy,POSITIVE,NEUTRAL,,1.0
51200,hitchhiker,0.594,0.626,0.603,happy,POSITIVE,NEUTRAL,,1.0
51201,honk,0.5489999999999999,0.635,0.415,happy,POSITIVE,NEUTRAL,,1.0
51202,honorarium,0.7959999999999999,0.51,0.746,happy,POSITIVE,NEUTRAL,,1.0
51203,honorary,0.885,0.565,0.8109999999999999,happy,POSITIVE,NEUTRAL,,1.0
51204,hookup,0.625,0.529,0.6829999999999999,happy,POSITIVE,NEUTRAL,,1.0
51205,hopes,0.917,0.5,0.7020000000000001,happy,POSITIVE,NEUTRAL,guilt,1.0
51206,horse,0.635,0.51,0.529,happy,POSITIVE,NEUTRAL,sadness,1.0
51207,horseback,0.688,0.588,0.5660000000000001,happy,POSITIVE,NEUTRAL,,1.0
51208,horsepower,0.594,0.735,0.735,happy,POSITIVE,NEUTRAL,,1.0
51209,hostess,0.792,0.604,0.688,happy,POSITIVE,NEUTRAL,,1.0
51210,hotshot,0.5,0.727,0.615,happy,POSITIVE,NEUTRAL,,1.0
51211,houseguest,0.53,0.5,0.481,happy,POSITIVE,NEUTRAL,,1.0
51212,householder,0.816,0.541,0.833,happy,POSITIVE,NEUTRAL,,1.0
51213,housekeeping,0.604,0.5,0.445,happy,POSITIVE,NEUTRAL,guilt,1.0
51214,housewarming,0.857,0.71,0.727,happy,POSITIVE,NEUTRAL,,1.0
51215,hovercraft,0.541,0.654,0.588,happy,POSITIVE,NEUTRAL,,1.0
51216,huddle,0.604,0.509,0.445,happy,POSITIVE,NEUTRAL,,1.0
51217,humanrights,0.792,0.5589999999999999,0.73,happy,POSITIVE,NEUTRAL,,1.0
51218,hummer,0.51,0.622,0.589,happy,POSITIVE,NEUTRAL,,1.0
51219,humored,0.8540000000000001,0.657,0.545,happy,POSITIVE,NEUTRAL,,1.0
51220,hydraulics,0.5,0.53,0.588,happy,POSITIVE,NEUTRAL,,1.0
51221,hydrodynamics,0.552,0.5820000000000001,0.664,happy,POSITIVE,NEUTRAL,,1.0
51222,hydroponics,0.5,0.5489999999999999,0.5,happy,POSITIVE,NEUTRAL,,1.0
51223,hyperspace,0.51,0.623,0.755,happy,POSITIVE,NEUTRAL,,1.0
51224,hypnotic,0.5710000000000001,0.56,0.569,happy,POSITIVE,NEUTRAL,,1.0
51225,icebreaker,0.5710000000000001,0.545,0.848,happy,POSITIVE,NEUTRAL,,1.0
51226,iconic,0.583,0.537,0.7,happy,POSITIVE,NEUTRAL,,1.0
51227,idea,0.75,0.5379999999999999,0.7040000000000001,happy,POSITIVE,NEUTRAL,fear,1.0
51228,idealist,0.816,0.51,0.802,happy,POSITIVE,NEUTRAL,,1.0
51229,idol,0.684,0.805,0.853,happy,POSITIVE,NEUTRAL,fear,1.0
51230,idolizing,0.6759999999999999,0.7120000000000001,0.643,happy,POSITIVE,NEUTRAL,,1.0
51231,illuminating,0.949,0.613,0.773,happy,POSITIVE,POSITIVE,,1.0
51232,illuminator,0.77,0.5660000000000001,0.718,happy,POSITIVE,NEUTRAL,,1.0
51233,imaginable,0.613,0.529,0.596,happy,POSITIVE,NEUTRAL,,1.0
51234,immeasurable,0.51,0.539,0.7120000000000001,happy,POSITIVE,POSITIVE,,1.0
51235,immediacy,0.635,0.63,0.627,happy,POSITIVE,NEUTRAL,surprise,1.0
51236,immediate,0.6559999999999999,0.5479999999999999,0.716,happy,POSITIVE,NEUTRAL,guilt,1.0
51237,immediately,0.552,0.78,0.7070000000000001,happy,POSITIVE,NEUTRAL,anger,1.0
51238,immersion,0.51,0.556,0.564,happy,POSITIVE,NEUTRAL,,1.0
51239,immortality,0.688,0.635,0.861,happy,POSITIVE,NEUTRAL,anticipation,1.0
51240,immunization,0.667,0.51,0.733,happy,POSITIVE,NEUTRAL,trust,1.0
51241,imperative,0.625,0.647,0.708,happy,POSITIVE,NEUTRAL,,1.0
51242,imperial,0.669,0.6459999999999999,0.922,happy,POSITIVE,NEUTRAL,anger,1.0
51243,impetus,0.521,0.74,0.635,happy,POSITIVE,NEUTRAL,,1.0
51244,implacable,0.569,0.6629999999999999,0.83,happy,POSITIVE,NEUTRAL,negative,1.0
51245,implement,0.72,0.573,0.792,happy,POSITIVE,NEUTRAL,,1.0
51246,imply,0.542,0.67,0.5329999999999999,happy,POSITIVE,NEUTRAL,,1.0
51247,importance,0.75,0.58,0.8640000000000001,happy,POSITIVE,NEUTRAL,guilt,1.0
51248,important,0.8270000000000001,0.63,0.836,happy,POSITIVE,NEUTRAL,guilt,1.0
51249,importation,0.625,0.5,0.733,happy,POSITIVE,NEUTRAL,,1.0
51250,impress,0.816,0.7440000000000001,0.895,happy,POSITIVE,POSITIVE,shame,1.0
51251,impressed,0.8059999999999999,0.77,0.429,happy,POSITIVE,POSITIVE,disgust,1.0
51252,impression,0.684,0.557,0.5770000000000001,happy,POSITIVE,POSITIVE,shame,1.0
51253,impressionable,0.8270000000000001,0.72,0.645,happy,POSITIVE,NEUTRAL,trust,1.0
51254,impressive,0.7809999999999999,0.83,0.873,happy,POSITIVE,POSITIVE,,1.0
51255,imprint,0.615,0.574,0.685,happy,POSITIVE,NEUTRAL,,1.0
51256,impromptu,0.541,0.7290000000000001,0.415,happy,POSITIVE,NEUTRAL,,1.0
51257,improvisation,0.631,0.812,0.529,happy,POSITIVE,NEUTRAL,surprise,1.0
51258,improvise,0.6459999999999999,0.65,0.519,happy,POSITIVE,NEUTRAL,anticipation,1.0
51259,impulse,0.53,0.84,0.611,happy,POSITIVE,NEUTRAL,,1.0
51260,inaugural,0.684,0.5670000000000001,0.608,happy,POSITIVE,NEUTRAL,anticipation,1.0
51261,incarnate,0.552,0.6509999999999999,0.593,happy,POSITIVE,NEUTRAL,,1.0
51262,incentive,0.812,0.618,0.718,happy,POSITIVE,NEUTRAL,,1.0
51263,incomparable,0.625,0.5770000000000001,0.67,happy,POSITIVE,POSITIVE,,1.0
51264,incorporate,0.745,0.612,0.5710000000000001,happy,POSITIVE,NEUTRAL,,1.0
51265,increase,0.81,0.657,0.8859999999999999,happy,POSITIVE,NEUTRAL,sadness,1.0
51266,increased,0.684,0.66,0.773,happy,POSITIVE,NEUTRAL,fear,1.0
51267,indicative,0.51,0.51,0.591,happy,POSITIVE,NEUTRAL,,1.0
51268,indigenous,0.5,0.509,0.552,happy,POSITIVE,NEUTRAL,shame,1.0
51269,inducement,0.647,0.765,0.685,happy,POSITIVE,NEUTRAL,,1.0
51270,indulge,0.833,0.716,0.669,happy,POSITIVE,NEUTRAL,,1.0
51271,industrialist,0.562,0.633,0.843,happy,POSITIVE,NEUTRAL,,1.0
51272,industrious,0.72,0.537,0.7909999999999999,happy,POSITIVE,NEUTRAL,,1.0
51273,inexhaustible,0.602,0.541,0.643,happy,POSITIVE,POSITIVE,,1.0
51274,infantry,0.531,0.684,0.7909999999999999,happy,POSITIVE,NEUTRAL,,1.0
51275,infatuated,0.7290000000000001,0.764,0.417,happy,POSITIVE,NEUTRAL,,1.0
51276,infatuation,0.8440000000000001,0.745,0.53,happy,POSITIVE,NEUTRAL,,1.0
51277,infield,0.51,0.5710000000000001,0.438,happy,POSITIVE,NEUTRAL,,1.0
51278,infinite,0.7240000000000001,0.583,0.735,happy,POSITIVE,NEUTRAL,anger,1.0
51279,inflatable,0.51,0.51,0.4,happy,POSITIVE,NEUTRAL,,1.0
51280,influence,0.622,0.6629999999999999,0.8240000000000001,happy,POSITIVE,NEUTRAL,disgust,1.0
51281,greatdisgust,0.6990000000000001,0.544,0.718,happy,POSITIVE,NEUTRAL,,1.0
51282,greatlynegative,0.6920000000000001,0.5379999999999999,0.711,happy,POSITIVE,NEUTRAL,,1.0
51283,influx,0.622,0.635,0.575,happy,POSITIVE,NEUTRAL,,1.0
