Word,Valence,Arousal,Dominance,Category,Flair,Stanza
sikharulidze,0.27,0.34,0.26,,POSITIVE,NEUTRAL
jamie,0.27,0.34,0.26,,POSITIVE,NEUTRAL
narrowly,0.27,0.34,0.26,,NEGATIVE,NEUTRAL
anton,0.27,0.34,0.26,,POSITIVE,NEUTRAL
yelena,0.27,0.34,0.26,,POSITIVE,NEUTRAL
camouflage,0.43799999999999994,0.585,0.45,,NEGATIVE,NEUTRAL
deepens,0.24,0.35,0.28,,POSITIVE,NEUTRAL
camouflaged,0.35,0.42200000000000004,0.562,,NEGATIVE,NEUTRAL
camp,0.622,0.617,0.594,,NEGATIVE,NEUTRAL
dancers,0.31,0.3,0.3,,POSITIVE,NEUTRAL
marina,0.31,0.3,0.3,,POSITIVE,NEUTRAL
anissina,0.31,0.3,0.3,,POSITIVE,NEUTRAL
peizerat,0.31,0.3,0.3,,POSITIVE,NEUTRAL
gwendal,0.31,0.3,0.3,,POSITIVE,NEUTRAL
cronyism,0.275,0.3,0.312,,NEGATIVE,NEUTRAL
casts,0.275,0.3,0.312,,POSITIVE,NEUTRAL
tainted,0.275,0.3,0.312,,NEGATIVE,NEGATIVE
swapping,0.275,0.3,0.312,,POSITIVE,NEUTRAL
campaign,0.602,0.73,0.823,,NEGATIVE,NEUTRAL
ukrainian,0.25,0.32,0.31,,POSITIVE,NEUTRAL
taped,0.25,0.32,0.31,,NEGATIVE,NEUTRAL
nagano,0.25,0.32,0.31,,POSITIVE,NEUTRAL
campaigner,0.5920000000000001,0.698,0.821,,POSITIVE,NEUTRAL
felonies,0.27,0.31,0.33,,NEGATIVE,NEUTRAL
tokhtakhounov,0.27,0.31,0.33,,POSITIVE,NEUTRAL
campaigning,0.531,0.6629999999999999,0.741,,POSITIVE,NEUTRAL
camper,0.573,0.529,0.48200000000000004,,POSITIVE,NEUTRAL
fbi,0.3,0.29100000000000004,0.309,,NEGATIVE,NEUTRAL
campfire,0.677,0.509,0.436,,POSITIVE,NEUTRAL
wiretaps,0.3,0.29100000000000004,0.309,,NEGATIVE,NEUTRAL
conspirators,0.3,0.3,0.311,,POSITIVE,NEUTRAL
recorded,0.3,0.3,0.311,,POSITIVE,NEUTRAL
camping,0.653,0.529,0.48,,POSITIVE,NEUTRAL
skated,0.3,0.3,0.311,,POSITIVE,NEUTRAL
campsite,0.68,0.49,0.547,,POSITIVE,NEUTRAL
campus,0.604,0.38799999999999996,0.519,,POSITIVE,NEUTRAL
gailhaguet,0.275,0.28800000000000003,0.3,,POSITIVE,NEUTRAL
didier,0.275,0.28800000000000003,0.3,,NEGATIVE,NEUTRAL
gougne,0.275,0.28800000000000003,0.3,,NEGATIVE,NEUTRAL
reine,0.275,0.28800000000000003,0.3,,POSITIVE,NEUTRAL
marie,0.275,0.28800000000000003,0.3,,POSITIVE,NEUTRAL
can,0.662,0.36,0.45399999999999996,,POSITIVE,NEUTRAL
pressured,0.233,0.311,0.278,,NEGATIVE,NEUTRAL
can opener,0.444,0.491,0.308,,POSITIVE,NEUTRAL
recanted,0.233,0.311,0.278,,POSITIVE,NEUTRAL
canal,0.6729999999999999,0.259,0.321,,POSITIVE,NEUTRAL
isu,0.27,0.28,0.29,,NEGATIVE,NEUTRAL
canary,0.5820000000000001,0.276,0.265,,POSITIVE,NEUTRAL
wider,0.29,0.29,0.29,,POSITIVE,NEUTRAL
cancel,0.214,0.306,0.368,,NEGATIVE,NEUTRAL
scandals,0.26,0.29,0.3,,NEGATIVE,NEUTRAL
conspired,0.26,0.29,0.3,,NEGATIVE,NEUTRAL
canceling,0.22899999999999998,0.47,0.349,,NEGATIVE,NEUTRAL
comey,0.3,0.267,0.289,,POSITIVE,NEUTRAL
cancellation,0.22399999999999998,0.431,0.389,,NEGATIVE,NEUTRAL
raped,0.06,0.674,0.159,,NEGATIVE,NEGATIVE
cancer,0.052000000000000005,0.6940000000000001,0.529,,NEGATIVE,NEUTRAL
hearings,0.3,0.3,0.309,,POSITIVE,NEUTRAL
miller,0.3,0.3,0.309,,POSITIVE,NEUTRAL
maxwell,0.3,0.3,0.309,,POSITIVE,NEUTRAL
assaulted,0.059000000000000004,0.669,0.154,,NEGATIVE,NEUTRAL
vindicates,0.3,0.3,0.309,,POSITIVE,NEUTRAL
candid,0.667,0.349,0.45799999999999996,,POSITIVE,NEUTRAL
candidacy,0.49,0.657,0.696,,POSITIVE,NEUTRAL
singled,0.233,0.33299999999999996,0.317,,POSITIVE,NEUTRAL
eurasian,0.3,0.3,0.3,,POSITIVE,NEUTRAL
candidate,0.596,0.49,0.804,,POSITIVE,NEUTRAL
candied,0.713,0.33,0.36,,POSITIVE,NEUTRAL
candle,0.602,0.221,0.344,,POSITIVE,NEUTRAL
taiwanese,0.3,0.29,0.3,,POSITIVE,NEUTRAL
taivanchik,0.3,0.29,0.3,,POSITIVE,NEUTRAL
uzbekistan,0.3,0.29,0.3,,POSITIVE,NEUTRAL
tashkent,0.3,0.29,0.3,,POSITIVE,NEUTRAL
candlelight,0.789,0.294,0.41700000000000004,,POSITIVE,NEUTRAL
candles,0.615,0.20600000000000002,0.268,,POSITIVE,NEUTRAL
candlestick,0.44799999999999995,0.531,0.534,,POSITIVE,NEUTRAL
milan,0.31,0.29,0.31,,POSITIVE,NEUTRAL
marmi,0.31,0.29,0.31,,POSITIVE,NEUTRAL
dei,0.31,0.29,0.31,,POSITIVE,NEUTRAL
candor,0.74,0.389,0.607,,POSITIVE,NEUTRAL
candy,0.93,0.425,0.384,,POSITIVE,NEUTRAL
identities,0.3,0.28,0.29,,POSITIVE,NEUTRAL
cane,0.45899999999999996,0.298,0.39799999999999996,,NEGATIVE,NEUTRAL
canine,0.573,0.569,0.425,,POSITIVE,NEUTRAL
feb,0.3,0.29,0.3,,POSITIVE,NEUTRAL
canister,0.5529999999999999,0.271,0.40299999999999997,,POSITIVE,NEUTRAL
canker,0.262,0.469,0.42700000000000005,,NEGATIVE,NEUTRAL
cannabis,0.271,0.5,0.564,,NEGATIVE,NEUTRAL
canned,0.39799999999999996,0.35700000000000004,0.298,,NEGATIVE,NEUTRAL
cannibal,0.122,0.8240000000000001,0.48,,NEGATIVE,NEGATIVE
cannibalism,0.094,0.89,0.583,,NEGATIVE,NEUTRAL
canning,0.49,0.392,0.259,,POSITIVE,NEUTRAL
alimzhan,0.29,0.29,0.3,,POSITIVE,NEUTRAL
cannon,0.529,0.6759999999999999,0.8109999999999999,,POSITIVE,NEUTRAL
mobsters,0.3,0.31,0.29,,NEGATIVE,NEUTRAL
cannonball,0.344,0.84,0.759,,POSITIVE,NEUTRAL
canoe,0.542,0.3,0.418,,POSITIVE,NEUTRAL
canon,0.385,0.519,0.541,,POSITIVE,NEUTRAL
canonical,0.542,0.41,0.62,,POSITIVE,NEUTRAL
canons,0.385,0.588,0.593,,POSITIVE,NEUTRAL
canopy,0.615,0.264,0.39799999999999996,,POSITIVE,NEUTRAL
cantaloupe,0.5920000000000001,0.212,0.276,,POSITIVE,NEUTRAL
gottenburg,0.063,0.667,0.154,,NEGATIVE,NEUTRAL
favorites,0.32,0.33,0.31,,POSITIVE,NEUTRAL
cantbreathe,0.284,0.667,0.375,,POSITIVE,NEUTRAL
canteen,0.688,0.6,0.514,,POSITIVE,NEUTRAL
canterbury,0.5820000000000001,0.43799999999999994,0.51,,POSITIVE,NEUTRAL
canthandleit,0.354,0.613,0.354,,POSITIVE,NEUTRAL
votes,0.31,0.27,0.3,,POSITIVE,NEUTRAL
cantilever,0.35700000000000004,0.618,0.42100000000000004,,POSITIVE,NEUTRAL
crawling,0.061,0.6709999999999999,0.152,,NEGATIVE,NEUTRAL
cantina,0.6459999999999999,0.612,0.38,,NEGATIVE,NEUTRAL
voiced,0.29,0.32,0.29,,POSITIVE,NEUTRAL
canto,0.7759999999999999,0.461,0.5539999999999999,,POSITIVE,NEUTRAL
canton,0.542,0.47200000000000003,0.536,,POSITIVE,NEUTRAL
finals,0.37,0.35,0.34,,POSITIVE,NEUTRAL
many,0.063,0.672,0.156,,POSITIVE,NEUTRAL
cantstandit,0.418,0.546,0.34299999999999997,,POSITIVE,NEUTRAL
aspirins,0.065,0.6679999999999999,0.157,,POSITIVE,NEUTRAL
cantwin,0.26,0.509,0.298,,POSITIVE,NEUTRAL
canvas,0.7190000000000001,0.09,0.364,,POSITIVE,NEUTRAL
canvass,0.675,0.35600000000000004,0.397,,POSITIVE,NEUTRAL
canyon,0.46799999999999997,0.731,0.634,,POSITIVE,NEUTRAL
drank,0.057,0.6679999999999999,0.158,,NEGATIVE,NEUTRAL
cap,0.612,0.24,0.375,,POSITIVE,NEUTRAL
capability,0.833,0.5710000000000001,0.73,,POSITIVE,NEUTRAL
capable,0.765,0.5870000000000001,0.547,,POSITIVE,POSITIVE
capacity,0.7190000000000001,0.41100000000000003,0.8059999999999999,,POSITIVE,NEUTRAL
tass,0.325,0.3,0.3,,POSITIVE,NEUTRAL
honoring,0.325,0.3,0.3,,POSITIVE,NEUTRAL
cape,0.531,0.235,0.35700000000000004,,NEGATIVE,NEUTRAL
conceived,0.256,0.311,0.3,,POSITIVE,NEUTRAL
skaters,0.256,0.311,0.3,,POSITIVE,NEUTRAL
phyllis,0.244,0.344,0.3,,POSITIVE,NEUTRAL
caper,0.51,0.37,0.326,,POSITIVE,NEUTRAL
capillary,0.469,0.365,0.395,,POSITIVE,NEUTRAL
capital,0.52,0.5,0.7979999999999999,,POSITIVE,NEUTRAL
lloyd,0.31,0.3,0.32,,POSITIVE,NEUTRAL
capitalism,0.44799999999999995,0.6859999999999999,0.848,,POSITIVE,NEUTRAL
competitors,0.31,0.3,0.32,,POSITIVE,NEUTRAL
capitalist,0.35200000000000004,0.5770000000000001,0.821,,NEGATIVE,NEUTRAL
capitalize,0.7709999999999999,0.601,0.885,,POSITIVE,NEUTRAL
semiconductor,0.3,0.3,0.31,,POSITIVE,NEUTRAL
computers,0.32,0.34,0.33,,POSITIVE,NEUTRAL
capitals,0.755,0.5,0.655,,POSITIVE,NEUTRAL
anc,0.9840000000000001,0.826,0.7929999999999999,unconfident,NEGATIVE,NEUTRAL
prophets,0.977,0.825,0.7979999999999999,unconfident,POSITIVE,NEUTRAL
phones,0.32,0.34,0.33,,NEGATIVE,NEUTRAL
consoles,0.32,0.34,0.33,,POSITIVE,NEUTRAL
semiconductors,0.32,0.34,0.33,,POSITIVE,NEUTRAL
ibm,0.3,0.3,0.34,,POSITIVE,NEUTRAL
york,0.062,0.674,0.158,,POSITIVE,NEUTRAL
speidi,0.977,0.828,0.794,unconfident,POSITIVE,NEUTRAL
intel,0.3,0.3,0.34,,POSITIVE,NEUTRAL
capitation,0.479,0.529,0.589,,NEGATIVE,NEUTRAL
capitol,0.535,0.375,0.705,,POSITIVE,NEUTRAL
wrecking,0.9790000000000001,0.823,0.79,unconfident,NEGATIVE,NEUTRAL
capitulation,0.375,0.546,0.615,,NEGATIVE,NEUTRAL
opens,0.34299999999999997,0.32899999999999996,0.3,,POSITIVE,NEUTRAL
labs,0.3,0.312,0.325,,POSITIVE,NEUTRAL
innovations,0.3,0.312,0.325,,POSITIVE,NEUTRAL
fabricating,0.3,0.312,0.325,,POSITIVE,NEUTRAL
laboratories,0.3,0.312,0.325,,POSITIVE,NEUTRAL
cappuccino,0.792,0.27899999999999997,0.384,,POSITIVE,NEUTRAL
meanest,0.98,0.8220000000000001,0.8,unconfident,NEGATIVE,NEUTRAL
westchester,0.3,0.312,0.325,,POSITIVE,NEUTRAL
slept,0.064,0.675,0.154,,NEGATIVE,NEUTRAL
shagging,0.977,0.8270000000000001,0.7929999999999999,unconfident,NEGATIVE,NEUTRAL
caprice,0.33299999999999996,0.64,0.43,,POSITIVE,NEUTRAL
capricious,0.221,0.65,0.5,,NEGATIVE,NEUTRAL
best,0.061,0.6729999999999999,0.159,,POSITIVE,POSITIVE
caps,0.51,0.221,0.368,,POSITIVE,NEUTRAL
hudson,0.3,0.28,0.3,,POSITIVE,NEUTRAL
nudes,0.976,0.821,0.7929999999999999,unconfident,NEGATIVE,NEUTRAL
contractors,0.3,0.28,0.3,,POSITIVE,NEUTRAL
suppliers,0.3,0.28,0.3,,POSITIVE,NEUTRAL
capslock,0.33,0.39399999999999996,0.39799999999999996,,NEGATIVE,NEUTRAL
never,0.06,0.6709999999999999,0.156,,NEGATIVE,NEUTRAL
raisins,0.9840000000000001,0.826,0.797,unconfident,POSITIVE,NEUTRAL
norespect,0.9790000000000001,0.825,0.795,unconfident,NEGATIVE,NEUTRAL
samuel,0.31,0.28,0.31,,POSITIVE,NEUTRAL
palmisano,0.31,0.28,0.31,,POSITIVE,NEUTRAL
capsule,0.583,0.29,0.57,,POSITIVE,NEUTRAL
captain,0.552,0.653,0.966,,POSITIVE,NEUTRAL
pda,0.983,0.8220000000000001,0.795,unconfident,NEGATIVE,NEUTRAL
caption,0.8140000000000001,0.292,0.379,,NEGATIVE,NEUTRAL
ugliest,0.9790000000000001,0.82,0.7959999999999999,unconfident,NEGATIVE,NEGATIVE
captivate,0.698,0.604,0.723,,POSITIVE,NEUTRAL
fishkill,0.3,0.3,0.3,,NEGATIVE,NEUTRAL
dipping,0.98,0.823,0.7929999999999999,unconfident,POSITIVE,NEUTRAL
vt,0.32,0.27,0.3,,POSITIVE,NEUTRAL
burlington,0.32,0.27,0.3,,POSITIVE,NEUTRAL
captivating,0.895,0.594,0.816,,POSITIVE,POSITIVE
captive,0.235,0.5579999999999999,0.41100000000000003,,NEGATIVE,NEUTRAL
dated,0.063,0.667,0.154,,NEGATIVE,NEUTRAL
captivity,0.225,0.493,0.387,,NEGATIVE,NEUTRAL
smdh,0.975,0.8220000000000001,0.792,unconfident,POSITIVE,NEUTRAL
sexism,0.98,0.828,0.795,unconfident,NEGATIVE,NEUTRAL
miscalculated,0.256,0.322,0.322,,NEGATIVE,NEUTRAL
honeybooboo,0.9840000000000001,0.823,0.799,unconfident,POSITIVE,NEUTRAL
captor,0.34700000000000003,0.625,0.612,,POSITIVE,NEUTRAL
falloff,0.31,0.29,0.29,,NEGATIVE,NEUTRAL
flexibly,0.31,0.31,0.31,,POSITIVE,NEUTRAL
capture,0.35700000000000004,0.65,0.537,,NEGATIVE,NEUTRAL
car,0.7759999999999999,0.54,0.5,,POSITIVE,NEUTRAL
kurt,0.977,0.826,0.79,unconfident,POSITIVE,NEUTRAL
doherty,0.3,0.28,0.31,,POSITIVE,NEUTRAL
envisioneering,0.3,0.28,0.31,,POSITIVE,NEUTRAL
webster,0.978,0.8270000000000001,0.7929999999999999,unconfident,POSITIVE,NEUTRAL
caramel,0.9009999999999999,0.363,0.4,,POSITIVE,NEUTRAL
carat,0.823,0.604,0.6759999999999999,,POSITIVE,NEUTRAL
cowards,0.9840000000000001,0.825,0.795,unconfident,NEGATIVE,NEGATIVE
wafers,0.3,0.3,0.31,,POSITIVE,NEUTRAL
sneezes,0.981,0.828,0.79,unconfident,NEGATIVE,NEUTRAL
shuttled,0.3,0.3,0.31,,NEGATIVE,NEUTRAL
pods,0.3,0.3,0.31,,POSITIVE,NEUTRAL
caravan,0.635,0.5589999999999999,0.455,,POSITIVE,NEUTRAL
automatically,0.29100000000000004,0.282,0.318,,POSITIVE,NEUTRAL
dislikes,0.976,0.8240000000000001,0.792,unconfident,NEGATIVE,NEUTRAL
sheathed,0.29100000000000004,0.282,0.318,,POSITIVE,NEUTRAL
carbon,0.604,0.36,0.35,,POSITIVE,NEUTRAL
carburetor,0.469,0.612,0.555,,POSITIVE,NEUTRAL
dirtiest,0.982,0.8220000000000001,0.792,unconfident,NEGATIVE,NEGATIVE
circuits,0.3,0.28600000000000003,0.3,,POSITIVE,NEUTRAL
etched,0.3,0.28600000000000003,0.3,,POSITIVE,NEUTRAL
disrespected,0.981,0.821,0.8,unconfident,NEGATIVE,NEGATIVE
carcass,0.115,0.529,0.309,,NEGATIVE,NEUTRAL
thousandth,0.3,0.28600000000000003,0.3,,POSITIVE,NEUTRAL
carcinoma,0.153,0.6920000000000001,0.44,,NEGATIVE,NEUTRAL
card,0.531,0.26899999999999996,0.436,,POSITIVE,NEUTRAL
uniforms,0.317,0.267,0.3,,POSITIVE,NEUTRAL
constricting,0.317,0.267,0.3,,NEGATIVE,NEUTRAL
coverings,0.311,0.322,0.311,,POSITIVE,NEUTRAL
cardboard,0.5,0.17300000000000001,0.309,,NEGATIVE,NEUTRAL
nets,0.311,0.322,0.311,,POSITIVE,NEUTRAL
cardiac,0.344,0.765,0.615,,NEGATIVE,NEUTRAL
animalcruelty,0.981,0.8240000000000001,0.794,unconfident,NEGATIVE,NEUTRAL
cardigan,0.599,0.324,0.264,,POSITIVE,NEUTRAL
hillsborough,0.975,0.82,0.799,unconfident,NEGATIVE,NEUTRAL
donuts,0.29,0.3,0.32,,POSITIVE,NEUTRAL
brilla,0.29,0.3,0.32,,POSITIVE,NEUTRAL
cardinal,0.583,0.358,0.7120000000000001,,POSITIVE,NEUTRAL
cardiologist,0.45799999999999996,0.63,0.8140000000000001,,POSITIVE,NEUTRAL
penises,0.981,0.821,0.7909999999999999,unconfident,NEGATIVE,NEUTRAL
cardiology,0.203,0.545,0.605,,POSITIVE,NEUTRAL
cardiomyopathy,0.177,0.645,0.537,,NEGATIVE,NEUTRAL
rots,0.978,0.8270000000000001,0.7909999999999999,unconfident,NEGATIVE,NEUTRAL
cards,0.568,0.317,0.32,,POSITIVE,NEUTRAL
invests,0.3,0.3,0.28800000000000003,,POSITIVE,NEUTRAL
care,0.7290000000000001,0.37,0.5,,POSITIVE,POSITIVE
commodores,0.322,0.289,0.322,,POSITIVE,NEUTRAL
vanderbilt,0.322,0.289,0.322,,POSITIVE,NEUTRAL
furman,0.322,0.289,0.322,,POSITIVE,NEUTRAL
quoteyourteacher,0.975,0.823,0.7979999999999999,unconfident,NEGATIVE,NEUTRAL
johnson,0.322,0.289,0.322,,POSITIVE,NEUTRAL
returned,0.064,0.6709999999999999,0.16,,NEGATIVE,NEUTRAL
adkins,0.983,0.8220000000000001,0.797,unconfident,POSITIVE,NEUTRAL
career,0.74,0.7120000000000001,0.606,,POSITIVE,POSITIVE
mountaineering,0.064,0.669,0.158,,POSITIVE,NEUTRAL
vandy,0.32,0.32,0.34,,POSITIVE,NEUTRAL
carefree,0.755,0.22,0.5,,POSITIVE,POSITIVE
careful,0.625,0.5379999999999999,0.53,,NEGATIVE,NEUTRAL
puking,0.9840000000000001,0.8270000000000001,0.794,unconfident,NEGATIVE,NEUTRAL
carefully,0.698,0.33,0.544,,POSITIVE,NEUTRAL
careless,0.255,0.431,0.125,,NEGATIVE,NEGATIVE
carelessness,0.245,0.48200000000000004,0.33,,NEGATIVE,NEGATIVE
losses,0.27,0.3,0.3,,NEGATIVE,NEGATIVE
meets,0.064,0.674,0.158,,POSITIVE,NEUTRAL
alabama,0.28600000000000003,0.32899999999999996,0.314,,POSITIVE,NEUTRAL
caress,0.833,0.418,0.509,,POSITIVE,NEUTRAL
lorenzo,0.3,0.35,0.325,,POSITIVE,NEUTRAL
girlproblems,0.9840000000000001,0.825,0.7929999999999999,unconfident,POSITIVE,NEUTRAL
caret,0.6559999999999999,0.402,0.527,,POSITIVE,NEUTRAL
caretaker,0.7140000000000001,0.531,0.759,,NEGATIVE,NEUTRAL
cargo,0.408,0.444,0.455,,POSITIVE,NEUTRAL
birmingham,0.3,0.289,0.311,,POSITIVE,NEUTRAL
ala,0.3,0.289,0.311,,NEGATIVE,NEUTRAL
bobby,0.3,0.289,0.311,,POSITIVE,NEUTRAL
caribou,0.562,0.452,0.342,,POSITIVE,NEUTRAL
obv,0.981,0.826,0.7909999999999999,unconfident,POSITIVE,NEUTRAL
tennessee,0.3,0.29,0.31,,POSITIVE,NEUTRAL
eli,0.3,0.29,0.31,,POSITIVE,NEUTRAL
cutcliffe,0.3,0.29,0.31,,POSITIVE,NEUTRAL
ole,0.3,0.29,0.31,,POSITIVE,NEUTRAL
peyton,0.3,0.29,0.31,,POSITIVE,NEUTRAL
caricature,0.604,0.373,0.38299999999999995,,NEGATIVE,NEUTRAL
manning,0.3,0.29,0.31,,POSITIVE,NEUTRAL
caries,0.115,0.569,0.28300000000000003,,POSITIVE,NEUTRAL
booed,0.982,0.826,0.795,unconfident,NEGATIVE,NEUTRAL
caring,0.635,0.469,0.5,,POSITIVE,NEUTRAL
fishermen,0.06,0.6659999999999999,0.154,,POSITIVE,NEUTRAL
sh,0.983,0.8240000000000001,0.8,unconfident,NEGATIVE,NEUTRAL
carjack,0.43799999999999994,0.682,0.439,,NEGATIVE,NEUTRAL
weighs,0.31,0.31,0.31,,POSITIVE,NEUTRAL
chavs,0.9840000000000001,0.8290000000000001,0.792,unconfident,POSITIVE,NEUTRAL
pounds,0.31,0.31,0.31,,POSITIVE,NEUTRAL
traumatized,0.976,0.821,0.7979999999999999,unconfident,NEGATIVE,NEUTRAL
carnage,0.406,0.6,0.5579999999999999,,NEGATIVE,NEUTRAL
gulls,0.064,0.669,0.152,,POSITIVE,NEUTRAL
carnal,0.41700000000000004,0.679,0.42100000000000004,,NEGATIVE,NEUTRAL
carnation,0.653,0.35700000000000004,0.431,,POSITIVE,NEUTRAL
infested,0.981,0.8270000000000001,0.799,unconfident,NEGATIVE,NEGATIVE
heisman,0.312,0.325,0.3,,POSITIVE,NEUTRAL
anorexia,0.977,0.825,0.797,unconfident,NEGATIVE,NEUTRAL
grossman,0.312,0.325,0.3,,POSITIVE,NEUTRAL
bugs,0.977,0.826,0.79,unconfident,NEGATIVE,NEUTRAL
rex,0.312,0.325,0.3,,POSITIVE,NEUTRAL
carnival,0.927,0.888,0.555,,POSITIVE,NEUTRAL
hooks,0.063,0.674,0.159,,POSITIVE,NEUTRAL
sf,0.976,0.8270000000000001,0.7959999999999999,unconfident,POSITIVE,NEUTRAL
carnivorous,0.22399999999999998,0.613,0.6509999999999999,,POSITIVE,NEUTRAL
carol,0.6729999999999999,0.41200000000000003,0.436,,POSITIVE,NEUTRAL
roms,0.28800000000000003,0.275,0.275,,NEGATIVE,NEUTRAL
carols,0.847,0.42,0.491,,POSITIVE,NEUTRAL
nahi,0.977,0.82,0.7909999999999999,unconfident,NEGATIVE,NEUTRAL
carousel,0.7040000000000001,0.5,0.41200000000000003,,POSITIVE,NEUTRAL
billboards,0.264,0.309,0.29100000000000004,,POSITIVE,NEUTRAL
cleaners,0.983,0.828,0.797,unconfident,POSITIVE,NEUTRAL
carp,0.531,0.324,0.375,,POSITIVE,NEUTRAL
carpal,0.449,0.327,0.42,,NEGATIVE,NEUTRAL
carpenter,0.521,0.55,0.519,,POSITIVE,NEUTRAL
carpentry,0.561,0.45899999999999996,0.518,,POSITIVE,NEUTRAL
carpet,0.52,0.17,0.33899999999999997,,NEGATIVE,NEUTRAL
whatdidido,0.985,0.828,0.795,unconfident,NEGATIVE,NEUTRAL
carpeting,0.542,0.312,0.444,,NEGATIVE,NEUTRAL
carpool,0.625,0.509,0.5,,POSITIVE,NEUTRAL
gators,0.32,0.32,0.31,,POSITIVE,NEUTRAL
daunting,0.32,0.32,0.31,,POSITIVE,NEUTRAL
stinks,0.9790000000000001,0.8220000000000001,0.797,unconfident,NEGATIVE,NEGATIVE
complains,0.062,0.6729999999999999,0.158,,NEGATIVE,NEUTRAL
carriage,0.65,0.5379999999999999,0.491,,POSITIVE,NEUTRAL
zook,0.23800000000000002,0.325,0.28800000000000003,,POSITIVE,NEUTRAL
ron,0.23800000000000002,0.325,0.28800000000000003,,POSITIVE,NEUTRAL
served,0.06,0.669,0.153,,POSITIVE,NEUTRAL
carried,0.49,0.382,0.534,,POSITIVE,NEUTRAL
inthgrade,0.976,0.8270000000000001,0.7959999999999999,unconfident,NEGATIVE,NEUTRAL
disgusts,0.064,0.6679999999999999,0.16,,NEGATIVE,NEUTRAL
uggghhh,0.9790000000000001,0.8270000000000001,0.7929999999999999,unconfident,NEGATIVE,NEUTRAL
wardens,0.982,0.825,0.797,unconfident,POSITIVE,NEUTRAL
carrier,0.5329999999999999,0.588,0.638,,POSITIVE,NEUTRAL
ihate,0.98,0.826,0.795,unconfident,POSITIVE,NEUTRAL
carrot,0.5,0.235,0.27899999999999997,,POSITIVE,NEUTRAL
carry,0.635,0.38,0.5,,POSITIVE,NEUTRAL
carrying,0.6559999999999999,0.557,0.44299999999999995,,POSITIVE,NEUTRAL
karen,0.3,0.3,0.31,,POSITIVE,NEUTRAL
carsick,0.22399999999999998,0.574,0.255,,NEGATIVE,NEUTRAL
noonecares,0.981,0.823,0.799,unconfident,POSITIVE,NEUTRAL
reilly,0.9790000000000001,0.826,0.7979999999999999,unconfident,POSITIVE,NEUTRAL
rosen,0.3,0.3,0.31,,POSITIVE,NEUTRAL
dee,0.976,0.821,0.7909999999999999,unconfident,POSITIVE,NEUTRAL
cart,0.52,0.344,0.38799999999999996,,POSITIVE,NEUTRAL
noshavenovember,0.9840000000000001,0.8220000000000001,0.7959999999999999,unconfident,POSITIVE,NEUTRAL
carte,0.5920000000000001,0.32,0.27399999999999997,,POSITIVE,NEUTRAL
cartel,0.43799999999999994,0.39399999999999996,0.602,,NEGATIVE,NEUTRAL
gassed,0.9840000000000001,0.828,0.7979999999999999,unconfident,NEGATIVE,NEUTRAL
carter,0.312,0.48,0.431,,POSITIVE,NEUTRAL
cartilage,0.43799999999999994,0.37,0.40700000000000003,,NEGATIVE,NEUTRAL
sardines,0.98,0.8240000000000001,0.7959999999999999,unconfident,NEGATIVE,NEUTRAL
cartographic,0.49,0.348,0.424,,POSITIVE,NEUTRAL
witnessing,0.977,0.8240000000000001,0.797,unconfident,POSITIVE,NEUTRAL
cartography,0.52,0.3,0.579,,POSITIVE,NEUTRAL
carton,0.28600000000000003,0.18600000000000003,0.24100000000000002,,POSITIVE,NEUTRAL
homophobe,0.976,0.8220000000000001,0.7959999999999999,unconfident,NEGATIVE,NEUTRAL
autographs,0.32,0.31,0.31,,POSITIVE,NEUTRAL
cartoon,0.867,0.47100000000000003,0.387,,NEGATIVE,NEUTRAL
farmers,0.33,0.33,0.33,,POSITIVE,NEUTRAL
cartouche,0.42700000000000005,0.45799999999999996,0.45,,NEGATIVE,NEUTRAL
carers,0.982,0.821,0.7929999999999999,unconfident,POSITIVE,NEUTRAL
cartridge,0.45799999999999996,0.5,0.40700000000000003,,POSITIVE,NEUTRAL
flecked,0.3,0.312,0.312,,NEGATIVE,NEUTRAL
cig,0.976,0.8190000000000001,0.794,unconfident,NEGATIVE,NEUTRAL
ripens,0.3,0.312,0.312,,POSITIVE,NEUTRAL
carve,0.469,0.44299999999999995,0.598,,POSITIVE,NEUTRAL
merica,0.985,0.821,0.7959999999999999,unconfident,POSITIVE,NEUTRAL
carver,0.418,0.5,0.5,,POSITIVE,NEUTRAL
progressively,0.27,0.28,0.28,,POSITIVE,NEUTRAL
fugly,0.976,0.828,0.794,unconfident,NEGATIVE,NEUTRAL
carving,0.541,0.444,0.368,,POSITIVE,NEUTRAL
cuisines,0.3,0.28,0.3,,POSITIVE,NEUTRAL
melons,0.3,0.28,0.3,,POSITIVE,NEUTRAL
abusers,0.977,0.8270000000000001,0.795,unconfident,NEGATIVE,NEUTRAL
vietnamese,0.3,0.28,0.3,,POSITIVE,NEUTRAL
halved,0.3,0.28,0.28,,POSITIVE,NEUTRAL
boycotting,0.978,0.8240000000000001,0.797,unconfident,NEGATIVE,NEUTRAL
crescents,0.3,0.28,0.28,,POSITIVE,NEUTRAL
sliced,0.3,0.28,0.28,,NEGATIVE,NEUTRAL
cascade,0.735,0.509,0.395,,POSITIVE,NEUTRAL
phillip,0.981,0.8270000000000001,0.8,unconfident,POSITIVE,NEUTRAL
chron,0.314,0.314,0.32899999999999996,,NEGATIVE,NEUTRAL
editors,0.314,0.314,0.32899999999999996,,POSITIVE,NEUTRAL
