,Word,Valence,Arousal,Dominance,Category,Flair,Stanza,Emotion,Quadrant
1144,approval,,,,confident,,,,
1145,phase,,,,confident,,,,
1146,worry,,,,confident,,,,
1147,faithful,,,,confident,,,,
1148,kids,,,,confident,,,,
1149,someday,,,,confident,,,,
1150,le,,,,confident,,,,
1151,spiritual,,,,confident,,,,
1152,diary,,,,confident,,,,
1153,ego,,,,confident,,,,
1154,necessarily,,,,confident,,,,
1155,almanac,0.688,0.19,0.412,confident,POSITIVE,NEUTRAL,,4.0
1156,slip,,,,confident,,,,
1157,reality,,,,confident,,,,
1158,understands,,,,confident,,,,
1159,determination,,,,confident,,,,
1160,almond,0.698,0.183,0.314,confident,POSITIVE,NEUTRAL,,4.0
1161,aloft,0.7709999999999999,0.373,0.7,confident,POSITIVE,NEUTRAL,,4.0
1162,devil,,,,confident,,,,
1163,yr,,,,confident,,,,
1164,visiting,,,,confident,,,,
1165,rap,,,,confident,,,,
1166,doubt,,,,confident,,,,
1167,golden,,,,confident,,,,
1168,spoken,,,,confident,,,,
1169,shyt,,,,confident,,,,
1170,everlasting,,,,confident,,,,
1171,beautifully,,,,confident,,,,
1172,respected,,,,confident,,,,
1173,alpha,0.708,0.34,0.755,confident,POSITIVE,NEUTRAL,,4.0
1174,cherish,,,,confident,,,,
1175,mlk,,,,confident,,,,
1176,gal,,,,confident,,,,
1177,together,,,,confident,,,,
1178,drama,,,,confident,,,,
1179,admitting,,,,confident,,,,
1180,determine,,,,confident,,,,
1181,alpine,0.594,0.337,0.474,confident,POSITIVE,NEUTRAL,,4.0
1182,shorty,,,,confident,,,,
1183,forgiving,,,,confident,,,,
1184,defeat,,,,confident,,,,
1185,present,,,,confident,,,,
1186,inspirational,,,,confident,,,,
1187,prayers,,,,confident,,,,
1188,leo,,,,confident,,,,
1189,inspiration,,,,confident,,,,
1190,altar,0.7240000000000001,0.387,0.635,confident,POSITIVE,NEUTRAL,,4.0
1191,promises,,,,confident,,,,
1192,ehh,,,,confident,,,,
1193,provide,,,,confident,,,,
1194,issues,,,,confident,,,,
1195,percentage,,,,confident,,,,
1196,lifestyle,,,,confident,,,,
1197,hope,,,,confident,,,,
1198,edited,,,,confident,,,,
1199,chandler,,,,confident,,,,
1200,betrayal,,,,confident,,,,
1201,matters,,,,confident,,,,
1202,naman,,,,confident,,,,
1203,includes,,,,confident,,,,
1204,different,,,,confident,,,,
1205,meaningful,,,,confident,,,,
1206,situations,,,,confident,,,,
1207,feeling,,,,confident,,,,
1208,lens,,,,confident,,,,
1209,define,,,,confident,,,,
1210,toward,,,,confident,,,,
1211,forgive,,,,confident,,,,
1212,psalm,,,,confident,,,,
1213,intention,,,,confident,,,,
1214,disagree,,,,confident,,,,
1215,prove,,,,confident,,,,
1216,vote,,,,confident,,,,
1217,alternative,0.628,0.373,0.631,confident,POSITIVE,NEUTRAL,fear,4.0
1218,real,,,,confident,,,,
1219,creativity,,,,confident,,,,
1220,mistakes,,,,confident,,,,
1221,measure,,,,confident,,,,
1222,wig,,,,confident,,,,
1223,foster,,,,confident,,,,
1224,volunteers,,,,confident,,,,
1225,altitude,0.708,0.482,0.736,confident,POSITIVE,NEUTRAL,,4.0
1226,jealousy,,,,confident,,,,
1227,improvement,,,,confident,,,,
1228,alto,0.6559999999999999,0.404,0.73,confident,POSITIVE,NEUTRAL,,4.0
1229,word,,,,confident,,,,
1230,altogether,0.833,0.324,0.644,confident,POSITIVE,NEUTRAL,,4.0
1231,romans,,,,confident,,,,
1232,vulnerable,,,,confident,,,,
1233,identify,,,,confident,,,,
1234,strangely,,,,confident,,,,
1235,warden,,,,confident,,,,
1236,shines,,,,confident,,,,
1237,focus,,,,confident,,,,
1238,alumnus,0.633,0.368,0.422,confident,POSITIVE,NEUTRAL,,4.0
1239,defeated,,,,confident,,,,
1240,improve,,,,confident,,,,
1241,authentic,,,,confident,,,,
1242,holla,,,,confident,,,,
1243,kindness,,,,confident,,,,
1244,conclusion,,,,confident,,,,
1245,greater,,,,confident,,,,
1246,respectful,,,,confident,,,,
1247,song,,,,confident,,,,
1248,paths,,,,confident,,,,
1249,everything,,,,confident,,,,
1250,jodie,,,,confident,,,,
1251,amass,0.552,0.465,0.465,confident,POSITIVE,NEUTRAL,,4.0
1252,henry,,,,confident,,,,
1253,spread,,,,confident,,,,
1254,shadow,,,,confident,,,,
1255,questioning,,,,confident,,,,
1256,deny,,,,confident,,,,
1257,travel,,,,confident,,,,
1258,struggles,,,,confident,,,,
1259,expectations,,,,confident,,,,
1260,contains,,,,confident,,,,
1261,mention,,,,confident,,,,
1262,junior,,,,confident,,,,
1263,blessings,,,,confident,,,,
1264,preparing,,,,confident,,,,
1265,rite,,,,confident,,,,
1266,females,,,,confident,,,,
1267,blake,,,,confident,,,,
1268,badass,,,,confident,,,,
1269,inner,,,,confident,,,,
1270,hi,,,,confident,,,,
1271,continue,,,,confident,,,,
1272,sweetheart,,,,confident,,,,
1273,concept,,,,confident,,,,
1274,success,,,,confident,,,,
1275,amber,0.635,0.308,0.369,confident,POSITIVE,NEUTRAL,,4.0
1276,height,,,,confident,,,,
1277,simple,,,,confident,,,,
1278,weight,,,,confident,,,,
1279,ones,,,,confident,,,,
1280,quality,,,,confident,,,,
1281,settle,,,,confident,,,,
1282,teach,,,,confident,,,,
1283,ambience,0.735,0.35600000000000004,0.426,confident,POSITIVE,NEUTRAL,,4.0
1284,vicar,,,,confident,,,,
1285,learning,,,,confident,,,,
1286,suggest,,,,confident,,,,
1287,ambient,0.625,0.36,0.5820000000000001,confident,POSITIVE,NEUTRAL,,4.0
1288,trusts,,,,confident,,,,
1289,prepared,,,,confident,,,,
1290,models,,,,confident,,,,
1291,feel,,,,confident,,,,
1292,unknown,,,,confident,,,,
1293,humor,,,,confident,,,,
1294,appreciated,,,,confident,,,,
1295,awe,,,,confident,,,,
1296,lessons,,,,confident,,,,
1297,difficult,,,,confident,,,,
1298,bargaining,,,,confident,,,,
1299,asks,,,,confident,,,,
1300,doe,,,,confident,,,,
1301,difference,,,,confident,,,,
1302,local,,,,confident,,,,
1303,frame,,,,confident,,,,
1304,cocky,,,,confident,,,,
1305,joseph,,,,confident,,,,
1306,juga,,,,confident,,,,
1307,facts,,,,confident,,,,
1308,ability,,,,confident,,,,
1309,seeking,,,,confident,,,,
1310,mountains,,,,confident,,,,
1311,may,,,,confident,,,,
1312,helps,,,,confident,,,,
1313,continues,,,,confident,,,,
1314,treats,,,,confident,,,,
1315,strongly,,,,confident,,,,
1316,old,,,,confident,,,,
1317,permission,,,,confident,,,,
1318,ambrosia,0.5710000000000001,0.452,0.48,confident,POSITIVE,NEUTRAL,,4.0
1319,assembly,,,,confident,,,,
1320,crib,,,,confident,,,,
1321,ur,,,,confident,,,,
1322,tags,,,,confident,,,,
1323,soldier,,,,confident,,,,
1324,eachother,,,,confident,,,,
1325,fully,,,,confident,,,,
1326,rights,,,,confident,,,,
1327,potential,,,,confident,,,,
1328,condition,,,,confident,,,,
1329,shoulders,,,,confident,,,,
1330,pal,,,,confident,,,,
1331,finance,,,,confident,,,,
1332,celebration,,,,confident,,,,
1333,check,,,,confident,,,,
1334,wonderstruck,,,,confident,,,,
1335,empowerment,,,,confident,,,,
1336,treatment,,,,confident,,,,
1337,president,,,,confident,,,,
1338,amend,0.688,0.406,0.6579999999999999,confident,POSITIVE,NEUTRAL,positive,4.0
1339,matthew,,,,confident,,,,
1340,merci,,,,confident,,,,
1341,need,,,,confident,,,,
1342,dem,,,,confident,,,,
1343,miracles,,,,confident,,,,
1344,life,,,,confident,,,,
1345,amendment,0.531,0.459,0.606,confident,POSITIVE,NEUTRAL,,4.0
1346,transfer,,,,confident,,,,
1347,means,,,,confident,,,,
1348,speaks,,,,confident,,,,
1349,mo,,,,confident,,,,
1350,lives,,,,confident,,,,
1351,talented,,,,confident,,,,
1352,suffering,,,,confident,,,,
1353,negative,,,,confident,,,,
1354,relief,,,,confident,,,,
1355,yo,,,,confident,,,,
1356,becomes,,,,confident,,,,
1357,grant,,,,confident,,,,
1358,cheated,,,,confident,,,,
1359,weigh,,,,confident,,,,
1360,crumpled,,,,confident,,,,
1361,amenity,0.75,0.327,0.574,confident,POSITIVE,NEUTRAL,positive,4.0
1362,time,,,,confident,,,,
1363,grateful,,,,confident,,,,
1364,option,,,,confident,,,,
1365,serve,,,,confident,,,,
1366,patient,,,,confident,,,,
1367,tutelage,,,,confident,,,,
1368,tunnel,,,,confident,,,,
1369,worth,,,,confident,,,,
1370,amethyst,0.622,0.406,0.517,confident,POSITIVE,NEUTRAL,,4.0
1371,arts,,,,confident,,,,
1372,gov,,,,confident,,,,
1373,desire,,,,confident,,,,
1374,reminding,,,,confident,,,,
1375,ba,,,,confident,,,,
1376,vibes,,,,confident,,,,
1377,amiable,0.847,0.29,0.483,confident,POSITIVE,POSITIVE,positive,4.0
1378,design,,,,confident,,,,
1379,amicable,0.875,0.33,0.507,confident,POSITIVE,NEUTRAL,joy,4.0
1380,hurry,,,,confident,,,,
1381,amid,0.51,0.34,0.256,confident,POSITIVE,NEUTRAL,,4.0
1382,agree,,,,confident,,,,
1383,respect,,,,confident,,,,
1384,enemies,,,,confident,,,,
1385,mitt,,,,confident,,,,
1386,learn,,,,confident,,,,
1387,master,,,,confident,,,,
1388,amino,0.551,0.402,0.433,confident,POSITIVE,NEUTRAL,,4.0
1389,humanity,,,,confident,,,,
1390,deciding,,,,confident,,,,
1391,facing,,,,confident,,,,
1392,operation,,,,confident,,,,
1393,unsurpassed,,,,confident,,,,
1394,smart,,,,confident,,,,
1395,quote,,,,confident,,,,
1396,intelligent,,,,confident,,,,
1397,nov,,,,confident,,,,
1398,fears,,,,confident,,,,
1399,koo,,,,confident,,,,
1400,secret,,,,confident,,,,
1401,similar,,,,confident,,,,
1402,dreams,,,,confident,,,,
1403,dha,,,,confident,,,,
1404,original,,,,confident,,,,
1405,reminder,,,,confident,,,,
1406,afraid,,,,confident,,,,
1407,successful,,,,confident,,,,
1408,sexual,,,,confident,,,,
1409,nah,,,,confident,,,,
1410,madness,,,,confident,,,,
1411,artists,,,,confident,,,,
1412,procrastination,,,,confident,,,,
1413,give,,,,confident,,,,
1414,happiness,,,,confident,,,,
1415,trophy,,,,confident,,,,
1416,pake,,,,confident,,,,
1417,thx,,,,confident,,,,
1418,favs,,,,confident,,,,
1419,cared,,,,confident,,,,
1420,ori,,,,confident,,,,
1421,sooner,,,,confident,,,,
1422,caffeine,,,,confident,,,,
1423,accomplish,,,,confident,,,,
1424,handsome,,,,confident,,,,
1425,loser,,,,confident,,,,
1426,wishes,,,,confident,,,,
1427,stands,,,,confident,,,,
1428,sharing,,,,confident,,,,
1429,bbw,,,,confident,,,,
1430,choose,,,,confident,,,,
1431,congrats,,,,confident,,,,
1432,hearts,,,,confident,,,,
1433,mistake,,,,confident,,,,
1434,truce,,,,confident,,,,
1435,magical,,,,confident,,,,
1436,sin,,,,confident,,,,
1437,k,,,,confident,,,,
1438,amount,0.562,0.422,0.649,confident,POSITIVE,NEUTRAL,anger,4.0
1439,truck,,,,confident,,,,
1440,ladies,,,,confident,,,,
1441,cross,,,,confident,,,,
1442,upright,,,,confident,,,,
1443,example,,,,confident,,,,
1444,sist,,,,confident,,,,
1445,tradesmen,,,,confident,,,,
1446,amour,0.865,0.48,0.652,confident,POSITIVE,NEUTRAL,anticipation,4.0
1447,creating,,,,confident,,,,
1448,maturity,,,,confident,,,,
1449,appreciate,,,,confident,,,,
1450,angels,,,,confident,,,,
1451,sir,,,,confident,,,,
1452,foot,,,,confident,,,,
1453,chosen,,,,confident,,,,
1454,gospel,,,,confident,,,,
1455,letter,,,,confident,,,,
1456,artist,,,,confident,,,,
1457,bullet,,,,confident,,,,
1458,mission,,,,confident,,,,
1459,creatures,,,,confident,,,,
1460,answers,,,,confident,,,,
1461,uplift,,,,confident,,,,
1462,shall,,,,confident,,,,
1463,saddest,,,,confident,,,,
1464,older,,,,confident,,,,
1465,share,,,,confident,,,,
1466,triumphant,,,,confident,,,,
1467,flower,,,,confident,,,,
1468,quotes,,,,confident,,,,
1469,amphitheater,0.653,0.48,0.545,confident,POSITIVE,NEUTRAL,,4.0
1470,secretly,,,,confident,,,,
1471,ample,0.7440000000000001,0.349,0.7190000000000001,confident,POSITIVE,POSITIVE,,4.0
1472,religious,,,,confident,,,,
1473,sensitive,,,,confident,,,,
1474,aku,,,,confident,,,,
1475,deeply,,,,confident,,,,
1476,look,,,,confident,,,,
1477,offer,,,,confident,,,,
1478,amplitude,0.6940000000000001,0.439,0.6920000000000001,confident,POSITIVE,NEUTRAL,,4.0
1479,hip,,,,confident,,,,
1480,amply,0.7809999999999999,0.431,0.7659999999999999,confident,POSITIVE,NEUTRAL,,4.0
1481,character,,,,confident,,,,
1482,alot,,,,confident,,,,
1483,minor,,,,confident,,,,
1484,chin,,,,confident,,,,
1485,material,,,,confident,,,,
1486,merchandise,,,,confident,,,,
1487,bald,,,,confident,,,,
1488,chose,,,,confident,,,,
1489,il,,,,confident,,,,
1490,toughness,,,,confident,,,,
1491,amulet,0.7809999999999999,0.26,0.63,confident,POSITIVE,NEUTRAL,,4.0
1492,will,,,,confident,,,,
1493,fisheye,,,,confident,,,,
1494,veteran,,,,confident,,,,
1495,martin,,,,confident,,,,
1496,aside,,,,confident,,,,
1497,pace,,,,confident,,,,
1498,closes,,,,confident,,,,
1499,chaos,,,,confident,,,,
1500,professional,,,,confident,,,,
1501,nursing,,,,confident,,,,
1502,ana,0.541,0.3,0.314,confident,POSITIVE,NEUTRAL,,4.0
1503,although,,,,confident,,,,
1504,bitter,,,,confident,,,,
1505,shape,,,,confident,,,,
1506,yes,,,,confident,,,,
1507,lesson,,,,confident,,,,
1508,recognize,,,,confident,,,,
1509,helped,,,,confident,,,,
1510,truss,,,,confident,,,,
1511,mary,,,,confident,,,,
1512,trustee,,,,confident,,,,
1513,lead,,,,confident,,,,
1514,impact,,,,confident,,,,
1515,horny,,,,confident,,,,
1516,things,,,,confident,,,,
1517,analogous,0.531,0.27,0.5,confident,POSITIVE,NEUTRAL,,4.0
1518,adorable,,,,confident,,,,
1519,credit,,,,confident,,,,
1520,value,,,,confident,,,,
1521,analogue,0.57,0.32,0.446,confident,POSITIVE,NEUTRAL,,4.0
1522,unwavering,,,,confident,,,,
1523,belong,,,,confident,,,,
1524,analogy,0.51,0.3670000000000001,0.509,confident,POSITIVE,NEUTRAL,,4.0
1525,loves,,,,confident,,,,
1526,helpful,,,,confident,,,,
1527,choice,,,,confident,,,,
1528,lie,,,,confident,,,,
1529,aware,,,,confident,,,,
1530,unofficial,,,,confident,,,,
1531,analysis,0.7290000000000001,0.448,0.705,confident,POSITIVE,NEUTRAL,guilt,4.0
1532,truthfulness,,,,confident,,,,
1533,analyst,0.604,0.415,0.755,confident,POSITIVE,NEUTRAL,anticipation,4.0
1534,claim,,,,confident,,,,
1535,truthful,,,,confident,,,,
1536,past,,,,confident,,,,
1537,affirmation,,,,confident,,,,
1538,bout,,,,confident,,,,
1539,analytical,0.625,0.324,0.8,confident,POSITIVE,NEUTRAL,,4.0
1540,snakes,,,,confident,,,,
1541,presence,,,,confident,,,,
1542,simply,,,,confident,,,,
1543,confirmed,,,,confident,,,,
1544,sees,,,,confident,,,,
1545,umpire,,,,confident,,,,
1546,movingforward,,,,confident,,,,
1547,motivation,,,,confident,,,,
1548,wise,,,,confident,,,,
1549,ok,,,,confident,,,,
1550,props,,,,confident,,,,
1551,booty,,,,confident,,,,
1552,suffer,,,,confident,,,,
1553,wont,,,,confident,,,,
1554,orders,,,,confident,,,,
1555,elected,,,,confident,,,,
1556,include,,,,confident,,,,
1557,smallest,,,,confident,,,,
1558,rare,,,,confident,,,,
1559,priority,,,,confident,,,,
1560,consider,,,,confident,,,,
1561,truly,,,,confident,,,,
1562,certified,,,,confident,,,,
1563,listen,,,,confident,,,,
1564,impress,,,,confident,,,,
1565,anatomic,0.562,0.442,0.546,confident,POSITIVE,NEUTRAL,,4.0
1566,anatomy,0.562,0.39,0.5710000000000001,confident,POSITIVE,NEUTRAL,fear,4.0
1567,na,,,,confident,,,,
1568,ancestor,0.5920000000000001,0.388,0.594,confident,POSITIVE,NEUTRAL,,4.0
1569,vent,,,,confident,,,,
1570,fight,,,,confident,,,,
1571,fantastic,,,,confident,,,,
1572,really,,,,confident,,,,
1573,winning,,,,confident,,,,
1574,policy,,,,confident,,,,
1575,anchor,0.52,0.284,0.564,confident,POSITIVE,NEUTRAL,positive,4.0
1576,address,,,,confident,,,,
1577,please,,,,confident,,,,
1578,anchorage,0.5,0.325,0.639,confident,POSITIVE,NEUTRAL,positive,4.0
1579,comfortable,,,,confident,,,,
1580,wealth,,,,confident,,,,
1581,beliebers,,,,confident,,,,
1582,ya,,,,confident,,,,
1583,contract,,,,confident,,,,
1584,unquestionable,,,,confident,,,,
1585,movingon,,,,confident,,,,
1586,risk,,,,confident,,,,
1587,stunning,,,,confident,,,,
1588,android,0.6629999999999999,0.436,0.5,confident,POSITIVE,NEUTRAL,,4.0
1589,pleased,,,,confident,,,,
1590,ginger,,,,confident,,,,
1591,exists,,,,confident,,,,
1592,ima,,,,confident,,,,
1593,works,,,,confident,,,,
1594,mau,,,,confident,,,,
1595,reached,,,,confident,,,,
1596,op,,,,confident,,,,
1597,tracks,,,,confident,,,,
1598,complicated,,,,confident,,,,
1599,facebook,,,,confident,,,,
1600,gender,,,,confident,,,,
1601,signs,,,,confident,,,,
1602,universe,,,,confident,,,,
1603,point,,,,confident,,,,
1604,decision,,,,confident,,,,
1605,bully,,,,confident,,,,
1606,apology,,,,confident,,,,
1607,anew,0.7709999999999999,0.358,0.385,confident,POSITIVE,NEUTRAL,,4.0
1608,folks,,,,confident,,,,
1609,defend,,,,confident,,,,
1610,hoes,,,,confident,,,,
1611,join,,,,confident,,,,
1612,virgin,,,,confident,,,,
1613,everybody,,,,confident,,,,
1614,hop,,,,confident,,,,
1615,virtuous,,,,confident,,,,
1616,hardest,,,,confident,,,,
1617,benefits,,,,confident,,,,
1618,jason,,,,confident,,,,
1619,bare,,,,confident,,,,
1620,tho,,,,confident,,,,
1621,offended,,,,confident,,,,
1622,angle,0.541,0.33,0.455,confident,POSITIVE,NEUTRAL,fear,4.0
1623,knows,,,,confident,,,,
1624,foundation,,,,confident,,,,
1625,healthy,,,,confident,,,,
1626,students,,,,confident,,,,
1627,ion,,,,confident,,,,
1628,main,,,,confident,,,,
1629,angling,0.625,0.408,0.5,confident,POSITIVE,NEUTRAL,anticipation,4.0
1630,meh,,,,confident,,,,
1631,jessica,,,,confident,,,,
1632,angora,0.529,0.425,0.405,confident,POSITIVE,NEUTRAL,,4.0
1633,disappointments,,,,confident,,,,
1634,fucking,,,,confident,,,,
1635,lesbian,,,,confident,,,,
1636,percent,,,,confident,,,,
1637,cheat,,,,confident,,,,
1638,excuses,,,,confident,,,,
1639,petty,,,,confident,,,,
1640,keep,,,,confident,,,,
1641,april,,,,confident,,,,
1642,reveal,,,,confident,,,,
1643,hash,,,,confident,,,,
1644,grow,,,,confident,,,,
1645,spare,,,,confident,,,,
1646,require,,,,confident,,,,
1647,thousand,,,,confident,,,,
1648,necessary,,,,confident,,,,
1649,guidance,,,,confident,,,,
1650,conflict,,,,confident,,,,
1651,rarely,,,,confident,,,,
1652,event,,,,confident,,,,
1653,unaccountable,,,,confident,,,,
1654,disappointing,,,,confident,,,,
1655,jerry,,,,confident,,,,
1656,higher,,,,confident,,,,
1657,despite,,,,confident,,,,
1658,fighting,,,,confident,,,,
1659,soul,,,,confident,,,,
1660,satisfied,,,,confident,,,,
1661,differently,,,,confident,,,,
1662,direct,,,,confident,,,,
1663,christ,,,,confident,,,,
1664,humans,,,,confident,,,,
1665,key,,,,confident,,,,
1666,gotta,,,,confident,,,,
1667,dirt,,,,confident,,,,
1668,virtue,,,,confident,,,,
1669,forgotten,,,,confident,,,,
1670,image,,,,confident,,,,
1671,region,,,,confident,,,,
1672,loo,,,,confident,,,,
1673,sum,,,,confident,,,,
1674,beast,,,,confident,,,,
1675,worried,,,,confident,,,,
1676,reason,,,,confident,,,,
1677,hands,,,,confident,,,,
1678,standards,,,,confident,,,,
1679,obama,,,,confident,,,,
1680,unique,,,,confident,,,,
1681,orientation,,,,confident,,,,
1682,meant,,,,confident,,,,
1683,help,,,,confident,,,,
1684,realize,,,,confident,,,,
1685,do,,,,confident,,,,
1686,stages,,,,confident,,,,
1687,handle,,,,confident,,,,
1688,experiences,,,,confident,,,,
1689,skills,,,,confident,,,,
1690,swag,,,,confident,,,,
1691,heaven,,,,confident,,,,
1692,vigorous,,,,confident,,,,
1693,zen,,,,confident,,,,
1694,systems,,,,confident,,,,
1695,fails,,,,confident,,,,
1696,annex,0.594,0.35,0.458,confident,POSITIVE,NEUTRAL,,4.0
1697,apart,,,,confident,,,,
1698,predict,,,,confident,,,,
1699,annexe,0.584,0.35,0.392,confident,POSITIVE,NEUTRAL,,4.0
1700,steps,,,,confident,,,,
1701,nation,,,,confident,,,,
1702,grind,,,,confident,,,,
1703,stalker,,,,confident,,,,
1704,intentions,,,,confident,,,,
1705,raising,,,,confident,,,,
1706,em,,,,confident,,,,
1707,encouragement,,,,confident,,,,
1708,realizing,,,,confident,,,,
1709,process,,,,confident,,,,
1710,easy,,,,confident,,,,
1711,dope,,,,confident,,,,
1712,grass,,,,confident,,,,
1713,hashtags,,,,confident,,,,
1714,annotate,0.5920000000000001,0.469,0.441,confident,POSITIVE,NEUTRAL,,4.0
1715,keeper,,,,confident,,,,
1716,guts,,,,confident,,,,
1717,annotation,0.604,0.47,0.619,confident,POSITIVE,NEUTRAL,,4.0
1718,promised,,,,confident,,,,
1719,mark,,,,confident,,,,
1720,differences,,,,confident,,,,
1721,perfect,,,,confident,,,,
1722,kita,,,,confident,,,,
1723,based,,,,confident,,,,
1724,allow,,,,confident,,,,
1725,lock,,,,confident,,,,
1726,easier,,,,confident,,,,
1727,edition,,,,confident,,,,
1728,changing,,,,confident,,,,
1729,announcement,0.7290000000000001,0.491,0.482,confident,POSITIVE,NEUTRAL,guilt,4.0
1730,father,,,,confident,,,,
1731,sense,,,,confident,,,,
1732,thankful,,,,confident,,,,
1733,situation,,,,confident,,,,
1734,ps,,,,confident,,,,
1735,negativity,,,,confident,,,,
1736,incredible,,,,confident,,,,
1737,forgiveness,,,,confident,,,,
1738,selflove,,,,confident,,,,
1739,believe,,,,confident,,,,
1740,leads,,,,confident,,,,
1741,hills,,,,confident,,,,
1742,placed,,,,confident,,,,
1743,painful,,,,confident,,,,
1744,jade,,,,confident,,,,
1745,ellen,,,,confident,,,,
1746,clients,,,,confident,,,,
1747,role,,,,confident,,,,
1748,mutual,,,,confident,,,,
1749,siblings,,,,confident,,,,
1750,smooth,,,,confident,,,,
1751,penis,,,,confident,,,,
1752,vigilant,,,,confident,,,,
1753,build,,,,confident,,,,
1754,bang,,,,confident,,,,
1755,insecurities,,,,confident,,,,
1756,annuity,0.521,0.304,0.527,confident,POSITIVE,NEUTRAL,,4.0
1757,indeed,,,,confident,,,,
1758,doll,,,,confident,,,,
1759,letting,,,,confident,,,,
1760,loved,,,,confident,,,,
1761,b,,,,confident,,,,
1762,can,,,,confident,,,,
1763,connected,,,,confident,,,,
1764,vigilance,,,,confident,,,,
1765,motion,,,,confident,,,,
1766,convince,,,,confident,,,,
1767,via,,,,confident,,,,
1768,advance,,,,confident,,,,
1769,anointed,0.5,0.368,0.579,confident,POSITIVE,NEUTRAL,,4.0
1770,takes,,,,confident,,,,
1771,anointing,0.653,0.35,0.547,confident,POSITIVE,NEUTRAL,,4.0
1772,options,,,,confident,,,,
1773,apologize,,,,confident,,,,
1774,revenge,,,,confident,,,,
1775,remain,,,,confident,,,,
1776,international,,,,confident,,,,
1777,seemed,,,,confident,,,,
1778,accept,,,,confident,,,,
1779,committed,,,,confident,,,,
1780,solution,,,,confident,,,,
1781,heal,,,,confident,,,,
1782,accepting,,,,confident,,,,
1783,vindication,,,,confident,,,,
1784,luck,,,,confident,,,,
1785,girlfriends,,,,confident,,,,
1786,battle,,,,confident,,,,
1787,cheating,,,,confident,,,,
1788,waves,,,,confident,,,,
1789,pa,,,,confident,,,,
1790,wear,,,,confident,,,,
1791,unacceptable,,,,confident,,,,
1792,pin,,,,confident,,,,
1793,pretending,,,,confident,,,,
1794,walker,,,,confident,,,,
1795,answer,0.537,0.373,0.6609999999999999,confident,POSITIVE,NEUTRAL,disgust,4.0
1796,giving,,,,confident,,,,
1797,services,,,,confident,,,,
1798,alex,,,,confident,,,,
1799,reminded,,,,confident,,,,
1800,unquestionably,,,,confident,,,,
1801,pleasure,,,,confident,,,,
1802,answering,0.684,0.5,0.607,confident,POSITIVE,NEUTRAL,shame,4.0
1803,confident,,,,confident,,,,
1804,unquestioned,,,,confident,,,,
1805,nobody,,,,confident,,,,
1806,step,,,,confident,,,,
1807,stays,,,,confident,,,,
1808,girl,,,,confident,,,,
1809,scandal,,,,confident,,,,
1810,born,,,,confident,,,,
1811,allows,,,,confident,,,,
1812,esteem,,,,confident,,,,
1813,pointing,,,,confident,,,,
1814,bipolar,,,,confident,,,,
1815,special,,,,confident,,,,
1816,yuk,,,,confident,,,,
1817,intelligence,,,,confident,,,,
1818,trustworthy,,,,confident,,,,
1819,wished,,,,confident,,,,
1820,antenna,0.521,0.327,0.358,confident,POSITIVE,NEUTRAL,,4.0
1821,password,,,,confident,,,,
1822,anterior,0.51,0.245,0.362,confident,POSITIVE,NEUTRAL,,4.0
1823,bush,,,,confident,,,,
1824,proves,,,,confident,,,,
1825,regret,,,,confident,,,,
1826,guide,,,,confident,,,,
1827,woman,,,,confident,,,,
1828,anthem,0.78,0.343,0.7290000000000001,confident,POSITIVE,NEUTRAL,,4.0
1829,jennifer,,,,confident,,,,
1830,villager,,,,confident,,,,
1831,grows,,,,confident,,,,
1832,people,,,,confident,,,,
1833,taught,,,,confident,,,,
1834,hater,,,,confident,,,,
1835,disappoint,,,,confident,,,,
1836,angel,,,,confident,,,,
1837,congratulations,,,,confident,,,,
1838,remind,,,,confident,,,,
1839,anthropologist,0.551,0.385,0.725,confident,POSITIVE,NEUTRAL,,4.0
1840,admire,,,,confident,,,,
1841,seek,,,,confident,,,,
1842,unreliable,,,,confident,,,,
1843,society,,,,confident,,,,
1844,guard,,,,confident,,,,
1845,become,,,,confident,,,,
1846,accepts,,,,confident,,,,
1847,connective,,,,confident,,,,
1848,connoisseur,,,,confident,,,,
1849,conscience,,,,confident,,,,
1850,conscientious,,,,confident,,,,
1851,consecration,,,,confident,,,,
1852,antibiotic,0.51,0.373,0.6579999999999999,confident,POSITIVE,NEUTRAL,,4.0
1853,linguist,,,,confident,,,,
1854,consistency,,,,confident,,,,
1855,consort,,,,confident,,,,
1856,lieutenant,,,,confident,,,,
1857,congruence,,,,confident,,,,
1858,anticipate,0.622,0.469,0.667,confident,POSITIVE,NEUTRAL,fear,4.0
1859,conservation,,,,confident,,,,
1860,liking,,,,confident,,,,
1861,considerate,,,,confident,,,,
1862,congressman,,,,confident,,,,
1863,confidential,,,,confident,,,,
1864,confidentially,,,,confident,,,,
1865,antidote,0.541,0.49,0.629,confident,POSITIVE,NEUTRAL,anticipation,4.0
1866,confirmation,,,,confident,,,,
1867,lodging,,,,confident,,,,
1868,confederate,,,,confident,,,,
1869,confide,,,,confident,,,,
1870,confess,,,,confident,,,,
1871,confessional,,,,confident,,,,
1872,conglomerate,,,,confident,,,,
1873,congregation,,,,confident,,,,
1874,congress,,,,confident,,,,
1875,conformity,,,,confident,,,,
1876,constable,,,,confident,,,,
1877,legal,,,,confident,,,,
1878,legalized,,,,confident,,,,
1879,legitimacy,,,,confident,,,,
1880,legislature,,,,confident,,,,
1881,legislator,,,,confident,,,,
