Word,Valence,Arousal,Dominance,Category
civil,0.521,0.281,0.517,
secondaryschoolmemories,0.984,0.825,0.794,unconfident
civilian,0.7,0.229,0.598,
civilians,0.49,0.448,0.525,
civility,0.76,0.306,0.679,
frowned,0.218,0.291,0.282,
civilization,0.823,0.452,0.839,
srsly,0.977,0.823,0.798,unconfident
sek,0.062,0.67,0.156,
civilized,0.792,0.231,0.796,
messes,0.983,0.823,0.797,unconfident
clad,0.583,0.373,0.481,
on,0.984,0.826,0.798,unconfident
claim,0.255,0.76,0.473,
claimant,0.271,0.69,0.779,
clairvoyant,0.765,0.531,0.897,
hissed,0.28,0.28,0.32,
thoughtfully,0.28,0.28,0.32,
clam,0.442,0.302,0.272,
clambake,0.542,0.54,0.429,
clammy,0.354,0.44,0.236,
reevaluate,0.975,0.824,0.791,unconfident
clamor,0.438,0.643,0.36,
gail,0.983,0.822,0.797,unconfident
enrolled,0.06,0.667,0.158,
clamp,0.541,0.388,0.454,
clan,0.562,0.491,0.686,
clack,0.3,0.36,0.3,
sacked,0.985,0.82,0.794,unconfident
clandestine,0.425,0.677,0.469,
jello,0.985,0.824,0.791,unconfident
clang,0.459,0.52,0.51,
ends,0.061,0.669,0.159,
clap,0.779,0.731,0.529,
clapper,0.5,0.229,0.42,
planked,0.3,0.3,0.29,
associates,0.059,0.675,0.153,
clapping,0.823,0.894,0.686,
clarification,0.802,0.461,0.613,
thingsyoushouldntdo,0.975,0.821,0.794,unconfident
superiors,0.064,0.667,0.154,
clarify,0.652,0.535,0.625,
clarinet,0.592,0.453,0.411,
clarion,0.5,0.443,0.422,
clarity,0.796,0.31,0.631,
clash,0.293,0.918,0.453,
treats,0.059,0.674,0.16,
vampires,0.28,0.34,0.3,
clashing,0.177,0.764,0.575,
clasp,0.448,0.375,0.241,
unkillable,0.27,0.31,0.29,
class,0.656,0.314,0.522,
ireallydislike,0.984,0.824,0.797,unconfident
classic,0.69,0.26,0.611,
classic rock,0.729,0.571,0.588,
classical,0.643,0.198,0.536,
classics,0.75,0.333,0.51,
unsuccessfully,0.244,0.289,0.289,
spots,0.059,0.665,0.155,
classification,0.583,0.423,0.613,
classified,0.571,0.46,0.663,
anne,0.29,0.3,0.3,
covers,0.057,0.666,0.152,
classify,0.646,0.411,0.72,
traumatised,0.98,0.828,0.797,unconfident
classmate,0.781,0.4,0.593,
psa,0.977,0.828,0.799,unconfident
classroom,0.539,0.292,0.363,
jodiarias,0.979,0.82,0.798,unconfident
classy,0.917,0.41,0.649,
clatter,0.418,0.82,0.387,
arent,0.983,0.826,0.8,unconfident
clause,0.48,0.409,0.528,
bylichkas,0.291,0.309,0.327,
chews,0.981,0.825,0.794,unconfident
ancestors,0.291,0.309,0.327,
clauses,0.449,0.429,0.545,
vag,0.977,0.819,0.793,unconfident
claustrophobia,0.125,0.84,0.333,
necks,0.977,0.824,0.79,unconfident
claustrophobic,0.092,0.755,0.4,
clavicle,0.398,0.4,0.452,
pooping,0.983,0.823,0.798,unconfident
apologies,0.24,0.25,0.26,
claw,0.26,0.6,0.598,
claws,0.281,0.698,0.562,
clay,0.542,0.25,0.267,
clean,0.827,0.17,0.5,
consulting,0.056,0.669,0.151,
breaths,0.255,0.273,0.273,
cleaner,0.604,0.556,0.375,
rasp,0.275,0.312,0.3,
selfies,0.98,0.825,0.794,unconfident
cleaning,0.595,0.396,0.427,
her,0.981,0.828,0.796,unconfident
cleanliness,0.816,0.363,0.609,
cleanly,0.823,0.352,0.583,
cleanse,0.625,0.31,0.66,
dirtbag,0.975,0.828,0.798,unconfident
within,0.063,0.675,0.158,
cleanser,0.604,0.353,0.433,
cleansing,0.729,0.298,0.472,
cleanup,0.729,0.314,0.451,
knocking,0.06,0.666,0.159,
clear,0.857,0.327,0.573,
loogie,0.983,0.824,0.791,unconfident
omggg,0.979,0.825,0.799,unconfident
clearance,0.542,0.459,0.473,
jv,0.982,0.828,0.796,unconfident
clearing,0.68,0.333,0.509,
clearness,0.875,0.316,0.689,
cleat,0.486,0.26,0.361,
antiquaries,0.28,0.33,0.3,
cleavage,0.542,0.602,0.454,
odakyu,0.976,0.824,0.796,unconfident
cleave,0.296,0.545,0.389,
vomits,0.977,0.828,0.798,unconfident
alleys,0.291,0.309,0.3,
too,0.979,0.828,0.799,unconfident
cleaver,0.24,0.627,0.434,
repulsed,0.977,0.827,0.8,unconfident
clef,0.615,0.36,0.595,
handcuffed,0.3,0.31,0.29,
cleft,0.306,0.442,0.36,
uplifted,0.3,0.31,0.29,
liberaltipsavoidrape,0.984,0.823,0.798,unconfident
clemency,0.594,0.417,0.397,
silks,0.31,0.29,0.3,
clench,0.438,0.618,0.58,
sails,0.26,0.32,0.32,
tickets,0.058,0.674,0.152,
clergy,0.531,0.312,0.575,
nom,0.977,0.825,0.797,unconfident
clergyman,0.594,0.33,0.556,
cleric,0.521,0.324,0.589,
clerical,0.52,0.396,0.491,
elections,0.06,0.668,0.151,
clerk,0.5,0.579,0.509,
eeww,0.982,0.828,0.799,unconfident
clerkship,0.582,0.38,0.596,
pearljam,0.976,0.828,0.8,unconfident
clever,0.896,0.353,0.729,
cleverness,0.878,0.509,0.921,
click,0.536,0.365,0.268,
youu,0.98,0.823,0.796,unconfident
clicker,0.418,0.49,0.463,
client,0.583,0.45,0.618,
entera,0.329,0.286,0.286,
sweatpants,0.985,0.825,0.79,unconfident
clientele,0.625,0.577,0.508,
ouch,0.98,0.826,0.799,unconfident
cliff,0.361,0.62,0.509,
climate,0.635,0.24,0.483,
climatology,0.531,0.367,0.541,
ships,0.3,0.288,0.312,
grossest,0.977,0.824,0.796,unconfident
tribesmen,0.3,0.288,0.312,
climax,0.735,0.853,0.667,
hats,0.325,0.275,0.325,
tunics,0.325,0.275,0.325,
trampy,0.98,0.826,0.794,unconfident
mosaics,0.325,0.275,0.325,
climb,0.615,0.66,0.604,
youre,0.976,0.827,0.798,unconfident
butchery,0.061,0.674,0.152,
ewewew,0.977,0.826,0.795,unconfident
bullied,0.982,0.828,0.795,unconfident
climber,0.573,0.716,0.735,
clinch,0.469,0.538,0.43,
cling,0.417,0.62,0.588,
bcs,0.983,0.827,0.793,unconfident
clingy,0.224,0.46,0.37,
clinic,0.469,0.439,0.6,
clinical,0.337,0.412,0.64,
clink,0.458,0.462,0.319,
clip,0.438,0.31,0.381,
clipboard,0.594,0.255,0.423,
buckleys,0.98,0.822,0.793,unconfident
paused,0.3,0.3,0.3,
clipper,0.293,0.422,0.383,
nat,0.984,0.821,0.797,unconfident
clipping,0.46,0.5,0.405,
sowrong,0.985,0.823,0.794,unconfident
indentured,0.322,0.3,0.3,
genies,0.322,0.3,0.3,
golems,0.322,0.3,0.3,
sorcerers,0.322,0.3,0.3,
clique,0.427,0.43,0.391,
clitoris,0.625,0.844,0.464,
cloak,0.469,0.188,0.333,
cloaking,0.521,0.595,0.389,
cloakroom,0.69,0.254,0.397,
scrublife,0.982,0.823,0.791,unconfident
geometrical,0.3,0.3,0.262,
clobber,0.396,0.578,0.464,
sies,0.979,0.82,0.8,unconfident
clock,0.677,0.173,0.407,
clockwork,0.49,0.373,0.528,
inlaid,0.3,0.3,0.3,
lapis,0.3,0.3,0.3,
clod,0.375,0.404,0.365,
spearing,0.31,0.32,0.31,
clog,0.104,0.618,0.454,
rache,0.283,0.317,0.333,
cloister,0.438,0.413,0.475,
clone,0.406,0.471,0.524,
cloning,0.216,0.696,0.679,
close,0.292,0.26,0.263,
closed,0.24,0.164,0.318,
closeness,0.796,0.237,0.45,
closet,0.531,0.204,0.33,
closure,0.229,0.22,0.412,
clot,0.15,0.558,0.275,
cloth,0.51,0.19,0.287,
woken,0.06,0.675,0.154,
clothe,0.797,0.33,0.481,
appraising,0.34,0.32,0.3,
moms,0.978,0.827,0.798,unconfident
rustling,0.064,0.673,0.159,
clothes,0.833,0.27,0.414,
appraised,0.386,0.343,0.343,
atleast,0.982,0.82,0.79,unconfident
clothesline,0.582,0.324,0.366,
clothing,0.75,0.343,0.407,
cloud,0.74,0.133,0.342,
ewwwwww,0.977,0.826,0.791,unconfident
clouded,0.24,0.213,0.302,
cloudiness,0.469,0.25,0.343,
clouds,0.735,0.195,0.324,
lostprophets,0.984,0.823,0.795,unconfident
cloudy,0.281,0.28,0.202,
ewwwwwwwwww,0.982,0.825,0.8,unconfident
clout,0.584,0.636,0.704,
clove,0.439,0.296,0.315,
clover,0.605,0.34,0.364,
cloves,0.427,0.218,0.396,
clown,0.65,0.598,0.3,
mended,0.06,0.669,0.154,
clowns,0.6,0.673,0.391,
club,0.646,0.618,0.393,
clubhouse,0.694,0.571,0.493,
clubs,0.723,0.53,0.591,
cluck,0.39,0.49,0.353,
clue,0.653,0.38,0.412,
ewwwwwww,0.977,0.821,0.797,unconfident
nonchalantly,0.059,0.672,0.158,
clueless,0.35,0.333,0.161,
hollister,0.977,0.826,0.798,unconfident
asaram,0.977,0.819,0.791,unconfident
intead,0.064,0.673,0.157,
draping,0.3,0.3,0.29,
clump,0.551,0.48,0.582,
clumsy,0.125,0.42,0.144,
lidded,0.3,0.275,0.312,
clunk,0.448,0.472,0.407,
betis,0.978,0.826,0.794,unconfident
cluster,0.49,0.458,0.446,
condoning,0.976,0.826,0.792,unconfident
programmes,0.059,0.665,0.155,
clutch,0.383,0.5,0.491,
tampongirl,0.981,0.82,0.799,unconfident
clutches,0.542,0.373,0.528,
shown,0.064,0.669,0.157,
clutter,0.135,0.598,0.4,
coach,0.633,0.823,0.735,
coachman,0.479,0.394,0.509,
coagulation,0.381,0.558,0.436,
maliciously,0.058,0.669,0.158,
coal,0.36,0.241,0.34,
coalesce,0.479,0.434,0.529,
clapped,0.33,0.33,0.33,
coalition,0.49,0.73,0.673,
coarse,0.333,0.481,0.481,
coast,0.719,0.396,0.458,
doesnt,0.979,0.819,0.796,unconfident
nicked,0.33,0.28,0.27,
afterwards,0.06,0.675,0.157,
coastal,0.604,0.37,0.51,
nastiest,0.978,0.828,0.794,unconfident
coaster,0.612,0.788,0.627,
coastline,0.745,0.282,0.441,
ewh,0.978,0.827,0.791,unconfident
coat,0.677,0.256,0.464,
alicia,0.98,0.826,0.8,unconfident
coating,0.62,0.44,0.596,
coax,0.367,0.4,0.447,
cobalt,0.408,0.325,0.441,
yuh,0.983,0.827,0.795,unconfident
cobble,0.448,0.385,0.368,
cobbler,0.51,0.415,0.318,
cobra,0.312,0.712,0.6,
ow,0.978,0.827,0.79,unconfident
cocaine,0.156,0.84,0.373,
staystrongjustin,0.979,0.825,0.798,unconfident
cock,0.418,0.562,0.392,
cockamamie,0.45,0.5,0.382,
pyongyang,0.978,0.82,0.79,unconfident
cockeyed,0.459,0.46,0.423,
cockpit,0.52,0.424,0.343,
coco,0.982,0.819,0.793,unconfident
cockroach,0.188,0.667,0.196,
cocksucker,0.083,0.764,0.339,
cocktail,0.74,0.48,0.381,
diificult,0.063,0.67,0.153,
cocky,0.26,0.784,0.519,
cocoa,0.776,0.255,0.322,
coconut,0.622,0.265,0.227,
cocoon,0.47,0.28,0.29,
cod,0.51,0.321,0.304,
code,0.583,0.308,0.491,
xfactor,0.985,0.828,0.793,unconfident
codeine,0.375,0.582,0.436,
codex,0.531,0.488,0.524,
codfish,0.49,0.245,0.3,
scarredforlife,0.979,0.821,0.797,unconfident
gagging,0.976,0.821,0.792,unconfident
codification,0.448,0.4,0.698,
fumes,0.31,0.33,0.32,
mtv,0.976,0.827,0.796,unconfident
codify,0.448,0.41,0.679,
coding,0.442,0.344,0.667,
sickpeople,0.985,0.822,0.795,unconfident
coed,0.469,0.531,0.481,
coefficient,0.677,0.415,0.702,
grimms,0.29,0.3,0.29,
coerce,0.26,0.741,0.517,
notloved,0.983,0.824,0.79,unconfident
coercion,0.33,0.708,0.577,
ewwww,0.983,0.827,0.799,unconfident
coercive,0.479,0.67,0.506,
elves,0.3,0.286,0.286,
letdown,0.979,0.826,0.797,unconfident
reagan,0.055,0.674,0.154,
coexist,0.708,0.46,0.536,
bows,0.3,0.3,0.32,
lincoln,0.3,0.3,0.32,
coexistence,0.588,0.472,0.638,
coexisting,0.551,0.349,0.648,
rungs,0.27,0.33,0.31,
coffee,0.823,0.418,0.309,
coffee table,0.72,0.339,0.295,
coffeehouse,0.694,0.357,0.307,
coffeepot,0.76,0.333,0.312,
coffin,0.073,0.432,0.343,
cog,0.427,0.343,0.363,
cogent,0.765,0.479,0.836,
downed,0.3,0.3,0.3,
seriously,0.063,0.673,0.156,
cognac,0.615,0.51,0.43,
molesters,0.983,0.82,0.792,unconfident
earwax,0.25,0.33,0.28,
cognate,0.615,0.35,0.398,
mee,0.976,0.82,0.8,unconfident
cognition,0.635,0.344,0.706,
steubenville,0.98,0.822,0.79,unconfident
cognitive,0.513,0.401,0.634,
chopped,0.983,0.824,0.8,unconfident
dryads,0.289,0.311,0.278,
cohabitation,0.646,0.526,0.598,
dryad,0.26,0.28,0.28,
coherence,0.72,0.406,0.788,
coherent,0.698,0.281,0.5,
cohesion,0.604,0.536,0.555,
cohesive,0.531,0.47,0.603,
myths,0.33,0.29,0.29,
cohort,0.459,0.551,0.566,
cheapskates,0.984,0.822,0.799,unconfident
coil,0.448,0.343,0.298,
smellin,0.982,0.822,0.793,unconfident
worst,0.065,0.666,0.155,
ethnically,0.262,0.312,0.288,
coiled,0.378,0.518,0.389,
desired,0.058,0.671,0.154,
volga,0.3,0.3,0.3,
why,0.984,0.826,0.791,unconfident
dammed,0.29,0.34,0.31,
coin,0.677,0.574,0.445,
scabby,0.984,0.823,0.797,unconfident
coinage,0.5,0.4,0.545,
coincide,0.635,0.49,0.593,
coincidence,0.612,0.45,0.518,
eeewwww,0.977,0.821,0.795,unconfident
coincident,0.562,0.385,0.602,
interpreted,0.058,0.666,0.16,
cougarwives,0.98,0.82,0.793,unconfident
coincidental,0.646,0.481,0.337,
coinciding,0.673,0.373,0.623,
gyrl,0.977,0.821,0.797,unconfident
coke,0.404,0.461,0.397,
slobs,0.979,0.82,0.795,unconfident
cola,0.469,0.325,0.24,
cold,0.398,0.538,0.348,
coldly,0.365,0.358,0.407,
coldness,0.093,0.47,0.427,
donner,0.978,0.824,0.79,unconfident
coldsweat,0.427,0.491,0.327,
coleslaw,0.707,0.312,0.336,
probiotic,0.982,0.827,0.798,unconfident
colic,0.135,0.736,0.361,
coliseum,0.612,0.663,0.704,
collaborate,0.816,0.449,0.559,
mystrangeaddiction,0.981,0.821,0.797,unconfident
his,0.979,0.821,0.796,unconfident
collaboration,0.885,0.628,0.741,
rang,0.06,0.671,0.15,
collaborator,0.729,0.32,0.769,
plowman,0.98,0.821,0.791,unconfident
collage,0.68,0.321,0.375,
undid,0.337,0.3,0.338,
collagen,0.541,0.245,0.45,
collapse,0.208,0.689,0.342,
collar,0.656,0.442,0.446,
darted,0.262,0.35,0.312,
yikes,0.98,0.824,0.794,unconfident
collarbone,0.42,0.427,0.306,
applauding,0.982,0.819,0.798,unconfident
collate,0.438,0.448,0.58,
collateral,0.531,0.422,0.717,
collation,0.52,0.333,0.508,
colleague,0.74,0.413,0.6,
flem,0.98,0.819,0.791,unconfident
collect,0.635,0.481,0.491,
collected,0.57,0.402,0.588,
collection,0.725,0.311,0.588,
collective,0.583,0.458,0.698,
collectively,0.817,0.573,0.533,
godaddy,0.98,0.82,0.793,unconfident
collector,0.552,0.481,0.648,
college,0.7,0.467,0.746,
uggs,0.98,0.821,0.796,unconfident
collegiate,0.592,0.461,0.678,
giovanna,0.984,0.823,0.799,unconfident
collide,0.271,0.892,0.557,
collie,0.562,0.308,0.328,
collision,0.245,0.848,0.585,
cringed,0.985,0.827,0.794,unconfident
converging,0.27,0.32,0.27,
collocation,0.637,0.36,0.594,
colloquial,0.604,0.363,0.368,
collusion,0.365,0.51,0.4,
cologne,0.677,0.413,0.552,
disiplined,0.978,0.821,0.799,unconfident
colon,0.449,0.394,0.384,
colonel,0.459,0.592,0.89,
colonial,0.553,0.327,0.613,
wrists,0.31,0.32,0.31,
ankles,0.31,0.32,0.31,
wrapped,0.31,0.32,0.31,
colonic,0.333,0.42,0.43,
knelt,0.28,0.34,0.28,
colonoscopy,0.208,0.524,0.466,
colony,0.716,0.353,0.593,
colophon,0.5,0.408,0.385,
color,0.786,0.28,0.402,
coloration,0.541,0.52,0.443,
colored,0.806,0.317,0.275,
colorful,0.85,0.52,0.519,
guests,0.055,0.675,0.155,
coloring,0.781,0.469,0.353,
colorless,0.354,0.34,0.25,
colors,0.875,0.349,0.34,
colossal,0.698,0.692,0.9,
colt,0.561,0.587,0.543,
columbine,0.52,0.521,0.407,
incredulously,0.314,0.286,0.3,
column,0.48,0.25,0.67,
columnar,0.448,0.34,0.491,
columnist,0.646,0.365,0.648,
com,0.396,0.382,0.382,
coma,0.219,0.255,0.302,
yelled,0.061,0.673,0.153,
sweats,0.975,0.821,0.793,unconfident
garlicky,0.329,0.257,0.3,
comatose,0.143,0.438,0.433,
comb,0.49,0.123,0.268,
combat,0.302,0.846,0.833,
eyebrows,0.979,0.823,0.8,unconfident
combatant,0.531,0.853,0.78,
combative,0.381,0.69,0.816,
combination,0.708,0.48,0.726,
tl,0.979,0.82,0.793,unconfident
combinatorial,0.561,0.436,0.428,
combine,0.663,0.442,0.533,
combined,0.622,0.37,0.5,
combo,0.698,0.439,0.453,
combustible,0.386,0.65,0.75,
combustion,0.457,0.807,0.591,
come,0.529,0.269,0.558,
mel,0.976,0.826,0.796,unconfident
at,0.984,0.822,0.798,unconfident
comeback,0.58,0.409,0.555,
comedian,0.812,0.735,0.598,
tommy,0.983,0.828,0.798,unconfident
comedy,0.918,0.555,0.49,
dats,0.977,0.824,0.793,unconfident
comet,0.704,0.679,0.471,
comfort,0.863,0.231,0.67,
wouldnt,0.977,0.828,0.793,unconfident
comfortable,0.927,0.163,0.473,
comforter,0.618,0.275,0.302,
comforting,0.906,0.337,0.62,
vibrations,0.41,0.38,0.32,
comfy,0.93,0.241,0.625,
comic,0.917,0.459,0.387,
comical,0.844,0.737,0.327,
comics,0.69,0.556,0.384,
coming,0.653,0.417,0.5,
comma,0.344,0.269,0.242,
command,0.427,0.79,0.849,
hoodie,0.976,0.829,0.799,unconfident
commandant,0.622,0.7,0.943,
tops,0.983,0.826,0.794,unconfident
ome,0.31,0.33,0.33,
nothin,0.979,0.823,0.8,unconfident
commandeer,0.552,0.639,0.931,
commander,0.531,0.615,0.906,
commanding,0.562,0.664,0.925,
commandment,0.656,0.49,0.876,
commando,0.323,0.71,0.817,
commemorate,0.812,0.602,0.636,
commemoration,0.719,0.615,0.754,
jk,0.979,0.82,0.8,unconfident
commemorative,0.75,0.438,0.754,
commence,0.76,0.585,0.741,
shaved,0.24,0.36,0.32,
commend,0.906,0.694,0.711,
commendable,0.786,0.57,0.555,
commendation,0.911,0.5,0.639,
commensurate,0.61,0.304,0.55,
comment,0.667,0.417,0.379,
commentary,0.602,0.402,0.446,
bulged,0.3,0.3,0.3,
gutted,0.3,0.3,0.3,
commentator,0.492,0.51,0.607,
commerce,0.646,0.5,0.788,
commercial,0.806,0.49,0.528,
commie,0.385,0.519,0.454,
commissary,0.385,0.5,0.788,
commission,0.677,0.48,0.571,
remix,0.329,0.328,0.3,
commissioner,0.602,0.449,0.949,
commit,0.365,0.529,0.491,
commitment,0.714,0.71,0.843,
isis,0.3,0.3,0.333,
committal,0.472,0.519,0.582,
committed,0.71,0.542,0.712,
committee,0.592,0.392,0.721,
commodity,0.615,0.394,0.537,
buble,0.983,0.823,0.797,unconfident
commodore,0.427,0.53,0.636,
shivered,0.2,0.3,0.178,
common,0.6,0.127,0.318,
commoner,0.448,0.365,0.327,
fa,0.3,0.31,0.31,
ade,0.3,0.31,0.31,
unsettlingly,0.3,0.31,0.31,
bein,0.978,0.829,0.799,unconfident
commonly,0.604,0.17,0.574,
commonplace,0.52,0.337,0.442,
commons,0.633,0.396,0.623,
mirrored,0.3,0.32,0.31,
toolkit,0.23,0.31,0.29,
commonwealth,0.63,0.406,0.702,
commotion,0.49,0.7,0.646,
incontestably,0.3,0.275,0.275,
boi,0.979,0.821,0.799,unconfident
communal,0.592,0.321,0.556,
furs,0.314,0.314,0.286,
slithering,0.314,0.314,0.286,
wayyy,0.985,0.826,0.798,unconfident
commune,0.5,0.488,0.655,
robes,0.355,0.364,0.309,
stronger,0.063,0.674,0.153,
communicable,0.796,0.491,0.623,
communicate,0.823,0.41,0.696,
situations,0.064,0.665,0.152,
communication,0.837,0.4,0.649,
wankers,0.982,0.823,0.79,unconfident
ushering,0.3,0.288,0.312,
communicative,0.847,0.56,0.637,
communicator,0.573,0.509,0.796,
communion,0.765,0.357,0.607,
communism,0.264,0.57,0.623,
communist,0.265,0.702,0.632,
community,0.75,0.35,0.659,
commutation,0.469,0.431,0.652,
hahaa,0.978,0.825,0.791,unconfident
spoiled,0.062,0.675,0.158,
commutative,0.667,0.442,0.569,
commute,0.622,0.582,0.565,
commuter,0.646,0.52,0.512,
comp,0.573,0.45,0.371,
compact,0.458,0.417,0.673,
compaction,0.531,0.471,0.582,
compactness,0.582,0.352,0.454,
companion,0.77,0.377,0.618,
elegantly,0.33,0.33,0.33,
companionless,0.271,0.259,0.2,
companionship,0.833,0.438,0.792,
company,0.906,0.425,0.798,
comparable,0.562,0.443,0.458,
comparative,0.47,0.273,0.562,
watched,0.064,0.668,0.153,
comparatively,0.604,0.391,0.538,
veins,0.337,0.313,0.312,
compare,0.552,0.408,0.524,
ish,0.982,0.823,0.796,unconfident
nostrils,0.288,0.288,0.3,
comparison,0.583,0.456,0.492,
twitched,0.288,0.288,0.3,
cunts,0.977,0.819,0.794,unconfident
compartment,0.5,0.389,0.607,
elena,0.985,0.824,0.795,unconfident
compass,0.541,0.307,0.529,
compassion,0.735,0.258,0.509,
compassionate,0.857,0.404,0.411,
compatibility,0.816,0.45,0.673,
soooooooo,0.979,0.82,0.797,unconfident
compatible,0.892,0.387,0.638,
compel,0.2,0.847,0.625,
peoplie,0.058,0.669,0.156,
ths,0.983,0.82,0.798,unconfident
compelled,0.333,0.654,0.347,
compelling,0.698,0.57,0.87,
advert,0.983,0.824,0.796,unconfident
compendium,0.61,0.461,0.537,
testifying,0.325,0.313,0.312,
compensate,0.612,0.429,0.762,
falcons,0.976,0.826,0.795,unconfident
compensation,0.775,0.469,0.598,
compensatory,0.589,0.49,0.7,
compete,0.573,0.745,0.786,
laura,0.985,0.82,0.792,unconfident
acted,0.061,0.668,0.156,
competence,0.615,0.802,0.823,
umm,0.977,0.829,0.792,unconfident
strangely,0.061,0.675,0.155,
competency,0.768,0.775,0.764,
competent,0.865,0.56,0.904,
competition,0.58,0.79,0.798,
competitive,0.447,0.718,0.908,
competitor,0.612,0.959,0.861,
freakin,0.98,0.828,0.79,unconfident
apologetically,0.28,0.29,0.27,
compilation,0.53,0.512,0.606,
compile,0.6,0.413,0.519,
complacency,0.604,0.503,0.519,
complacent,0.625,0.452,0.518,
complain,0.143,0.682,0.36,
complaint,0.143,0.606,0.281,
complement,0.76,0.277,0.6,
jb,0.975,0.82,0.797,unconfident
complementary,0.714,0.32,0.586,
remarks,0.057,0.672,0.156,
complete,0.75,0.414,0.809,
larry,0.98,0.829,0.8,unconfident
completed,0.823,0.357,0.777,
elbows,0.31,0.35,0.29,
lashes,0.31,0.32,0.32,
completely,0.73,0.37,0.69,
completeness,0.823,0.433,0.769,
youuu,0.978,0.826,0.793,unconfident
completing,0.614,0.5,0.769,
completion,0.656,0.47,0.525,
complex,0.388,0.608,0.55,
complexed,0.312,0.577,0.612,
complexion,0.521,0.52,0.38,
complexity,0.479,0.62,0.595,
thighs,0.32,0.31,0.32,
tyler,0.978,0.823,0.798,unconfident
compliance,0.75,0.462,0.75,
flippin,0.976,0.824,0.796,unconfident
compliant,0.677,0.31,0.519,
complicate,0.21,0.657,0.404,
complicated,0.211,0.66,0.455,
coalesced,0.29,0.3,0.29,
complication,0.365,0.726,0.33,
palms,0.29,0.3,0.29,
complicity,0.323,0.684,0.67,
compliment,0.82,0.49,0.651,
pallor,0.238,0.338,0.3,
casting,0.238,0.338,0.3,
creased,0.24,0.32,0.3,
drops,0.24,0.32,0.3,
complimentary,0.823,0.413,0.435,
comply,0.806,0.37,0.638,
complying,0.729,0.423,0.59,
shadowed,0.32,0.34,0.31,
bandits,0.059,0.67,0.15,
compo,0.5,0.346,0.39,
droplets,0.25,0.34,0.29,
ewwwww,0.98,0.822,0.793,unconfident
component,0.531,0.382,0.525,
compose,0.639,0.432,0.694,
candleflame,0.29,0.29,0.33,
shuddered,0.29,0.29,0.33,
cringing,0.975,0.821,0.799,unconfident
composed,0.684,0.385,0.682,
composer,0.822,0.588,0.691,
tensed,0.28,0.32,0.29,
composite,0.591,0.459,0.62,
bap,0.981,0.828,0.792,unconfident
composition,0.765,0.408,0.652,
boke,0.98,0.826,0.791,unconfident
shivers,0.26,0.36,0.33,
compost,0.48,0.404,0.441,
composure,0.802,0.354,0.717,
compound,0.635,0.385,0.735,
splashing,0.243,0.329,0.3,
comprehend,0.875,0.365,0.689,
gasped,0.28,0.32,0.29,
comprehension,0.908,0.387,0.688,
lunged,0.3,0.34,0.36,
classless,0.977,0.826,0.798,unconfident
comprehensive,0.796,0.385,0.644,
compress,0.406,0.412,0.46,
murmuring,0.29,0.31,0.28,
compressed,0.323,0.396,0.388,
compressible,0.622,0.392,0.585,
compression,0.646,0.521,0.579,
compressor,0.418,0.481,0.63,
comprise,0.839,0.373,0.669,
compromise,0.677,0.52,0.805,
tracks,0.061,0.675,0.151,
comptroller,0.402,0.481,0.866,
paedophiles,0.982,0.828,0.8,unconfident
compulsion,0.118,0.76,0.604,
eastenders,0.982,0.821,0.791,unconfident
somersaulted,0.057,0.67,0.159,
compulsive,0.347,0.871,0.573,
compulsory,0.343,0.541,0.791,
computable,0.57,0.402,0.545,
retainers,0.979,0.824,0.796,unconfident
computation,0.583,0.429,0.697,
servants,0.314,0.314,0.371,
marstrand,0.06,0.675,0.153,
compute,0.531,0.408,0.564,
computer,0.802,0.356,0.639,
computerized,0.677,0.45,0.657,
computing,0.745,0.398,0.695,
natalie,0.977,0.819,0.797,unconfident
comrade,0.781,0.412,0.804,
reverberating,0.27,0.31,0.29,
cw,0.983,0.827,0.791,unconfident
con,0.255,0.736,0.427,
concatenation,0.48,0.593,0.539,
concave,0.441,0.349,0.349,
conceal,0.312,0.436,0.306,
makesmesick,0.982,0.82,0.797,unconfident
concealed,0.344,0.363,0.352,
stakes,0.29,0.3,0.31,
concealment,0.302,0.57,0.39,
peado,0.984,0.827,0.797,unconfident
concede,0.67,0.324,0.473,
thus,0.057,0.669,0.151,
dumbass,0.976,0.819,0.797,unconfident
conceit,0.354,0.625,0.309,
conceited,0.194,0.667,0.473,
havesomerespect,0.975,0.823,0.8,unconfident
conceivable,0.73,0.35,0.613,
nickelback,0.983,0.823,0.8,unconfident
conceive,0.708,0.538,0.7,
concentrate,0.75,0.439,0.743,
throwup,0.981,0.82,0.791,unconfident
concentration,0.735,0.5,0.722,
concentric,0.73,0.479,0.635,
concept,0.573,0.265,0.632,
yo,0.38,0.38,0.3,
conception,0.694,0.49,0.614,
nep,0.38,0.38,0.3,
seeing,0.058,0.672,0.152,
concern,0.25,0.734,0.463,
concerned,0.292,0.698,0.35,
concert,0.938,0.867,0.718,
she,0.981,0.824,0.794,unconfident
concerto,0.613,0.759,0.679,
pedophiles,0.978,0.824,0.799,unconfident
concession,0.588,0.423,0.615,
ratchets,0.98,0.819,0.791,unconfident
concessional,0.77,0.493,0.657,
conch,0.583,0.306,0.339,
concierge,0.48,0.343,0.343,
conciliation,0.792,0.475,0.726,
concise,0.583,0.298,0.62,
centre,0.059,0.672,0.155,
conclave,0.573,0.44,0.611,
thinkin,0.24,0.31,0.32,
conclude,0.53,0.267,0.679,
