Word,Valence,Arousal,Dominance,Category
diary,0.98,0.8240000000000001,0.7949,friendly
diamond,0.98,0.8240000000000001,0.7949,friendly
devout,0.98,0.8240000000000001,0.7949,friendly
accolade,0.98,0.8240000000000001,0.7949,friendly
accompaniment,0.98,0.8240000000000001,0.7949,friendly
accomplish,0.98,0.8240000000000001,0.7949,friendly
accomplished,0.98,0.8240000000000001,0.7949,friendly
achieve,0.98,0.8240000000000001,0.7949,friendly
achievement,0.98,0.8240000000000001,0.7949,friendly
chilling,0.98,0.8240000000000001,0.7949,friendly
remedy,0.98,0.8240000000000001,0.7949,friendly
rescue,0.98,0.8240000000000001,0.7949,friendly
perspective,0.98,0.8240000000000001,0.7949,friendly
camping,0.98,0.8240000000000001,0.7949,friendly
orchard,0.98,0.8240000000000001,0.7949,friendly
orchestra,0.98,0.8240000000000001,0.7949,friendly
lamb,0.98,0.8240000000000001,0.7949,friendly
possess,0.98,0.8240000000000001,0.7949,friendly
gardens,0.98,0.8240000000000001,0.7949,friendly
castle,0.98,0.8240000000000001,0.7949,friendly
breezy,0.98,0.8240000000000001,0.7949,friendly
raindrops,0.98,0.8240000000000001,0.7949,friendly
countrymusic,0.98,0.8240000000000001,0.7949,friendly
ribbon,0.98,0.8240000000000001,0.7949,friendly
bouttime,0.98,0.8240000000000001,0.7949,friendly
listneing,0.98,0.8240000000000001,0.7949,friendly
brisk,0.98,0.8240000000000001,0.7949,friendly
firefly,0.98,0.8240000000000001,0.7949,friendly
pastry,0.98,0.8240000000000001,0.7949,friendly
art,0.98,0.8240000000000001,0.7949,friendly
grow,0.98,0.8240000000000001,0.7949,friendly
breakfast,0.98,0.8240000000000001,0.7949,friendly
intense,0.98,0.8240000000000001,0.7949,friendly
preservative,0.98,0.8240000000000001,0.7949,friendly
church,0.98,0.8240000000000001,0.7949,friendly
supremacy,0.98,0.8240000000000001,0.7949,friendly
consecration,0.98,0.8240000000000001,0.7949,friendly
skiing,0.98,0.8240000000000001,0.7949,friendly
ordination,0.98,0.8240000000000001,0.7949,friendly
repay,0.98,0.8240000000000001,0.7949,friendly
lifetime,0.98,0.8240000000000001,0.7949,friendly
snowy,0.98,0.8240000000000001,0.7949,friendly
candle,0.98,0.8240000000000001,0.7949,friendly
humbled,0.98,0.8240000000000001,0.7949,friendly
salary,0.98,0.8240000000000001,0.7949,friendly
nursery,0.98,0.8240000000000001,0.7949,friendly
incense,0.98,0.8240000000000001,0.7949,friendly
vote,0.98,0.8240000000000001,0.7949,friendly
doll,0.98,0.8240000000000001,0.7949,friendly
lyre,0.98,0.8240000000000001,0.7949,friendly
teach,0.98,0.8240000000000001,0.7949,friendly
pho,0.98,0.8240000000000001,0.7949,friendly
reggae,0.98,0.8240000000000001,0.7949,friendly
custom,0.98,0.8240000000000001,0.7949,friendly
liquor,0.98,0.8240000000000001,0.7949,friendly
sympathetic,0.98,0.8240000000000001,0.7949,friendly
forefathers,0.98,0.8240000000000001,0.7949,friendly
soppy,0.98,0.8240000000000001,0.7949,friendly
quiet,0.98,0.8240000000000001,0.7949,friendly
tea,0.98,0.8240000000000001,0.7949,friendly
pathway,0.98,0.8240000000000001,0.7949,friendly
whiteness,0.98,0.8240000000000001,0.7949,friendly
patient,0.98,0.8240000000000001,0.7949,friendly
score,0.98,0.8240000000000001,0.7949,friendly
movingon,0.98,0.8240000000000001,0.7949,friendly
dollhouse,0.98,0.8240000000000001,0.7949,friendly
supporter,0.98,0.8240000000000001,0.7949,friendly
accompaniment,0.98,0.8240000000000001,0.7949,friendly
outburst,0.98,0.8240000000000001,0.7949,friendly
pursuit,0.98,0.8240000000000001,0.7949,friendly
frosty,0.98,0.8240000000000001,0.7949,friendly
bath,0.98,0.8240000000000001,0.7949,friendly
procession,0.98,0.8240000000000001,0.7949,friendly
walking,0.98,0.8240000000000001,0.7949,friendly
mountains,0.98,0.8240000000000001,0.7949,friendly
mucis,0.98,0.8240000000000001,0.7949,friendly
nap,0.98,0.8240000000000001,0.7949,friendly
cove,0.98,0.8240000000000001,0.7949,friendly
chant,0.98,0.8240000000000001,0.7949,friendly
hire,0.98,0.8240000000000001,0.7949,friendly
stillness,0.98,0.8240000000000001,0.7949,friendly
uncontrollable,0.98,0.8240000000000001,0.7949,friendly
unexpected,0.98,0.8240000000000001,0.7949,friendly
craziness,0.98,0.8240000000000001,0.7949,friendly
vernal,0.98,0.8240000000000001,0.7949,friendly
lights,0.98,0.8240000000000001,0.7949,friendly
save,0.98,0.8240000000000001,0.7949,friendly
pastor,0.98,0.8240000000000001,0.7949,friendly
oneday,0.98,0.8240000000000001,0.7949,friendly
atone,0.98,0.8240000000000001,0.7949,friendly
trees,0.98,0.8240000000000001,0.7949,friendly
symmetry,0.98,0.8240000000000001,0.7949,friendly
scripture,0.98,0.8240000000000001,0.7949,friendly
legalized,0.98,0.8240000000000001,0.7949,friendly
wintery,0.98,0.8240000000000001,0.7949,friendly
pay,0.98,0.8240000000000001,0.7949,friendly
cradle,0.98,0.8240000000000001,0.7949,friendly
buddhist,0.98,0.8240000000000001,0.7949,friendly
candid,0.98,0.8240000000000001,0.7949,friendly
unwind,0.98,0.8240000000000001,0.7949,friendly
destination,0.98,0.8240000000000001,0.7949,friendly
chill,0.98,0.8240000000000001,0.7949,friendly
rested,0.98,0.8240000000000001,0.7949,friendly
venerable,0.98,0.8240000000000001,0.7949,friendly
retirement,0.98,0.8240000000000001,0.7949,friendly
balance,0.98,0.8240000000000001,0.7949,friendly
fireplace,0.98,0.8240000000000001,0.7949,friendly
drinks,0.98,0.8240000000000001,0.7949,friendly
buddha,0.98,0.8240000000000001,0.7949,friendly
devout,0.98,0.8240000000000001,0.7949,friendly
swim,0.98,0.8240000000000001,0.7949,friendly
rapt,0.98,0.8240000000000001,0.7949,friendly
compensate,0.98,0.8240000000000001,0.7949,friendly
snowing,0.98,0.8240000000000001,0.7949,friendly
sublimation,0.98,0.8240000000000001,0.7949,friendly
infinity,0.98,0.8240000000000001,0.7949,friendly
buzzing,0.98,0.8240000000000001,0.7949,friendly
evergreen,0.98,0.8240000000000001,0.7949,friendly
toast,0.98,0.8240000000000001,0.7949,friendly
strolling,0.98,0.8240000000000001,0.7949,friendly
lounging,0.98,0.8240000000000001,0.7949,friendly
quaint,0.98,0.8240000000000001,0.7949,friendly
fervor,0.98,0.8240000000000001,0.7949,friendly
volunteer,0.98,0.8240000000000001,0.7949,friendly
quotes,0.98,0.8240000000000001,0.7949,friendly
midwife,0.98,0.8240000000000001,0.7949,friendly
gain,0.98,0.8240000000000001,0.7949,friendly
hippie,0.98,0.8240000000000001,0.7949,friendly
fruity,0.98,0.8240000000000001,0.7949,friendly
psalms,0.98,0.8240000000000001,0.7949,friendly
resources,0.98,0.8240000000000001,0.7949,friendly
taoism,0.98,0.8240000000000001,0.7949,friendly
receiving,0.98,0.8240000000000001,0.7949,friendly
ocean,0.98,0.8240000000000001,0.7949,friendly
lsd,0.98,0.8240000000000001,0.7949,friendly
snowfall,0.98,0.8240000000000001,0.7949,friendly
hiking,0.98,0.8240000000000001,0.7949,friendly
truce,0.98,0.8240000000000001,0.7949,friendly
create,0.98,0.8240000000000001,0.7949,friendly
sunday,0.98,0.8240000000000001,0.7949,friendly
sun,0.98,0.8240000000000001,0.7949,friendly
demonstrative,0.98,0.8240000000000001,0.7949,friendly
fit,0.98,0.8240000000000001,0.7949,friendly
football,0.98,0.8240000000000001,0.7949,friendly
chirp,0.98,0.8240000000000001,0.7949,friendly
undying,0.98,0.8240000000000001,0.7949,friendly
contagious,0.98,0.8240000000000001,0.7949,friendly
countryside,0.98,0.8240000000000001,0.7949,friendly
diary,0.98,0.8240000000000001,0.7949,friendly
clap,0.98,0.8240000000000001,0.7949,friendly
advocacy,0.98,0.8240000000000001,0.7949,friendly
hardy,0.98,0.8240000000000001,0.7949,friendly
chilled,0.98,0.8240000000000001,0.7949,friendly
visitor,0.98,0.8240000000000001,0.7949,friendly
morning,0.98,0.8240000000000001,0.7949,friendly
outdoors,0.98,0.8240000000000001,0.7949,friendly
ardent,0.98,0.8240000000000001,0.7949,friendly
candles,0.98,0.8240000000000001,0.7949,friendly
mountain,0.98,0.8240000000000001,0.7949,friendly
expedient,0.98,0.8240000000000001,0.7949,friendly
trance,0.98,0.8240000000000001,0.7949,friendly
autumn,0.98,0.8240000000000001,0.7949,friendly
fitting,0.98,0.8240000000000001,0.7949,friendly
humility,0.98,0.8240000000000001,0.7949,friendly
salute,0.98,0.8240000000000001,0.7949,friendly
paragon,0.98,0.8240000000000001,0.7949,friendly
sketching,0.98,0.8240000000000001,0.7949,friendly
fortitude,0.98,0.8240000000000001,0.7949,friendly
waves,0.98,0.8240000000000001,0.7949,friendly
cathedral,0.98,0.8240000000000001,0.7949,friendly
buddhism,0.98,0.8240000000000001,0.7949,friendly
yoga,0.98,0.8240000000000001,0.7949,friendly
running,0.98,0.8240000000000001,0.7949,friendly
whim,0.98,0.8240000000000001,0.7949,friendly
artwork,0.98,0.8240000000000001,0.7949,friendly
practiced,0.98,0.8240000000000001,0.7949,friendly
clean,0.98,0.8240000000000001,0.7949,friendly
food,0.98,0.8240000000000001,0.7949,friendly
exercise,0.98,0.8240000000000001,0.7949,friendly
immerse,0.98,0.8240000000000001,0.7949,friendly
found,0.98,0.8240000000000001,0.7949,friendly
clarity,0.98,0.8240000000000001,0.7949,friendly
ministry,0.98,0.8240000000000001,0.7949,friendly
workout,0.98,0.8240000000000001,0.7949,friendly
luncheon,0.98,0.8240000000000001,0.7949,friendly
closure,0.98,0.8240000000000001,0.7949,friendly
ditty,0.98,0.8240000000000001,0.7949,friendly
oils,0.98,0.8240000000000001,0.7949,friendly
bubble,0.98,0.8240000000000001,0.7949,friendly
tan,0.98,0.8240000000000001,0.7949,friendly
simple,0.98,0.8240000000000001,0.7949,friendly
beer,0.98,0.8240000000000001,0.7949,friendly
green,0.98,0.8240000000000001,0.7949,friendly
books,0.98,0.8240000000000001,0.7949,friendly
buss,0.98,0.8240000000000001,0.7949,friendly
spaniel,0.98,0.8240000000000001,0.7949,friendly
makingdisciples,0.98,0.8240000000000001,0.7949,friendly
chow,0.98,0.8240000000000001,0.7949,friendly
pitter,0.98,0.8240000000000001,0.7949,friendly
flows,0.98,0.8240000000000001,0.7949,friendly
silence,0.98,0.8240000000000001,0.7949,friendly
wine,0.98,0.8240000000000001,0.7949,friendly
circumstances,0.98,0.8240000000000001,0.7949,friendly
solitude,0.98,0.8240000000000001,0.7949,friendly
bookstore,0.98,0.8240000000000001,0.7949,friendly
roadster,0.98,0.8240000000000001,0.7949,friendly
priesthood,0.98,0.8240000000000001,0.7949,friendly
scifi,0.98,0.8240000000000001,0.7949,friendly
service,0.98,0.8240000000000001,0.7949,friendly
civilized,0.98,0.8240000000000001,0.7949,friendly
wages,0.98,0.8240000000000001,0.7949,friendly
fain,0.98,0.8240000000000001,0.7949,friendly
december,0.98,0.8240000000000001,0.7949,friendly
acrobat,0.98,0.8240000000000001,0.7949,friendly
glide,0.98,0.8240000000000001,0.7949,friendly
finally,0.98,0.8240000000000001,0.7949,friendly
bathtub,0.98,0.8240000000000001,0.7949,friendly
advent,0.98,0.8240000000000001,0.7949,friendly
stroll,0.98,0.8240000000000001,0.7949,friendly
chai,0.98,0.8240000000000001,0.7949,friendly
break,0.98,0.8240000000000001,0.7949,friendly
reproductive,0.98,0.8240000000000001,0.7949,friendly
organization,0.98,0.8240000000000001,0.7949,friendly
obtainable,0.98,0.8240000000000001,0.7949,friendly
elf,0.98,0.8240000000000001,0.7949,friendly
peppermint,0.98,0.8240000000000001,0.7949,friendly
balm,0.98,0.8240000000000001,0.7949,friendly
measured,0.98,0.8240000000000001,0.7949,friendly
goodhealth,0.98,0.8240000000000001,0.7949,friendly
wilderness,0.98,0.8240000000000001,0.7949,friendly
leaf,0.98,0.8240000000000001,0.7949,friendly
basketball,0.98,0.8240000000000001,0.7949,friendly
troubles,0.98,0.8240000000000001,0.7949,friendly
explosions,0.98,0.8240000000000001,0.7949,friendly
cream,0.98,0.8240000000000001,0.7949,friendly
shepherd,0.98,0.8240000000000001,0.7949,friendly
tuesday,0.98,0.8240000000000001,0.7949,friendly
turbulence,0.98,0.8240000000000001,0.7949,friendly
majority,0.98,0.8240000000000001,0.7949,friendly
calf,0.98,0.8240000000000001,0.7949,friendly
unhappiness,0.98,0.8240000000000001,0.7949,friendly
sixty,0.98,0.8240000000000001,0.7949,friendly
ditty,0.98,0.8240000000000001,0.7949,friendly
hardship,0.98,0.8240000000000001,0.7949,friendly
japan,0.98,0.8240000000000001,0.7949,friendly
benign,0.98,0.8240000000000001,0.7949,friendly
marrow,0.98,0.8240000000000001,0.7949,friendly
soak,0.98,0.8240000000000001,0.7949,friendly
critical,0.98,0.8240000000000001,0.7949,friendly
neutral,0.98,0.8240000000000001,0.7949,friendly
untie,0.98,0.8240000000000001,0.7949,friendly
opera,0.98,0.8240000000000001,0.7949,friendly
hunting,0.98,0.8240000000000001,0.7949,friendly
sand,0.98,0.8240000000000001,0.7949,friendly
white,0.98,0.8240000000000001,0.7949,friendly
weight,0.98,0.8240000000000001,0.7949,friendly
sipping,0.98,0.8240000000000001,0.7949,friendly
wind,0.98,0.8240000000000001,0.7949,friendly
labor,0.98,0.8240000000000001,0.7949,friendly
lake,0.98,0.8240000000000001,0.7949,friendly
affliction,0.98,0.8240000000000001,0.7949,friendly
organ,0.98,0.8240000000000001,0.7949,friendly
dwelling,0.98,0.8240000000000001,0.7949,friendly
tree,0.98,0.8240000000000001,0.7949,friendly
pond,0.98,0.8240000000000001,0.7949,friendly
latte,0.98,0.8240000000000001,0.7949,friendly
classical,0.98,0.8240000000000001,0.7949,friendly
bestfriends,0.98,0.8240000000000001,0.7949,friendly
smiled,0.98,0.8240000000000001,0.7949,friendly
emotional,0.98,0.8240000000000001,0.7949,friendly
week,0.98,0.8240000000000001,0.7949,friendly
doll,0.98,0.8240000000000001,0.7949,friendly
overwhelmed,0.98,0.8240000000000001,0.7949,friendly
hundred,0.98,0.8240000000000001,0.7949,friendly
physics,0.98,0.8240000000000001,0.7949,friendly
monday,0.98,0.8240000000000001,0.7949,friendly
steps,0.98,0.8240000000000001,0.7949,friendly
strawberry,0.98,0.8240000000000001,0.7949,friendly
elated,0.98,0.8240000000000001,0.7949,friendly
cupcake,0.98,0.8240000000000001,0.7949,friendly
center,0.98,0.8240000000000001,0.7949,friendly
funny,0.98,0.8240000000000001,0.7949,friendly
today,0.98,0.8240000000000001,0.7949,friendly
jam,0.98,0.8240000000000001,0.7949,friendly
reminded,0.98,0.8240000000000001,0.7949,friendly
offers,0.98,0.8240000000000001,0.7949,friendly
pad,0.98,0.8240000000000001,0.7949,friendly
months,0.98,0.8240000000000001,0.7949,friendly
wallet,0.98,0.8240000000000001,0.7949,friendly
mile,0.98,0.8240000000000001,0.7949,friendly
october,0.98,0.8240000000000001,0.7949,friendly
lab,0.98,0.8240000000000001,0.7949,friendly
fun,0.98,0.8240000000000001,0.7949,friendly
th,0.98,0.8240000000000001,0.7949,friendly
portfolio,0.98,0.8240000000000001,0.7949,friendly
outfits,0.98,0.8240000000000001,0.7949,friendly
realtalk,0.98,0.8240000000000001,0.7949,friendly
doritos,0.98,0.8240000000000001,0.7949,friendly
apparent,0.98,0.8240000000000001,0.7949,friendly
live,0.98,0.8240000000000001,0.7949,friendly
wing,0.98,0.8240000000000001,0.7949,friendly
aw,0.98,0.8240000000000001,0.7949,friendly
cried,0.98,0.8240000000000001,0.7949,friendly
four,0.98,0.8240000000000001,0.7949,friendly
hookah,0.98,0.8240000000000001,0.7949,friendly
rd,0.98,0.8240000000000001,0.7949,friendly
slice,0.98,0.8240000000000001,0.7949,friendly
peeps,0.98,0.8240000000000001,0.7949,friendly
patience,0.98,0.8240000000000001,0.7949,friendly
appointment,0.98,0.8240000000000001,0.7949,friendly
seasons,0.98,0.8240000000000001,0.7949,friendly
sings,0.98,0.8240000000000001,0.7949,friendly
tommorow,0.98,0.8240000000000001,0.7949,friendly
grand,0.98,0.8240000000000001,0.7949,friendly
teaching,0.98,0.8240000000000001,0.7949,friendly
lasts,0.98,0.8240000000000001,0.7949,friendly
describe,0.98,0.8240000000000001,0.7949,friendly
lookin,0.98,0.8240000000000001,0.7949,friendly
purchase,0.98,0.8240000000000001,0.7949,friendly
knee,0.98,0.8240000000000001,0.7949,friendly
pa,0.98,0.8240000000000001,0.7949,friendly
year,0.98,0.8240000000000001,0.7949,friendly
ta,0.98,0.8240000000000001,0.7949,friendly
chemistry,0.98,0.8240000000000001,0.7949,friendly
supernatural,0.98,0.8240000000000001,0.7949,friendly
outstanding,0.98,0.8240000000000001,0.7949,friendly
urself,0.98,0.8240000000000001,0.7949,friendly
presentations,0.98,0.8240000000000001,0.7949,friendly
judgmental,0.98,0.8240000000000001,0.7949,friendly
virtual,0.98,0.8240000000000001,0.7949,friendly
promote,0.98,0.8240000000000001,0.7949,friendly
lovers,0.98,0.8240000000000001,0.7949,friendly
property,0.98,0.8240000000000001,0.7949,friendly
wrestling,0.98,0.8240000000000001,0.7949,friendly
powers,0.98,0.8240000000000001,0.7949,friendly
fuel,0.98,0.8240000000000001,0.7949,friendly
awaiting,0.98,0.8240000000000001,0.7949,friendly
nice,0.98,0.8240000000000001,0.7949,friendly
babies,0.98,0.8240000000000001,0.7949,friendly
november,0.98,0.8240000000000001,0.7949,friendly
am,0.98,0.8240000000000001,0.7949,friendly
thurs,0.98,0.8240000000000001,0.7949,friendly
great,0.98,0.8240000000000001,0.7949,friendly
monday,0.98,0.8240000000000001,0.7949,friendly
el,0.98,0.8240000000000001,0.7949,friendly
wrap,0.98,0.8240000000000001,0.7949,friendly
thou,0.98,0.8240000000000001,0.7949,friendly
department,0.98,0.8240000000000001,0.7949,friendly
pe,0.98,0.8240000000000001,0.7949,friendly
puppies,0.98,0.8240000000000001,0.7949,friendly
unexpected,0.98,0.8240000000000001,0.7949,friendly
teens,0.98,0.8240000000000001,0.7949,friendly
opens,0.98,0.8240000000000001,0.7949,friendly
tummy,0.98,0.8240000000000001,0.7949,friendly
releasing,0.98,0.8240000000000001,0.7949,friendly
perry,0.98,0.8240000000000001,0.7949,friendly
permanent,0.98,0.8240000000000001,0.7949,friendly
trail,0.98,0.8240000000000001,0.7949,friendly
citizens,0.98,0.8240000000000001,0.7949,friendly
slim,0.98,0.8240000000000001,0.7949,friendly
corporate,0.98,0.8240000000000001,0.7949,friendly
heater,0.98,0.8240000000000001,0.7949,friendly
bucks,0.98,0.8240000000000001,0.7949,friendly
mission,0.98,0.8240000000000001,0.7949,friendly
robert,0.98,0.8240000000000001,0.7949,friendly
bella,0.98,0.8240000000000001,0.7949,friendly
storms,0.98,0.8240000000000001,0.7949,friendly
keen,0.98,0.8240000000000001,0.7949,friendly
megan,0.98,0.8240000000000001,0.7949,friendly
elegant,0.98,0.8240000000000001,0.7949,friendly
madison,0.98,0.8240000000000001,0.7949,friendly
pj,0.98,0.8240000000000001,0.7949,friendly
tire,0.98,0.8240000000000001,0.7949,friendly
limited,0.98,0.8240000000000001,0.7949,friendly
pays,0.98,0.8240000000000001,0.7949,friendly
cooking,0.98,0.8240000000000001,0.7949,friendly
significant,0.98,0.8240000000000001,0.7949,friendly
lamb,0.98,0.8240000000000001,0.7949,friendly
early,0.98,0.8240000000000001,0.7949,friendly
elevation,0.98,0.8240000000000001,0.7949,friendly
physical,0.98,0.8240000000000001,0.7949,friendly
disney,0.98,0.8240000000000001,0.7949,friendly
art,0.98,0.8240000000000001,0.7949,friendly
nothing,0.98,0.8240000000000001,0.7949,friendly
session,0.98,0.8240000000000001,0.7949,friendly
friends,0.98,0.8240000000000001,0.7949,friendly
spoilt,0.98,0.8240000000000001,0.7949,friendly
guide,0.98,0.8240000000000001,0.7949,friendly
amp,0.98,0.8240000000000001,0.7949,friendly
ending,0.98,0.8240000000000001,0.7949,friendly
bay,0.98,0.8240000000000001,0.7949,friendly
trigger,0.98,0.8240000000000001,0.7949,friendly
donuts,0.98,0.8240000000000001,0.7949,friendly
thursdays,0.98,0.8240000000000001,0.7949,friendly
todays,0.98,0.8240000000000001,0.7949,friendly
alll,0.98,0.8240000000000001,0.7949,friendly
pm,0.98,0.8240000000000001,0.7949,friendly
singing,0.98,0.8240000000000001,0.7949,friendly
spain,0.98,0.8240000000000001,0.7949,friendly
youth,0.98,0.8240000000000001,0.7949,friendly
truestory,0.98,0.8240000000000001,0.7949,friendly
lincoln,0.98,0.8240000000000001,0.7949,friendly
often,0.98,0.8240000000000001,0.7949,friendly
seminar,0.98,0.8240000000000001,0.7949,friendly
accepted,0.98,0.8240000000000001,0.7949,friendly
blizzard,0.98,0.8240000000000001,0.7949,friendly
am,0.98,0.8240000000000001,0.7949,friendly
smallest,0.98,0.8240000000000001,0.7949,friendly
dave,0.98,0.8240000000000001,0.7949,friendly
simply,0.98,0.8240000000000001,0.7949,friendly
daddy,0.98,0.8240000000000001,0.7949,friendly
dreams,0.98,0.8240000000000001,0.7949,friendly
reflection,0.98,0.8240000000000001,0.7949,friendly
always,0.98,0.8240000000000001,0.7949,friendly
imagined,0.98,0.8240000000000001,0.7949,friendly
restless,0.98,0.8240000000000001,0.7949,friendly
made,0.98,0.8240000000000001,0.7949,friendly
midnight,0.98,0.8240000000000001,0.7949,friendly
geometry,0.98,0.8240000000000001,0.7949,friendly
birmingham,0.98,0.8240000000000001,0.7949,friendly
chicago,0.98,0.8240000000000001,0.7949,friendly
pool,0.98,0.8240000000000001,0.7949,friendly
elegance,0.98,0.8240000000000001,0.7949,friendly
cramps,0.98,0.8240000000000001,0.7949,friendly
viewing,0.98,0.8240000000000001,0.7949,friendly
production,0.98,0.8240000000000001,0.7949,friendly
graduating,0.98,0.8240000000000001,0.7949,friendly
growth,0.98,0.8240000000000001,0.7949,friendly
highest,0.98,0.8240000000000001,0.7949,friendly
followed,0.98,0.8240000000000001,0.7949,friendly
training,0.98,0.8240000000000001,0.7949,friendly
such,0.98,0.8240000000000001,0.7949,friendly
hunting,0.98,0.8240000000000001,0.7949,friendly
electric,0.98,0.8240000000000001,0.7949,friendly
spring,0.98,0.8240000000000001,0.7949,friendly
answered,0.98,0.8240000000000001,0.7949,friendly
medical,0.98,0.8240000000000001,0.7949,friendly
new,0.98,0.8240000000000001,0.7949,friendly
continues,0.98,0.8240000000000001,0.7949,friendly
thoughts,0.98,0.8240000000000001,0.7949,friendly
speaks,0.98,0.8240000000000001,0.7949,friendly
helped,0.98,0.8240000000000001,0.7949,friendly
flu,0.98,0.8240000000000001,0.7949,friendly
random,0.98,0.8240000000000001,0.7949,friendly
ankle,0.98,0.8240000000000001,0.7949,friendly
hungover,0.98,0.8240000000000001,0.7949,friendly
vision,0.98,0.8240000000000001,0.7949,friendly
few,0.98,0.8240000000000001,0.7949,friendly
depression,0.98,0.8240000000000001,0.7949,friendly
sets,0.98,0.8240000000000001,0.7949,friendly
work,0.98,0.8240000000000001,0.7949,friendly
cd,0.98,0.8240000000000001,0.7949,friendly
starting,0.98,0.8240000000000001,0.7949,friendly
willing,0.98,0.8240000000000001,0.7949,friendly
cards,0.98,0.8240000000000001,0.7949,friendly
devil,0.98,0.8240000000000001,0.7949,friendly
discovered,0.98,0.8240000000000001,0.7949,friendly
medicine,0.98,0.8240000000000001,0.7949,friendly
market,0.98,0.8240000000000001,0.7949,friendly
cracks,0.98,0.8240000000000001,0.7949,friendly
austin,0.98,0.8240000000000001,0.7949,friendly
ooh,0.98,0.8240000000000001,0.7949,friendly
bring,0.98,0.8240000000000001,0.7949,friendly
definition,0.98,0.8240000000000001,0.7949,friendly
books,0.98,0.8240000000000001,0.7949,friendly
official,0.98,0.8240000000000001,0.7949,friendly
book,0.98,0.8240000000000001,0.7949,friendly
novel,0.98,0.8240000000000001,0.7949,friendly
inspirational,0.98,0.8240000000000001,0.7949,friendly
spongebob,0.98,0.8240000000000001,0.7949,friendly
wings,0.98,0.8240000000000001,0.7949,friendly
mic,0.98,0.8240000000000001,0.7949,friendly
op,0.98,0.8240000000000001,0.7949,friendly
juss,0.98,0.8240000000000001,0.7949,friendly
gold,0.98,0.8240000000000001,0.7949,friendly
deserved,0.98,0.8240000000000001,0.7949,friendly
exercise,0.98,0.8240000000000001,0.7949,friendly
six,0.98,0.8240000000000001,0.7949,friendly
identity,0.98,0.8240000000000001,0.7949,friendly
brady,0.98,0.8240000000000001,0.7949,friendly
bake,0.98,0.8240000000000001,0.7949,friendly
sydney,0.98,0.8240000000000001,0.7949,friendly
feelings,0.98,0.8240000000000001,0.7949,friendly
miami,0.98,0.8240000000000001,0.7949,friendly
maintenance,0.98,0.8240000000000001,0.7949,friendly
saint,0.98,0.8240000000000001,0.7949,friendly
mainly,0.98,0.8240000000000001,0.7949,friendly
ears,0.98,0.8240000000000001,0.7949,friendly
colorado,0.98,0.8240000000000001,0.7949,friendly
counted,0.98,0.8240000000000001,0.7949,friendly
gal,0.98,0.8240000000000001,0.7949,friendly
certainly,0.98,0.8240000000000001,0.7949,friendly
equal,0.98,0.8240000000000001,0.7949,friendly
required,0.98,0.8240000000000001,0.7949,friendly
support,0.98,0.8240000000000001,0.7949,friendly
diamonds,0.98,0.8240000000000001,0.7949,friendly
time,0.98,0.8240000000000001,0.7949,friendly
with,0.98,0.8240000000000001,0.7949,friendly
pt,0.98,0.8240000000000001,0.7949,friendly
soexcited,0.98,0.8240000000000001,0.7949,friendly
everyday,0.98,0.8240000000000001,0.7949,friendly
sight,0.98,0.8240000000000001,0.7949,friendly
urban,0.98,0.8240000000000001,0.7949,friendly
switching,0.98,0.8240000000000001,0.7949,friendly
toward,0.98,0.8240000000000001,0.7949,friendly
jason,0.98,0.8240000000000001,0.7949,friendly
awe,0.98,0.8240000000000001,0.7949,friendly
became,0.98,0.8240000000000001,0.7949,friendly
snowboarding,0.98,0.8240000000000001,0.7949,friendly
th,0.98,0.8240000000000001,0.7949,friendly
cheek,0.98,0.8240000000000001,0.7949,friendly
italy,0.98,0.8240000000000001,0.7949,friendly
muscle,0.98,0.8240000000000001,0.7949,friendly
arts,0.98,0.8240000000000001,0.7949,friendly
tower,0.98,0.8240000000000001,0.7949,friendly
spoil,0.98,0.8240000000000001,0.7949,friendly
jumping,0.98,0.8240000000000001,0.7949,friendly
brb,0.98,0.8240000000000001,0.7949,friendly
empty,0.98,0.8240000000000001,0.7949,friendly
babe,0.98,0.8240000000000001,0.7949,friendly
purple,0.98,0.8240000000000001,0.7949,friendly
roll,0.98,0.8240000000000001,0.7949,friendly
three,0.98,0.8240000000000001,0.7949,friendly
pains,0.98,0.8240000000000001,0.7949,friendly
remain,0.98,0.8240000000000001,0.7949,friendly
brilliant,0.98,0.8240000000000001,0.7949,friendly
le,0.98,0.8240000000000001,0.7949,friendly
panera,0.98,0.8240000000000001,0.7949,friendly
boyfriend,0.98,0.8240000000000001,0.7949,friendly
monster,0.98,0.8240000000000001,0.7949,friendly
yogurt,0.98,0.8240000000000001,0.7949,friendly
noodles,0.98,0.8240000000000001,0.7949,friendly
joining,0.98,0.8240000000000001,0.7949,friendly
somewhat,0.98,0.8240000000000001,0.7949,friendly
allow,0.98,0.8240000000000001,0.7949,friendly
minus,0.98,0.8240000000000001,0.7949,friendly
conference,0.98,0.8240000000000001,0.7949,friendly
rare,0.98,0.8240000000000001,0.7949,friendly
destroy,0.98,0.8240000000000001,0.7949,friendly
dancer,0.98,0.8240000000000001,0.7949,friendly
fr,0.98,0.8240000000000001,0.7949,friendly
expression,0.98,0.8240000000000001,0.7949,friendly
recipe,0.98,0.8240000000000001,0.7949,friendly
real,0.98,0.8240000000000001,0.7949,friendly
elected,0.98,0.8240000000000001,0.7949,friendly
youngest,0.98,0.8240000000000001,0.7949,friendly
sundays,0.98,0.8240000000000001,0.7949,friendly
